"Student Counts by School and Race"
"All Districts, All Schools"
"2007-08"

"",,,,"Race",,,,,,
"Tolland School District","""1420011""","Tolland High School","""1426111""","*",19,"*",15,0,803,849
"Tolland School District","""1420011""","Tolland Intermediate School","""1420211""","*",17,15,"*",0,464,507
"Tolland School District","""1420011""","Tolland Middle School","""1425111""","*",42,22,"*",0,940,1013
"Torrington School District","""1430011""","East School","""1430111""","*","*",19,26,0,422,481
"Torrington School District","""1430011""","Forbes School","""1430211""","*","*",32,72,0,265,383
"Torrington School District","""1430011""","Southwest School","""1430811""",0,8,14,38,0,245,305
"Torrington School District","""1430011""","Torringford School","""1430911""",0,22,41,53,0,567,683
"Torrington School District","""1430011""","Torrington High School","""1436111""","*","*",80,147,0,1024,1295
"Torrington School District","""1430011""","Torrington Middle School","""1435111""",7,42,72,150,0,891,1162
"Torrington School District","""1430011""","Vogel-Wetmore School","""1431311""","*","*",40,107,0,289,448
"Trailblazers Academy District","""2780013""","Trailblazers Academy","""2785113""",0,0,102,"*",0,"*",150
"Trumbull School District","""1440011""","Booth Hill School","""1440111""","*",25,21,"*",0,452,514
"Trumbull School District","""1440011""","Daniels Farm School","""1440811""",0,29,9,17,0,458,513
"Trumbull School District","""1440011""","Frenchtown Elementary School","""1441011""",0,65,23,58,0,455,601
"Trumbull School District","""1440011""","Hillcrest Middle School","""1445211""","*",30,"*",31,0,653,743
"Trumbull School District","""1440011""","Jane Ryan School","""1440411""",0,18,10,20,0,375,423
"Trumbull School District","""1440011""","Madison Middle School","""1445111""",0,46,43,48,0,743,880
"Trumbull School District","""1440011""","Middlebrook School","""1440311""","*",26,"*",45,0,373,473
"Trumbull School District","""1440011""","Tashua School","""1440911""",0,23,11,16,0,411,461
"Trumbull School District","""1440011""","Trumbull Early Childhood Education Center","""1448011""",0,15,11,28,0,146,200
"Trumbull School District","""1440011""","Trumbull High School","""1446111""","*","*",100,116,0,1792,2095
"Unified School District #1","""3360015""","Bergin Correctional Institution","""3361715""",0,0,24,"*",0,"*",38
"Unified School District #1","""3360015""","Bridgeport Correctional Center","""3360115""",0,0,21,"*",0,"*",32
"Unified School District #1","""3360015""","Brooklyn Correctional Institution","""3360215""",0,0,"*",8,0,"*",13
"Unified School District #1","""3360015""","Cheshire Correctional Institution","""3360315""",0,"*",22,"*",0,"*",29
"Unified School District #1","""3360015""","Corrigan/Radgowski Correctional Institution","""3362415""",0,0,28,23,0,19,70
"Unified School District #1","""3360015""","Enfield Correctional Institution","""3360415""",0,0,14,"*",0,"*",22
"Unified School District #1","""3360015""","Garner Correctional Institution","""3361915""",0,0,"*",13,0,"*",28
"Unified School District #1","""3360015""","Gates Correctional Institution","""3360515""",0,"*",22,11,0,"*",38
"Unified School District #1","""3360015""","Hartford Correctional Center","""3360615""",0,0,29,28,0,12,69
"Unified School District #1","""3360015""","MacDougall/Walker Correctional Institution","""3362215""",0,0,41,"*",0,"*",78
"Unified School District #1","""3360015""","Manson Youth Institution","""3361115""","*","*",280,186,0,81,551
"Unified School District #1","""3360015""","New Haven Correctional Center","""3360915""",0,0,11,"*",0,"*",25
"Unified School District #1","""3360015""","Northern Correctional Institution","""3362615""",0,0,13,"*",0,"*",28
"Unified School District #1","""3360015""","Osborn Correctional Institution","""3361215""",0,0,14,13,0,9,36
"Unified School District #1","""3360015""","Robinson Correctional Institution","""3361315""","*",0,16,11,0,"*",29
"Unified School District #1","""3360015""","Webster Correctional Institution","""3361415""",0,0,7,"*",0,"*",12
"Unified School District #1","""3360015""","Willard/Cybulski Correctional Institution","""3361515""",0,0,15,16,0,7,38
"Unified School District #1","""3360015""","York Correctional Institution","""3362515""",0,0,20,19,0,20,59
"Unified School District #2","""3470015""","Children's Place School","""3470115""",0,0,19,10,0,10,39
"Unified School District #2","""3470015""","High Meadows","""3476515""",0,0,10,11,0,9,30
"Unified School District #2","""3470015""","Riverview School","""3470315""",0,"*",22,"*",0,23,67
"Unified School District #2","""3470015""","Walter G. Cady School","""3476715""",0,0,48,26,0,16,90
"Union School District","""1450011""","Union Elementary School","""1450111""",0,0,"*",0,0,"*",72
"Vernon School District","""1460011""","Northeast School","""1460311""","*","*",32,45,0,215,313
"Vernon School District","""1460011""","Center Road School","""1461411""","*","*",33,24,0,372,449
"Vernon School District","""1460011""","Lake Street School","""1460111""","*",8,13,"*",0,206,236
"Vernon School District","""1460011""","Maple Street School","""1460211""","*","*",78,62,0,179,339
"Vernon School District","""1460011""","Rockville High School","""1466111""",6,61,111,83,0,953,1214
"Vernon School District","""1460011""","Skinner Road School","""1461011""","*","*",42,39,0,220,327
"Vernon School District","""1460011""","Vernon Center Middle School","""1465111""","*","*",98,66,0,599,819
"Voluntown School District","""1470011""","Voluntown Elementary School","""1470111""",13,"*","*",16,0,271,309
"Wallingford School District","""1480011""","Highland School","""1480211""",0,13,9,11,0,302,335
"Wallingford School District","""1480011""","A.R.T.S. Academy","""1489011""",0,0,0,"*",0,"*",21
"Wallingford School District","""1480011""","Cook Hill School","""1481011""","*",18,"*",17,0,355,400
"Wallingford School District","""1480011""","Dag Hammarskjold Middle School","""1485211""","*",23,"*",89,0,614,745
"Wallingford School District","""1480011""","Evarts C. Stevens School","""1480911""","*",21,13,62,"*",307,405
"Wallingford School District","""1480011""","James H. Moran Middle School","""1485311""","*",30,"*",73,0,715,847
"Wallingford School District","""1480011""","Lyman Hall High School","""1486111""","*","*",35,103,0,1008,1175
"Wallingford School District","""1480011""","Mark T. Sheehan High School","""1486211""","*",43,"*",50,0,867,991
"Wallingford School District","""1480011""","Moses Y. Beach School","""1480111""",0,8,6,85,0,232,331
"Wallingford School District","""1480011""","Parker Farms School","""1480311""",0,28,6,81,0,237,352
"Wallingford School District","""1480011""","Pond Hill School","""1481211""","*","*",12,42,0,267,328
"Wallingford School District","""1480011""","Rock Hill School","""1480411""",0,18,"*",19,"*",296,347
"Wallingford School District","""1480011""","Yalesville School","""1480811""",0,39,"*",26,"*",455,534
"Waterbury School District","""1510011""","Brooklyn Elementary School","""1511011""",0,"*",65,105,0,"*",229
"Waterbury School District","""1510011""","West Side Middle School","""1515211""","*","*",276,572,0,328,1197
"Waterbury School District","""1510011""","Washington School","""1512311""","*","*",46,222,0,31,313
"Waterbury School District","""1510011""","B. W. Tinker School","""1512111""","*","*",133,181,0,238,574
"Waterbury School District","""1510011""","Barnard School","""1510311""","*","*",64,122,0,80,270
"Waterbury School District","""1510011""","Bucks Hill School","""1510511""",0,8,190,280,0,107,585
"Waterbury School District","""1510011""","Bunker Hill School","""1510611""",0,"*",152,236,"*",123,519
"Waterbury School District","""1510011""","Carrington School","""1512711""",0,7,104,268,0,136,515
"Waterbury School District","""1510011""","Crosby High School","""1516211""","*","*",383,580,0,368,1368
"Waterbury School District","""1510011""","Driggs School","""1510911""","*","*",185,288,0,75,550
"Waterbury School District","""1510011""","Enlightenment School","""1519111""","*",0,59,85,0,"*",166
"Waterbury School District","""1510011""","F. J. Kingsbury School","""1511411""",0,8,172,231,0,84,495
"Waterbury School District","""1510011""","Gilmartin School","""1512611""","*","*",61,106,0,68,239
"Waterbury School District","""1510011""","H. S. Chase School","""1510711""","*","*",207,343,0,223,798
"Waterbury School District","""1510011""","Hopeville School","""1511311""","*","*",70,303,0,82,465
"Waterbury School District","""1510011""","John F. Kennedy High School","""1516411""","*","*",303,517,0,461,1313
"Waterbury School District","""1510011""","Maloney Interdistrict Magnet School","""1513111""","*","*",141,133,0,300,593
"Waterbury School District","""1510011""","Margaret M. Generali Elementary School","""1511111""","*","*",161,215,0,178,563
"Waterbury School District","""1510011""","Michael F. Wallace Middle School","""1515111""",6,37,386,566,0,348,1343
"Waterbury School District","""1510011""","North End Middle School","""1515311""","*","*",456,584,0,204,1259
"Waterbury School District","""1510011""","Regan School","""1512811""",0,"*",122,116,0,"*",313
"Waterbury School District","""1510011""","Rotella Interdistrict Magnet School","""1513311""","*","*",127,125,0,343,614
"Waterbury School District","""1510011""","Special Education Preschool","""1518011""",0,"*",51,100,0,"*",199
"Waterbury School District","""1510011""","Sprague School","""1512011""",0,6,138,286,0,58,488
"Waterbury School District","""1510011""","State Street School","""1519011""",0,0,32,28,0,17,77
"Waterbury School District","""1510011""","Walsh School","""1512211""",0,"*",209,301,0,"*",551
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (High)","""1516011""",0,"*",114,"*",0,260,485
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (Middle)","""1515011""","*","*",80,72,0,156,313
"Waterbury School District","""1510011""","Wendell L. Cross School","""1510811""","*","*",92,126,0,112,349
"Waterbury School District","""1510011""","Wilby High School","""1516311""",10,21,442,531,0,200,1204
"Waterbury School District","""1510011""","Woodrow Wilson School","""1513211""","*","*",143,167,0,44,357
"Waterford School District","""1520011""","Clark Lane Middle School","""1525111""",7,39,36,54,0,594,730
"Waterford School District","""1520011""","Cohanzie Elementary School","""1520111""",8,18,20,21,0,320,387
"Waterford School District","""1520011""","Great Neck Elementary School","""1520211""","*",22,"*",16,0,229,280
"Waterford School District","""1520011""","Oswegatchie Elementary School","""1520611""","*",29,15,"*",0,224,286
"Waterford School District","""1520011""","Southwest Elementary School","""1520511""",0,8,7,11,0,210,236
"Waterford School District","""1520011""","Waterford High School","""1526111""","*",45,56,"*",0,867,1013
"Watertown School District","""1530011""","Fletcher W. Judson School","""1530311""","*",7,"*",10,0,354,380
"Watertown School District","""1530011""","Heminway Park School","""1530611""","*",8,"*",11,0,243,272
"Watertown School District","""1530011""","John Trumbull Primary School","""1530211""","*","*",18,42,0,716,798
"Watertown School District","""1530011""","Polk School","""1530411""","*",16,"*",18,0,319,356
"Watertown School District","""1530011""","Swift Middle School","""1535111""","*",12,"*",13,0,567,602
"Watertown School District","""1530011""","Watertown High School","""1536111""",8,19,20,27,0,916,990
"West Hartford School District","""1550011""","Smith School","""1551711""",0,82,"*",125,"*",113,380
"West Hartford School District","""1550011""","Aiken School","""1551611""","*",80,41,"*",0,303,457
"West Hartford School District","""1550011""","Braeburn School","""1550211""",0,29,25,46,0,340,440
"West Hartford School District","""1550011""","Bristow Middle School","""1555311""","*","*",35,58,0,287,409
"West Hartford School District","""1550011""","Bugbee School","""1550411""","*",27,"*",19,0,317,384
"West Hartford School District","""1550011""","Charter Oak International Academy","""1550511""","*","*",73,143,0,69,341
"West Hartford School District","""1550011""","Conard High School","""1556111""","*","*",156,279,0,890,1461
"West Hartford School District","""1550011""","Duffy School","""1550611""",0,21,27,31,0,478,557
"West Hartford School District","""1550011""","Hall High School","""1556211""","*","*",181,171,0,1104,1568
"West Hartford School District","""1550011""","King Philip Middle School","""1555111""","*",106,"*",104,0,593,907
"West Hartford School District","""1550011""","Morley School","""1550911""","*",17,27,"*",0,304,367
"West Hartford School District","""1550011""","Norfeldt School","""1551011""",0,43,31,23,0,347,444
"West Hartford School District","""1550011""","Sedgwick Middle School","""1555211""","*",92,"*",153,0,524,865
"West Hartford School District","""1550011""","Webster Hill School","""1551211""","*",60,"*",84,0,250,436
"West Hartford School District","""1550011""","Whiting Lane School","""1551311""","*","*",59,73,0,317,504
"West Hartford School District","""1550011""","Wolcott School","""1551511""","*",69,46,72,"*",281,470
"West Haven School District","""1560011""","Washington School","""1561211""",0,9,90,115,0,186,400
"West Haven School District","""1560011""","Alma E. Pagels School","""1560811""","*","*",73,49,0,214,358
"West Haven School District","""1560011""","Anna V. Molloy School","""1561311""",0,23,89,73,0,81,266
"West Haven School District","""1560011""","Carrigan 5/6 Intermediate School","""1565311""","*","*",229,220,0,279,744
"West Haven School District","""1560011""","Clarence E. Thompson School","""1561011""","*","*",116,118,0,99,353
"West Haven School District","""1560011""","Edith E. Mackrille School","""1560611""","*","*",68,68,0,219,384
"West Haven School District","""1560011""","Forest School","""1560311""","*","*",163,148,0,118,444
"West Haven School District","""1560011""","Harry M. Bailey Middle School","""1565111""",8,33,122,112,0,435,710
"West Haven School District","""1560011""","Savin Rock Community School","""1561411""","*","*",124,143,0,173,452
"West Haven School District","""1560011""","Seth G. Haley School","""1560411""","*","*",97,77,0,321,528
"West Haven School District","""1560011""","West Haven High School","""1566111""",12,62,456,324,0,904,1758
"Westbrook School District","""1540011""","Daisy Ingraham School","""1540211""","*","*",6,15,0,332,356
"Westbrook School District","""1540011""","Westbrook High School","""1546111""",0,"*","*",12,0,289,310
"Westbrook School District","""1540011""","Westbrook Middle School","""1545111""","*","*","*",8,0,298,314
"Weston School District","""1570011""","Hurlbutt Elementary School","""1570111""",0,32,9,14,0,540,595
"Weston School District","""1570011""","Weston High School","""1576111""",0,20,12,20,0,752,804
"Weston School District","""1570011""","Weston Intermediate School","""1570211""",0,15,18,7,0,539,579
"Weston School District","""1570011""","Weston Middle School","""1575111""","*",20,"*",6,0,555,587
"Westport School District","""1580011""","Bedford Middle School","""1585111""","*",39,"*",19,0,773,840
"Westport School District","""1580011""","Coleytown Elementary School","""1580311""",0,15,6,9,0,430,460
"Westport School District","""1580011""","Coleytown Middle School","""1585311""",0,18,10,14,0,462,504
"Westport School District","""1580011""","Green's Farms School","""1580411""","*",30,"*",23,0,431,495
"Westport School District","""1580011""","King's Highway Elementary School","""1580511""","*",13,"*",6,0,470,496
"Westport School District","""1580011""","Long Lots School","""1580711""",0,34,15,31,0,514,594
"Westport School District","""1580011""","Saugatuck Elementary School","""1580811""","*",16,"*",16,0,472,509
"Westport School District","""1580011""","Staples High School","""1586111""","*",48,"*",32,0,1615,1724
"Westport School District","""1580011""","Stepping Stones Preschool","""1588011""",0,"*",0,0,0,"*",56
"Wethersfield School District","""1590011""","Alfred W. Hanmer School","""1590811""","*",26,"*",40,0,297,377
"Wethersfield School District","""1590011""","Charles Wright School","""1591011""","*","*",15,52,0,223,306
"Wethersfield School District","""1590011""","Emerson-Williams School","""1590211""","*","*",19,65,0,362,461
"Wethersfield School District","""1590011""","Highcrest School","""1591111""","*",22,"*",41,0,357,442
"Wethersfield School District","""1590011""","Samuel B. Webb Elementary School","""1591211""","*","*",32,43,0,360,449
"Wethersfield School District","""1590011""","Silas Deane Middle School","""1595211""","*","*",39,67,0,441,564
"Wethersfield School District","""1590011""","Wethersfield High School","""1596111""","*","*",60,151,0,969,1212
"Willington School District","""1600011""","Center School","""1600111""",0,"*","*",13,0,223,248
"Willington School District","""1600011""","Hall Memorial School","""1605111""",0,"*","*",13,0,324,351
"Wilton School District","""1610011""","Middlebrook School","""1615211""",0,54,11,19,0,931,1015
"Wilton School District","""1610011""","Cider Mill School","""1610711""",0,64,6,25,0,951,1046
"Wilton School District","""1610011""","Ina E. Driscoll School","""1610611""",0,31,7,10,0,462,510
"Wilton School District","""1610011""","Miller-Driscoll School","""1610511""","*",43,"*",11,0,480,536
"Wilton School District","""1610011""","Wilton High School","""1616111""",0,47,17,24,0,1168,1256
"Winchester School District","""1620011""","ABLE","""1629011""","*",0,0,0,0,"*",7
"Winchester School District","""1620011""","Batcheller Early Education Center","""1620411""",11,6,10,18,0,283,328
"Winchester School District","""1620011""","Bridges 2","""1629111""","*",0,0,0,0,"*","*"
"Winchester School District","""1620011""","Joy D. Rice School","""1626111""",0,0,"*",0,0,"*",11
"Winchester School District","""1620011""","Mary P. Hinsdale School","""1620211""","*","*",19,30,0,314,372
"Winchester School District","""1620011""","Pearson Middle School","""1625111""",0,"*","*",36,0,288,341
"Windham School District","""1630011""","Early Headstart","""1638011""","*","*","*",59,0,29,97
"Windham School District","""1630011""","Eastern Regional Academy/Windham","""1639011""","*",0,"*",37,0,14,56
"Windham School District","""1630011""","Natchaug School","""1630111""",7,7,19,201,0,76,310
"Windham School District","""1630011""","North Windham School","""1630311""","*","*",37,234,0,163,445
"Windham School District","""1630011""","W. B. Sweeney School","""1630611""","*","*",30,226,0,78,342
"Windham School District","""1630011""","Windham Center School","""1630511""","*","*","*",150,0,100,259
"Windham School District","""1630011""","Windham Early Childhood Prospect Street","""1638311""","*","*",8,119,0,45,177
"Windham School District","""1630011""","Windham High School","""1636111""","*","*",55,510,0,406,986
"Windham School District","""1630011""","Windham Middle School","""1635111""","*","*",50,597,0,294,960
"Windsor Locks School District","""1650011""","North Street School","""1650111""","*",41,40,"*",0,302,410
"Windsor Locks School District","""1650011""","South Elementary School","""1650411""","*","*",43,33,0,327,429
"Windsor Locks School District","""1650011""","Windsor Locks High School","""1656111""",0,39,38,23,0,484,584
"Windsor Locks School District","""1650011""","Windsor Locks Middle School","""1655111""",0,24,33,23,0,325,405
"Windsor School District","""1640011""","Clover Street School","""1640111""",0,19,155,35,0,72,281
"Windsor School District","""1640011""","John F. Kennedy School","""1640811""","*","*",242,59,0,76,396
"Windsor School District","""1640011""","Oliver Ellsworth School","""1640911""","*","*",208,50,0,169,450
"Windsor School District","""1640011""","Poquonock Elementary School","""1640511""","*","*",114,25,0,149,313
"Windsor School District","""1640011""","Roger Wolcott Early Child Center","""1641011""",0,21,99,37,0,100,257
"Windsor School District","""1640011""","Sage Park Middle School","""1645311""","*","*",492,103,0,284,921
"Windsor School District","""1640011""","Windsor High School","""1646111""",8,60,767,145,0,492,1472
"Wolcott School District","""1660011""","Alcott School","""1660611""",0,7,6,20,0,361,394
"Wolcott School District","""1660011""","Frisbie School","""1660211""",0,"*","*",21,0,355,394
"Wolcott School District","""1660011""","Tyrrell Middle School","""1665111""",0,9,13,24,0,712,758
"Wolcott School District","""1660011""","Wakelee School","""1660511""",0,11,11,15,0,419,456
"Wolcott School District","""1660011""","Wolcott High School","""1666111""","*","*",21,28,0,854,916
"Woodbridge School District","""1670011""","Beecher Road Intermediate School","""1670211""","*",43,"*",18,0,391,467
"Woodbridge School District","""1670011""","Beecher Road Primary School","""1670111""","*",40,"*",11,0,258,319
"Woodstock Academy District","""9030022""","Woodstock Academy","""9036122""","*",12,"*",27,0,1102,1153
"Woodstock School District","""1690011""","Woodstock Elementary School","""1690211""","*",12,"*",19,0,459,496
"Woodstock School District","""1690011""","Woodstock Middle School","""1695111""",10,"*","*",19,0,413,448

