"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"1311411","1310011","Southington School District","Urbin T. Kelley School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1330111","1330011","Sprague School District","Sayles School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1330111","1330011","Sprague School District","Sayles School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1330111","1330011","Sprague School District","Sayles School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1330111","1330011","Sprague School District","Sayles School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1340611","1340011","Stafford School District","Stafford Elementary School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1340611","1340011","Stafford School District","Stafford Elementary School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1340611","1340011","Stafford School District","Stafford Elementary School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1340611","1340011","Stafford School District","Stafford Elementary School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1345211","1340011","Stafford School District","Stafford Middle School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1345211","1340011","Stafford School District","Stafford Middle School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1345211","1340011","Stafford School District","Stafford Middle School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1345211","1340011","Stafford School District","Stafford Middle School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"1355611","1350011","Stamford School District","Cloonan School","ELA","N","474","469","98.9","469","105","22.4","124","26.4","*","*","*","*","*","*"
"1355611","1350011","Stamford School District","Cloonan School","ELA","Y","42","42","100.0","42","35","83.3","*","*","*","*","0","0.0","*","*"
"1355611","1350011","Stamford School District","Cloonan School","Math","N","474","468","98.7","468","173","37.0","*","*","*","*","86","18.4","*","*"
"1355611","1350011","Stamford School District","Cloonan School","Math","Y","42","41","97.6","41","35","85.4","*","*","*","*","0","0.0","*","*"
"1352011","1350011","Stamford School District","Davenport Ridge School","ELA","N","236","233","98.7","233","47","20.2","*","*","65","27.9","*","*","*","*"
"1352011","1350011","Stamford School District","Davenport Ridge School","ELA","Y","49","49","100.0","49","37","75.5","*","*","6","12.2","*","*","*","*"
"1352011","1350011","Stamford School District","Davenport Ridge School","Math","N","236","233","98.7","233","49","21.0","76","32.6","*","*","*","*","*","*"
"1352011","1350011","Stamford School District","Davenport Ridge School","Math","Y","49","49","100.0","49","27","55.1","18","36.7","*","*","*","*","*","*"
"1355311","1350011","Stamford School District","Dolan School","ELA","N","451","446","98.9","446","88","19.7","116","26.0","*","*","*","*","*","*"
"1355311","1350011","Stamford School District","Dolan School","ELA","Y","45","45","100.0","45","31","68.9","*","*","*","*","0","0.0","*","*"
"1355311","1350011","Stamford School District","Dolan School","Math","N","451","445","98.7","445","127","28.5","*","*","*","*","73","16.4","*","*"
"1355311","1350011","Stamford School District","Dolan School","Math","Y","45","45","100.0","45","37","82.2","*","*","*","*","0","0.0","*","*"
"1352211","1350011","Stamford School District","Hart School","ELA","N","252","251","99.6","251","*","*","48","19.1","68","27.1","*","*","*","*"
"1352211","1350011","Stamford School District","Hart School","ELA","Y","42","42","100.0","42","24","57.1","10","23.8","*","*","*","*","8","19.0"
"1352211","1350011","Stamford School District","Hart School","Math","N","252","251","99.6","251","40","15.9","70","27.9","*","*","*","*","141","56.2"
"1352211","1350011","Stamford School District","Hart School","Math","Y","42","42","100.0","42","24","57.1","11","26.2","*","*","*","*","7","16.7"
"1351211","1350011","Stamford School District","Julia A. Stark School","ELA","N","266","263","98.9","263","64","24.3","69","26.2","79","30.0","51","19.4","130","49.4"
"1351211","1350011","Stamford School District","Julia A. Stark School","ELA","Y","45","45","100.0","45","25","55.6","13","28.9","7","15.6","0","0.0","7","15.6"
"1351211","1350011","Stamford School District","Julia A. Stark School","Math","N","266","262","98.5","262","76","29.0","87","33.2","*","*","*","*","*","*"
"1351211","1350011","Stamford School District","Julia A. Stark School","Math","Y","45","45","100.0","45","30","66.7","*","*","*","*","0","0.0","*","*"
"1350511","1350011","Stamford School District","K. T. Murphy School","ELA","N","186","186","100.0","186","*","*","42","22.6","62","33.3","*","*","*","*"
"1350511","1350011","Stamford School District","K. T. Murphy School","ELA","Y","32","32","100.0","32","13","40.6","10","31.3","*","*","*","*","9","28.1"
"1350511","1350011","Stamford School District","K. T. Murphy School","Math","N","186","186","100.0","186","33","17.7","52","28.0","*","*","*","*","101","54.3"
"1350511","1350011","Stamford School District","K. T. Murphy School","Math","Y","32","32","100.0","32","13","40.6","10","31.3","*","*","*","*","9","28.1"
"1350611","1350011","Stamford School District","Newfield School","ELA","N","255","252","98.8","252","63","25.0","61","24.2","57","22.6","71","28.2","128","50.8"
"1350611","1350011","Stamford School District","Newfield School","ELA","Y","56","56","100.0","56","32","57.1","12","21.4","12","21.4","0","0.0","12","21.4"
"1350611","1350011","Stamford School District","Newfield School","Math","N","255","251","98.4","251","73","29.1","67","26.7","*","*","*","*","*","*"
"1350611","1350011","Stamford School District","Newfield School","Math","Y","56","56","100.0","56","33","58.9","*","*","*","*","0","0.0","*","*"
"1351811","1350011","Stamford School District","Northeast School","ELA","N","264","259","98.1","259","50","19.3","60","23.2","69","26.6","*","*","*","*"
"1351811","1350011","Stamford School District","Northeast School","ELA","Y","88","88","100.0","88","66","75.0","14","15.9","*","*","*","*","8","9.1"
"1351811","1350011","Stamford School District","Northeast School","Math","N","264","257","97.3","257","57","22.2","67","26.1","*","*","69","26.8","*","*"
"1351811","1350011","Stamford School District","Northeast School","Math","Y","88","87","98.9","87","60","69.0","*","*","*","*","0","0.0","*","*"
"1355811","1350011","Stamford School District","Rippowam Middle School","ELA","N","690","678","98.3","678","165","24.3","188","27.7","*","*","*","*","*","*"
"1355811","1350011","Stamford School District","Rippowam Middle School","ELA","Y","109","108","99.1","108","83","76.9","*","*","*","*","0","0.0","*","*"
"1355811","1350011","Stamford School District","Rippowam Middle School","Math","N","690","681","98.7","681","219","32.2","219","32.2","*","*","*","*","*","*"
"1355811","1350011","Stamford School District","Rippowam Middle School","Math","Y","109","108","99.1","108","95","88.0","*","*","*","*","0","0.0","*","*"
"1350811","1350011","Stamford School District","Rogers International School","ELA","N","475","475","100.0","475","58","12.2","99","20.8","*","*","*","*","*","*"
"1350811","1350011","Stamford School District","Rogers International School","ELA","Y","49","48","98.0","48","30","62.5","13","27.1","*","*","*","*","*","*"
"1350811","1350011","Stamford School District","Rogers International School","Math","N","475","475","100.0","475","79","16.6","122","25.7","*","*","*","*","*","*"
"1350811","1350011","Stamford School District","Rogers International School","Math","Y","49","49","100.0","49","36","73.5","10","20.4","*","*","*","*","*","*"
"1350911","1350011","Stamford School District","Roxbury School","ELA","N","255","252","98.8","252","*","*","59","23.4","79","31.3","*","*","*","*"
"1350911","1350011","Stamford School District","Roxbury School","ELA","Y","43","42","97.7","42","26","61.9","9","21.4","*","*","*","*","7","16.7"
"1350911","1350011","Stamford School District","Roxbury School","Math","N","255","252","98.8","252","61","24.2","88","34.9","*","*","*","*","*","*"
"1350911","1350011","Stamford School District","Roxbury School","Math","Y","43","42","97.7","42","25","59.5","12","28.6","*","*","*","*","*","*"
"1355711","1350011","Stamford School District","Scofield Middle School","ELA","N","671","666","99.3","666","*","*","149","22.4","*","*","166","24.9","*","*"
"1355711","1350011","Stamford School District","Scofield Middle School","ELA","Y","34","34","100.0","34","23","67.6","*","*","*","*","0","0.0","*","*"
"1355711","1350011","Stamford School District","Scofield Middle School","Math","N","671","667","99.4","667","*","*","208","31.2","*","*","174","26.1","*","*"
"1355711","1350011","Stamford School District","Scofield Middle School","Math","Y","34","34","100.0","34","22","64.7","*","*","*","*","0","0.0","*","*"
"1351111","1350011","Stamford School District","Springdale School","ELA","N","275","274","99.6","274","*","*","72","26.3","*","*","69","25.2","*","*"
"1351111","1350011","Stamford School District","Springdale School","ELA","Y","52","52","100.0","52","39","75.0","*","*","*","*","0","0.0","*","*"
"1351111","1350011","Stamford School District","Springdale School","Math","N","275","274","99.6","274","70","25.5","84","30.7","*","*","*","*","*","*"
"1351111","1350011","Stamford School District","Springdale School","Math","Y","52","52","100.0","52","34","65.4","*","*","*","*","0","0.0","*","*"
"1352111","1350011","Stamford School District","Stillmeadow School","ELA","N","292","292","100.0","292","77","26.4","70","24.0","78","26.7","67","22.9","145","49.7"
"1352111","1350011","Stamford School District","Stillmeadow School","ELA","Y","42","42","100.0","42","22","52.4","12","28.6","8","19.0","0","0.0","8","19.0"
"1352111","1350011","Stamford School District","Stillmeadow School","Math","N","292","292","100.0","292","73","25.0","72","24.7","*","*","*","*","*","*"
"1352111","1350011","Stamford School District","Stillmeadow School","Math","Y","42","42","100.0","42","26","61.9","13","31.0","*","*","*","*","*","*"
"1351911","1350011","Stamford School District","Toquam Magnet School","ELA","N","271","268","98.9","268","66","24.6","66","24.6","76","28.4","60","22.4","136","50.7"
"1351911","1350011","Stamford School District","Toquam Magnet School","ELA","Y","46","46","100.0","46","29","63.0","10","21.7","7","15.2","0","0.0","7","15.2"
"1351911","1350011","Stamford School District","Toquam Magnet School","Math","N","271","268","98.9","268","60","22.4","84","31.3","*","*","*","*","*","*"
"1351911","1350011","Stamford School District","Toquam Magnet School","Math","Y","46","46","100.0","46","22","47.8","19","41.3","*","*","*","*","*","*"
"1355511","1350011","Stamford School District","Turn of River School","ELA","N","474","472","99.6","472","105","22.2","126","26.7","*","*","*","*","*","*"
"1355511","1350011","Stamford School District","Turn of River School","ELA","Y","138","137","99.3","137","120","87.6","*","*","*","*","0","0.0","*","*"
"1355511","1350011","Stamford School District","Turn of River School","Math","N","474","471","99.4","471","134","28.5","129","27.4","*","*","*","*","*","*"
"1355511","1350011","Stamford School District","Turn of River School","Math","Y","139","137","98.6","137","119","86.9","14","10.2","*","*","*","*","*","*"
"1351411","1350011","Stamford School District","Westover School","ELA","N","291","289","99.3","289","42","14.5","52","18.0","*","*","*","*","195","67.5"
"1351411","1350011","Stamford School District","Westover School","ELA","Y","37","36","97.3","36","20","55.6","8","22.2","*","*","*","*","8","22.2"
"1351411","1350011","Stamford School District","Westover School","Math","N","291","289","99.3","289","67","23.2","62","21.5","*","*","*","*","*","*"
"1351411","1350011","Stamford School District","Westover School","Math","Y","37","36","97.3","36","21","58.3","10","27.8","*","*","*","*","*","*"
"1360311","1360011","Sterling School District","Sterling Community School","ELA","N","283","278","98.2","278","51","18.3","72","25.9","97","34.9","58","20.9","155","55.8"
"1360311","1360011","Sterling School District","Sterling Community School","Math","N","283","278","98.2","278","95","34.2","107","38.5","52","18.7","24","8.6","76","27.3"
"1370511","1370011","Stonington School District","Deans Mill School","ELA","N","175","171","97.7","171","15","8.8","16","9.4","45","26.3","95","55.6","140","81.9"
