"school_code","district_code","district","school","special_education_status","2011_12","2012_13","2013_14","2014_15","2015_16"
"0690111","0690011","Killingly School District","Killingly Central School","Non-Special Education","7.1","15.4","6.4","*","9.7"
"0690111","0690011","Killingly School District","Killingly Central School","Special Education","9.8","9.5","13.4","*","13.3"
"0696111","0690011","Killingly School District","Killingly High School","Non-Special Education","24.2","21.6","18.1","16.4","17.7"
"0696111","0690011","Killingly School District","Killingly High School","Special Education","27.9","30.2","26.7","18.4","21.6"
"0695211","0690011","Killingly School District","Killingly Intermediate School","Non-Special Education","10.3","11.2","10.3","7.3","9.6"
"0695211","0690011","Killingly School District","Killingly Intermediate School","Special Education","28.7","16.7","11.2","17.7","13.0"
"0690311","0690011","Killingly School District","Killingly Memorial School","Non-Special Education","*","10.2","6.7","*","*"
"0690311","0690011","Killingly School District","Killingly Memorial School","Special Education","*","20.0","19.2","*","*"
"2456014","2450014","Learn","Connecticut River Academy","Non-Special Education","21.8","35.6","28.3","35.2","9.1"
"2456014","2450014","Learn","Connecticut River Academy","Special Education","31.0","48.4","33.3","44.1","20.3"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","Non-Special Education","*","*","*","*","*"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","Special Education","*","*","*","*","*"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","Non-Special Education","","","*","*","*"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","Special Education","","","*","*","*"
"2451214","2450014","Learn","LEARN ABA Program at Center School","Special Education","","","","*",""
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","Special Education","","","","*",""
"2450614","2450014","Learn","LEARN High School ABA at MS","Special Education","","","","*",""
"2450914","2450014","Learn","LEARN Kelly Middle School Intensive Program","Special Education","","","","*",""
"2450714","2450014","Learn","LEARN Ledyard RICHES Program","Special Education","","","","*",""
"2450814","2450014","Learn","LEARN SAILS Middle School Program","Special Education","","","","*",""
"2451014","2450014","Learn","LEARN SAILS Program at Salem","Special Education","","","","*",""
"2450414","2450014","Learn","LEARN STS 18-21 Year Old Program","Special Education","","","","*",""
"2451214","2450014","Learn","Learn ABA Program at Center School","Special Education","","","","","*"
"2451114","2450014","Learn","Learn Haynes Elementary Intensive Program","Special Education","","","","","*"
"2450614","2450014","Learn","Learn High School ABA at MS","Special Education","","","","","*"
"2450914","2450014","Learn","Learn Kelly Middle School Intensive Program","Special Education","","","","","*"
"2450714","2450014","Learn","Learn Ledyard RICHES Program","Special Education","","","","","*"
"2450514","2450014","Learn","Learn Pathways Program","Special Education","","","","*","*"
"2450814","2450014","Learn","Learn SAILS Middle School Program","Special Education","","","","","*"
"2451014","2450014","Learn","Learn SAILS Program at Salem","Special Education","","","","","*"
"2450414","2450014","Learn","Learn STS 18-21 Year Old Program","Special Education","","","","","*"
"2459014","2450014","Learn","Learn Special Education","Special Education","20.7","19.4","22.2","",""
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-Special Education","*","*","*","*","10.4"
"2456114","2450014","Learn","Marine Science Magnet High School of Southeastern Connecticut","Special Education","*","*","*","*","18.2"
"2450114","2450014","Learn","Regional Multicultural Magnet School","Non-Special Education","*","40.0","*","*","4.5"
"2450114","2450014","Learn","Regional Multicultural Magnet School","Special Education","*","45.2","*","*","9.5"
"2450214","2450014","Learn","The Friendship School","Non-Special Education","20.0","*","*","*","*"
"2450214","2450014","Learn","The Friendship School","Special Education","30.0","*","*","*","*"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","Non-Special Education","","*","*","*","*"
"2456214","2450014","Learn","Three Rivers Middle College Magnet School","Special Education","","*","*","*","*"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","Non-Special Education","*","5.5","0.0","0.0","*"
"0710111","0710011","Lebanon School District","Lebanon Elementary School","Special Education","*","11.3","0.0","0.0","*"
"0715111","0710011","Lebanon School District","Lebanon Middle School","Non-Special Education","3.7","3.4","0.0","*","*"
"0715111","0710011","Lebanon School District","Lebanon Middle School","Special Education","14.5","14.3","0.0","0.0","*"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","Non-Special Education","19.3","26.3","19.8","17.8","9.9"
"0716211","0710011","Lebanon School District","Lyman Memorial High School","Special Education","14.6","22.0","17.5","34.0","17.9"
"0720211","0720011","Ledyard School District","Gales Ferry School","Non-Special Education","0.0","13.5","*","0.0","*"
"0720211","0720011","Ledyard School District","Gales Ferry School","Special Education","0.0","20.7","*","0.0","*"
"0720411","0720011","Ledyard School District","Gallup Hill School","Non-Special Education","*","*","*","0.0","7.4"
"0720411","0720011","Ledyard School District","Gallup Hill School","Special Education","*","*","*","0.0","11.3"
"0720311","0720011","Ledyard School District","Juliet W. Long School","Non-Special Education","*","*","*","0.0","*"
"0720311","0720011","Ledyard School District","Juliet W. Long School","Special Education","0.0","*","*","0.0","*"
"0720111","0720011","Ledyard School District","Ledyard Center School","Non-Special Education","*","*","*","0.0","2.5"
"0720111","0720011","Ledyard School District","Ledyard Center School","Special Education","*","*","*","0.0","15.6"
"0726111","0720011","Ledyard School District","Ledyard High School","Non-Special Education","14.7","6.0","6.8","6.1","11.9"
"0726111","0720011","Ledyard School District","Ledyard High School","Special Education","20.7","14.7","6.2","9.0","14.7"
"0725111","0720011","Ledyard School District","Ledyard Middle School","Non-Special Education","*","5.1","6.1","*","*"
"0725111","0720011","Ledyard School District","Ledyard Middle School","Special Education","*","10.9","12.0","*","*"
"0736011","0730011","Lisbon School District","Community Connection - The Big Picture High School","Non-Special Education","*","*","","",""
"0736011","0730011","Lisbon School District","Community Connection - The Big Picture High School","Special Education","*","*","","",""
"0730111","0730011","Lisbon School District","Lisbon Central School","Non-Special Education","*","5.4","*","5.2","*"
"0730111","0730011","Lisbon School District","Lisbon Central School","Special Education","*","12.2","*","14.3","*"
"0740211","0740011","Litchfield School District","Center School","Non-Special Education","3.4","5.1","4.4","*","14.0"
"0740211","0740011","Litchfield School District","Center School","Special Education","*","18.9","*","*","*"
"0746111","0740011","Litchfield School District","Litchfield High School","Non-Special Education","7.5","8.6","8.8","6.9","10.0"
"0746111","0740011","Litchfield School District","Litchfield High School","Special Education","22.5","14.6","22.9","22.7","26.9"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","Non-Special Education","*","*","*","*","*"
"0740311","0740011","Litchfield School District","Litchfield Intermediate School","Special Education","*","*","*","*","*"
"0746011","0740011","Litchfield School District","Litchfield Middle School","Non-Special Education","","","","","*"
"0746011","0740011","Litchfield School District","Litchfield Middle School","Special Education","","","","","0.0"
"0766111","0760011","Madison School District","Daniel Hand High School","Non-Special Education","5.0","1.7","*","1.5","*"
"0766111","0760011","Madison School District","Daniel Hand High School","Special Education","9.5","5.3","*","5.2","*"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","Non-Special Education","*","3.9","*","*","*"
"0760611","0760011","Madison School District","Dr. Robert H. Brown Middle School","Special Education","*","11.1","*","*","*"
"0760211","0760011","Madison School District","Island Avenue Elementary School","Non-Special Education","*","5.0","*","0.0","0.0"
"0760211","0760011","Madison School District","Island Avenue Elementary School","Special Education","0.0","0.0","*","0.0","0.0"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","Non-Special Education","*","*","*","*","*"
"0760111","0760011","Madison School District","J. Milton Jeffrey Elementary School","Special Education","*","*","0.0","*","*"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","Non-Special Education","*","3.7","*","*","*"
"0760311","0760011","Madison School District","Kathleen H. Ryerson Elementary School","Special Education","*","0.0","*","*","*"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","Non-Special Education","*","*","*","5.3","2.9"
"0765211","0760011","Madison School District","Walter C. Polson Upper Middle School","Special Education","*","*","*","9.8","8.2"
