"school_code","district_code","district","school","2010_11","2011_12","2012_13","2013_14","2014_15","2015_16"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","404","399","394","374","352","354"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","366","357","361","362","348","344"
"1526111","1520011","Waterford School District","Waterford High School","959","895","844","807","827","818"
"1521211","1520011","Waterford School District","Waterford High School Tutor Center","0","0","0","0","0","*"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","349","324","307","286","294","289"
"1530211","1530011","Watertown School District","John Trumbull Primary School","697","701","682","677","648","637"
"1530411","1530011","Watertown School District","Polk School","368","345","337","338","348","360"
"1535111","1530011","Watertown School District","Swift Middle School","760","771","770","734","680","665"
"1536111","1530011","Watertown School District","Watertown High School","1001","956","928","882","861","860"
"1551711","1550011","West Hartford School District","Smith School","363","337","364","368","361","359"
"1559111","1550011","West Hartford School District","Achieve","*","6","9","8","9","10"
"1557311","1550011","West Hartford School District","REACH","0","0","0","0","31","36"
"1551611","1550011","West Hartford School District","Aiken School","444","471","460","468","430","417"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","0","0","0","0","*","6"
"1550211","1550011","West Hartford School District","Braeburn School","432","417","384","364","369","364"
"1555311","1550011","West Hartford School District","Bristow Middle School","423","423","420","418","421","422"
"1550411","1550011","West Hartford School District","Bugbee School","419","455","459","467","455","430"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","314","299","308","315","316","322"
"1556111","1550011","West Hartford School District","Conard High School","1552","1451","1542","1502","1493","1540"
"1550611","1550011","West Hartford School District","Duffy School","559","524","503","532","505","487"
"1556211","1550011","West Hartford School District","Hall High School","1572","1531","1475","1476","1437","1463"
"1555111","1550011","West Hartford School District","King Philip Middle School","879","884","912","906","931","939"
"1550911","1550011","West Hartford School District","Morley School","377","356","334","330","335","301"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","0","0","0","0","*","8"
"1551011","1550011","West Hartford School District","Norfeldt School","413","425","406","371","357","347"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","0","26","25","28","33","29"
"1555211","1550011","West Hartford School District","Sedgwick Middle School","924","942","893","839","848","861"
"1559011","1550011","West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","12","12","9","8","10","12"
"1551211","1550011","West Hartford School District","Webster Hill School","470","472","489","455","445","430"
"1559511","1550011","West Hartford School District","Whiting Lane Learning Center","0","0","0","0","7","8"
"1551311","1550011","West Hartford School District","Whiting Lane School","551","553","538","520","482","437"
"1559611","1550011","West Hartford School District","Wolcott Learning Center","0","0","0","0","8","8"
"1551511","1550011","West Hartford School District","Wolcott School","513","513","500","496","454","467"
"1561211","1560011","West Haven School District","Washington School","459","461","440","482","480","469"
"1560111","1560011","West Haven School District","Life Skills","0","0","0","6","*","6"
"1561111","1560011","West Haven School District","ASD Lab","0","0","0","0","0","10"
"1560811","1560011","West Haven School District","Alma E. Pagels School","400","359","370","365","343","340"
"1560711","1560011","West Haven School District","Blended","0","0","0","0","0","17"
"1560511","1560011","West Haven School District","Blended (Molloy)","0","0","0","0","0","17"
"1565311","1560011","West Haven School District","Carrigan 5/6 Intermediate School","949","922","889","862","860","901"
"1560611","1560011","West Haven School District","Edith E. Mackrille School","399","396","357","356","326","300"
"1560311","1560011","West Haven School District","Forest School","464","476","453","466","478","461"
"1565111","1560011","West Haven School District","Harry M. Bailey Middle School","991","948","907","866","872","842"
"1560211","1560011","West Haven School District","PACE","0","0","0","0","35","36"
"1561411","1560011","West Haven School District","Savin Rock Community School","517","510","533","499","478","481"
"1560411","1560011","West Haven School District","Seth G. Haley School","471","472","480","484","451","419"
"1566111","1560011","West Haven School District","West Haven High School","1545","1515","1590","1565","1527","1456"
"1540211","1540011","Westbrook School District","Daisy Ingraham School","336","336","310","293","271","261"
"1546111","1540011","Westbrook School District","Westbrook High School","301","296","286","277","294","287"
"1545111","1540011","Westbrook School District","Westbrook Middle School","309","290","276","262","236","227"
"1570111","1570011","Weston School District","Hurlbutt Elementary School","542","525","461","467","469","446"
"1576111","1570011","Weston School District","Weston High School","780","755","777","775","781","840"
"1570211","1570011","Weston School District","Weston Intermediate School","594","570","545","551","548","531"
"1575111","1570011","Weston School District","Weston Middle School","607","628","636","617","603","582"
"1585111","1580011","Westport School District","Bedford Middle School","833","851","868","858","853","835"
"1580111","1580011","Westport School District","CES Segregated","0","0","0","0","0","7"
"1580311","1580011","Westport School District","Coleytown Elementary School","477","480","447","451","410","404"
"1585311","1580011","Westport School District","Coleytown Middle School","491","501","512","533","548","528"
"1580411","1580011","Westport School District","Green's Farms School","465","453","452","446","455","411"
"1580211","1580011","Westport School District","Green's Farms Segregated","0","0","0","0","0","*"
"1580511","1580011","Westport School District","King's Highway Elementary School","486","468","486","498","498","485"
"1580611","1580011","Westport School District","King's Highway Segregated","0","0","0","0","0","6"
"1580711","1580011","Westport School District","Long Lots School","606","598","583","578","560","560"
"1580811","1580011","Westport School District","Saugatuck Elementary School","530","522","524","523","518","516"
"1586111","1580011","Westport School District","Staples High School","1832","1824","1879","1834","1854","1885"
"1588011","1580011","Westport School District","Stepping Stones Preschool","55","39","46","41","54","50"
"1590811","1590011","Wethersfield School District","Alfred W. Hanmer School","395","406","366","359","353","353"
"1591011","1590011","Wethersfield School District","Charles Wright School","324","292","316","307","312","326"
"1590211","1590011","Wethersfield School District","Emerson-Williams School","449","426","441","439","419","424"
"1591111","1590011","Wethersfield School District","Highcrest School","419","426","422","428","428","426"
"1591211","1590011","Wethersfield School District","Samuel B. Webb Elementary School","410","394","391","382","374","362"
"1595211","1590011","Wethersfield School District","Silas Deane Middle School","619","619","582","599","554","544"
"1596111","1590011","Wethersfield School District","Wethersfield High School","1180","1121","1157","1187","1178","1185"
"1600111","1600011","Willington School District","Center School","211","207","193","193","229","248"
"1605111","1600011","Willington School District","Hall Memorial School","300","285","286","264","200","186"
"1615211","1610011","Wilton School District","Middlebrook School","1033","1058","1053","1057","1047","1018"
"1610711","1610011","Wilton School District","Cider Mill School","1022","1039","996","1018","978","971"
"1610511","1610011","Wilton School District","Miller-Driscoll School","988","929","937","885","863","813"
"1616111","1610011","Wilton School District","Wilton High School","1276","1291","1309","1318","1352","1336"
"1610111","1610011","Wilton School District","Wilton-Westport Evening School","0","0","0","0","8","*"
"1629211","1620011","Winchester School District","Batcheller - Bridges 1","*","*","0","0","0","0"
"1620411","1620011","Winchester School District","Batcheller Early Education Center","118","197","208","220","186","149"
"1620211","1620011","Winchester School District","Mary P. Hinsdale School","403","273","255","232","241","237"
"1625111","1620011","Winchester School District","Pearson Middle School","422","214","205","165","149","171"
"1620111","1620011","Winchester School District","WISE Academy","0","0","6","9","12","0"
"1630411","1630011","Windham School District","Charles H. Barrows STEM Academy","0","0","0","300","428","551"
"1638011","1630011","Windham School District","Early Headstart-Commerce Dr.","32","31","22","22","24","23"
"1630111","1630011","Windham School District","Natchaug School","253","235","366","344","340","318"
"1630811","1630011","Windham School District","North Windham ASD Program","0","0","0","0","0","*"
"1630311","1630011","Windham School District","North Windham School","423","425","511","466","451","472"
"1638411","1630011","Windham School District","Partial Day Program","10","6","0","0","0","0"
"1630911","1630011","Windham School District","Sweeney Medically Fragile Program","0","0","0","0","0","*"
"1630611","1630011","Windham School District","W. B. Sweeney School","341","343","350","293","280","264"
"1630511","1630011","Windham School District","Windham Center School","310","289","332","303","282","275"
"1638311","1630011","Windham School District","Windham Early Childhood Prospect Street","209","198","217","229","249","186"
"1631011","1630011","Windham School District","Windham Early Childhood Tuckie Road","0","0","0","0","0","47"
"1636111","1630011","Windham School District","Windham High School","811","729","673","624","527","561"
"1635111","1630011","Windham School District","Windham Middle School","986","986","718","665","579","563"
"1650111","1650011","Windsor Locks School District","North Street School","449","414","460","409","437","428"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","0","0","0","0","29","31"
"1650211","1650011","Windsor Locks School District","RISE Transition Academy","0","0","0","0","*","8"
"1650411","1650011","Windsor Locks School District","South Elementary School","378","381","362","379","375","381"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","544","558","552","523","457","434"
"1655111","1650011","Windsor Locks School District","Windsor Locks Middle School","414","394","372","355","355","348"
"1640111","1640011","Windsor School District","Clover Street School","279","227","299","258","253","288"
"1640211","1640011","Windsor School District","Community Based Transition Academy","0","0","0","0","0","11"
"1640411","1640011","Windsor School District","Expulsion","0","0","0","0","0","*"
"1640811","1640011","Windsor School District","John F. Kennedy School","324","288","441","426","417","406"
"1640911","1640011","Windsor School District","Oliver Ellsworth School","375","399","444","451","431","405"
"1640611","1640011","Windsor School District","Plato Credit Recovery","0","0","0","0","0","*"
"1640511","1640011","Windsor School District","Poquonock Elementary School","287","313","254","249","251","286"
"1641011","1640011","Windsor School District","Roger Wolcott Early Child Center","244","253","0","0","0","0"
"1645311","1640011","Windsor School District","Sage Park Middle School","814","787","751","725","671","673"
"1640311","1640011","Windsor School District","Spark","0","0","0","0","0","12"
"1646111","1640011","Windsor School District","Windsor High School","1301","1228","1199","1140","1116","1096"
"1660311","1660011","Wolcott School District","ABC Classroom","0","0","0","0","*","*"
"1660611","1660011","Wolcott School District","Alcott School","341","346","323","280","287","285"
"1660211","1660011","Wolcott School District","Frisbie School","387","379","352","342","321","312"
"1660411","1660011","Wolcott School District","Phoenix Program","0","0","0","0","*","*"
"1665111","1660011","Wolcott School District","Tyrrell Middle School","683","667","640","656","638","604"
"1660511","1660011","Wolcott School District","Wakelee School","430","396","392","359","329","329"
"1666111","1660011","Wolcott School District","Wolcott High School","900","861","865","846","773","800"
"1670211","1670011","Woodbridge School District","Beecher Road Intermediate School","412","428","0","0","0","0"
"1670111","1670011","Woodbridge School District","Beecher Road Primary School","311","309","0","0","0","0"
"1670311","1670011","Woodbridge School District","Beecher Road School","0","0","744","768","796","771"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","1096","1098","1055","1033","1012","1022"
"1690211","1690011","Woodstock School District","Woodstock Elementary School","518","501","499","473","459","424"
"1695111","1690011","Woodstock School District","Woodstock Middle School","407","389","394","426","410","432"
"","","_","Total","564499","558377","554804","549877","546347","541815"

