district,district_code,school,school_code,subject,gender,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year
Berlin School District,0070011,Richard D. Hubbard School,0070111,ELA,F,64,64,100.0,64,10,15.6,10,15.6,23,35.9,21,32.8,44,68.8,2014-15
Berlin School District,0070011,Richard D. Hubbard School,0070111,ELA,M,66,66,100.0,66,12,18.2,17,25.8,23,34.8,14,21.2,37,56.1,2014-15
Berlin School District,0070011,Richard D. Hubbard School,0070111,Math,F,64,64,100.0,64,14,21.9,28,43.8,14,21.9,8,12.5,22,34.4,2014-15
Berlin School District,0070011,Richard D. Hubbard School,0070111,Math,M,66,66,100.0,66,11,16.7,26,39.4,17,25.8,12,18.2,29,43.9,2014-15
Bethany School District,0080011,Bethany Community School,0080111,ELA,F,106,103,97.2,103,7,6.8,13,12.6,37,35.9,46,44.7,83,80.6,2014-15
Bethany School District,0080011,Bethany Community School,0080111,ELA,M,134,131,97.8,130,22,16.9,33,25.4,36,27.7,39,30.0,75,57.7,2014-15
Bethany School District,0080011,Bethany Community School,0080111,Math,F,106,103,97.2,103,10,9.7,23,22.3,40,38.8,30,29.1,70,68.0,2014-15
Bethany School District,0080011,Bethany Community School,0080111,Math,M,134,131,97.8,131,21,16.0,41,31.3,36,27.5,33,25.2,69,52.7,2014-15
Bethel School District,0090011,Anna H. Rockwell School,0090411,ELA,F,53,53,100.0,53,7,13.2,9,17.0,22,41.5,15,28.3,37,69.8,2014-15
Bethel School District,0090011,Anna H. Rockwell School,0090411,ELA,M,48,48,100.0,48,6,12.5,19,39.6,10,20.8,13,27.1,23,47.9,2014-15
Bethel School District,0090011,Anna H. Rockwell School,0090411,Math,F,53,53,100.0,53,*,*,20,37.7,15,28.3,*,*,*,*,2014-15
Bethel School District,0090011,Anna H. Rockwell School,0090411,Math,M,48,48,100.0,48,*,*,24,50.0,10,20.8,*,*,*,*,2014-15
