district,district_code,school,school_code,subject,special_education,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year
Bridgeport School District,0150011,Barnum School,0150111,Math,Y,72,71,98.6,71,68,95.8,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Bassick High School,0156111,ELA,N,202,188,93.1,188,96,51.1,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Bassick High School,0156111,ELA,Y,37,34,91.9,34,29,85.3,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Bassick High School,0156111,Math,N,202,186,92.1,186,166,89.2,18,9.7,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Bassick High School,0156111,Math,Y,38,35,92.1,35,35,100.0,0,0.0,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Beardsley School,0150211,ELA,N,147,147,100.0,147,69,46.9,*,*,*,*,11,7.5,*,*,2014-15
Bridgeport School District,0150011,Beardsley School,0150211,ELA,Y,23,22,95.7,22,19,86.4,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Beardsley School,0150211,Math,N,146,146,100.0,146,100,68.5,*,*,10,6.8,*,*,*,*,2014-15
Bridgeport School District,0150011,Beardsley School,0150211,Math,Y,22,21,95.5,21,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,"Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus",0150611,ELA,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,"Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus",0150611,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,"Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus",0150611,Math,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,"Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus",0150611,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Black Rock School,0150311,ELA,N,198,196,99.0,196,49,25.0,64,32.7,61,31.1,22,11.2,83,42.3,2014-15
Bridgeport School District,0150011,Black Rock School,0150311,ELA,Y,33,33,100.0,33,26,78.8,7,21.2,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Black Rock School,0150311,Math,N,198,198,100.0,198,98,49.5,*,*,30,15.2,*,*,*,*,2014-15
Bridgeport School District,0150011,Black Rock School,0150311,Math,Y,33,33,100.0,33,31,93.9,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Blackham School,0154011,ELA,N,657,629,95.7,629,302,48.0,197,31.3,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Blackham School,0154011,ELA,Y,75,73,97.3,73,61,83.6,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Blackham School,0154011,Math,N,655,651,99.4,651,473,72.7,144,22.1,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Blackham School,0154011,Math,Y,75,73,97.3,73,65,89.0,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Bridgeport Learning Center,0159011,ELA,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Bridgeport Learning Center,0159011,ELA,Y,*,*,*,*,*,*,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Bridgeport Learning Center,0159011,Math,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Bridgeport Learning Center,0159011,Math,Y,*,*,*,*,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Bryant School,0150411,ELA,N,175,171,97.7,171,100,58.5,*,*,11,6.4,*,*,*,*,2014-15
Bridgeport School District,0150011,Bryant School,0150411,ELA,Y,20,20,100.0,20,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Bryant School,0150411,Math,N,175,173,98.9,173,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Bryant School,0150411,Math,Y,20,19,95.0,19,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Central High School,0156211,ELA,N,375,323,86.1,316,79,25.0,*,*,*,*,27,8.5,*,*,2014-15
Bridgeport School District,0150011,Central High School,0156211,ELA,Y,50,36,72.0,36,31,86.1,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Central High School,0156211,Math,N,375,325,86.7,325,223,68.6,71,21.8,*,*,*,*,31,9.5,2014-15
Bridgeport School District,0150011,Central High School,0156211,Math,Y,49,37,75.5,36,36,100.0,0,0.0,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Cesar Batalla School,0151411,ELA,N,712,636,89.3,634,405,63.9,*,*,65,10.3,*,*,*,*,2014-15
Bridgeport School District,0150011,Cesar Batalla School,0151411,ELA,Y,90,87,96.7,87,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Cesar Batalla School,0151411,Math,N,712,710,99.7,710,573,80.7,114,16.1,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Cesar Batalla School,0151411,Math,Y,90,87,96.7,87,*,*,0,0.0,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Classical Studies Academy,0152111,ELA,N,214,213,99.5,213,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Classical Studies Academy,0152111,ELA,Y,16,16,*,16,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Classical Studies Academy,0152111,Math,N,214,213,99.5,213,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Classical Studies Academy,0152111,Math,Y,16,16,*,16,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Columbus School,0150511,ELA,N,382,377,98.7,377,235,62.3,*,*,41,10.9,*,*,*,*,2014-15
Bridgeport School District,0150011,Columbus School,0150511,ELA,Y,39,39,100.0,39,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Columbus School,0150511,Math,N,382,382,100.0,382,312,81.7,*,*,11,2.9,*,*,*,*,2014-15
Bridgeport School District,0150011,Columbus School,0150511,Math,Y,39,39,100.0,39,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Cross School,0153911,ELA,N,185,185,100.0,185,89,48.1,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Cross School,0153911,ELA,Y,47,47,100.0,47,43,91.5,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Cross School,0153911,Math,N,185,185,100.0,185,134,72.4,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Cross School,0153911,Math,Y,47,47,100.0,46,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Curiale School,0154211,ELA,N,445,442,99.3,441,243,55.1,*,*,*,*,9,2.0,*,*,2014-15
Bridgeport School District,0150011,Curiale School,0154211,ELA,Y,68,67,98.5,67,62,92.5,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Curiale School,0154211,Math,N,446,442,99.1,442,303,68.6,*,*,26,5.9,*,*,*,*,2014-15
Bridgeport School District,0150011,Curiale School,0154211,Math,Y,68,67,98.5,67,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Dunbar School,0154111,ELA,N,183,183,100.0,183,99,54.1,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Dunbar School,0154111,ELA,Y,27,27,100.0,27,22,81.5,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Dunbar School,0154111,Math,N,183,183,100.0,183,128,69.9,44,24.0,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Dunbar School,0154111,Math,Y,27,27,100.0,27,*,*,0,0.0,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Edison School,0150711,ELA,N,108,108,100.0,107,40,37.4,*,*,25,23.4,*,*,*,*,2014-15
Bridgeport School District,0150011,Edison School,0150711,ELA,Y,28,28,100.0,26,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Edison School,0150711,Math,N,108,108,100.0,108,68,63.0,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Edison School,0150711,Math,Y,28,28,100.0,26,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Geraldine Johnson School,0153211,ELA,N,416,404,97.1,404,173,42.8,138,34.2,78,19.3,15,3.7,93,23.0,2014-15
Bridgeport School District,0150011,Geraldine Johnson School,0153211,ELA,Y,67,67,100.0,67,54,80.6,13,19.4,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Geraldine Johnson School,0153211,Math,N,416,413,99.3,413,269,65.1,*,*,28,6.8,*,*,*,*,2014-15
Bridgeport School District,0150011,Geraldine Johnson School,0153211,Math,Y,67,67,100.0,67,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Hall School,0151111,ELA,N,120,119,99.2,119,*,*,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Hall School,0151111,ELA,Y,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Hall School,0151111,Math,N,120,120,100.0,120,*,*,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Hall School,0151111,Math,Y,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Hallen School,0151211,ELA,N,133,132,99.2,131,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Hallen School,0151211,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Hallen School,0151211,Math,N,133,131,98.5,131,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Hallen School,0151211,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Harding High School,0156311,ELA,N,271,213,78.6,209,113,54.1,*,*,31,14.8,*,*,*,*,2014-15
Bridgeport School District,0150011,Harding High School,0156311,ELA,Y,34,21,61.8,21,17,81.0,*,*,0,0.0,*,*,*,*,2014-15
Bridgeport School District,0150011,Harding High School,0156311,Math,N,269,203,75.5,202,185,91.6,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Harding High School,0156311,Math,Y,34,20,58.8,20,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,High Horizons Magnet School,0154511,ELA,N,257,257,100.0,257,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,High Horizons Magnet School,0154511,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,High Horizons Magnet School,0154511,Math,N,257,257,100.0,257,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,High Horizons Magnet School,0154511,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Hooker School,0151311,ELA,N,219,211,96.3,211,68,32.2,*,*,48,22.7,*,*,*,*,2014-15
Bridgeport School District,0150011,Hooker School,0151311,ELA,Y,41,37,90.2,37,34,91.9,*,*,0,0.0,*,*,*,*,2014-15
Bridgeport School District,0150011,Hooker School,0151311,Math,N,220,213,96.8,213,132,62.0,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Hooker School,0151311,Math,Y,41,38,92.7,38,36,94.7,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus,0151511,ELA,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus,0151511,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus,0151511,Math,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus,0151511,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,ELA,N,265,258,97.4,258,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,ELA,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,Math,N,265,258,97.4,258,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,Math,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,ELA,N,341,340,99.7,340,160,47.1,108,31.8,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,ELA,Y,63,63,100.0,62,51,82.3,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,Math,N,341,340,99.7,340,206,60.6,95,27.9,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,Math,Y,63,63,100.0,62,55,88.7,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,ELA,N,525,463,88.2,461,365,79.2,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,ELA,Y,87,87,100.0,87,83,95.4,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,Math,N,527,526,99.8,526,478,90.9,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,Math,Y,88,88,100.0,88,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Madison School,0152011,ELA,N,252,252,100.0,252,89,35.3,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Madison School,0152011,ELA,Y,40,38,95.0,38,28,73.7,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Madison School,0152011,Math,N,252,252,100.0,252,124,49.2,84,33.3,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Madison School,0152011,Math,Y,40,38,95.0,38,29,76.3,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Multicultural Magnet School,0154611,ELA,N,283,273,96.5,273,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Multicultural Magnet School,0154611,ELA,Y,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Multicultural Magnet School,0154611,Math,N,283,273,96.5,273,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Multicultural Magnet School,0154611,Math,Y,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Park City Magnet School,0151711,ELA,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Park City Magnet School,0151711,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Park City Magnet School,0151711,Math,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Park City Magnet School,0151711,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Read School,0152511,ELA,N,464,458,98.7,458,220,48.0,*,*,82,17.9,*,*,*,*,2014-15
Bridgeport School District,0150011,Read School,0152511,ELA,Y,56,56,100.0,56,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Read School,0152511,Math,N,464,460,99.1,460,299,65.0,*,*,24,5.2,*,*,*,*,2014-15
Bridgeport School District,0150011,Read School,0152511,Math,Y,57,57,100.0,57,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Roosevelt School,0152611,ELA,N,264,257,97.3,255,174,68.2,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Roosevelt School,0152611,ELA,Y,41,41,100.0,41,39,95.1,*,*,*,*,0,0.0,*,*,2014-15
Bridgeport School District,0150011,Roosevelt School,0152611,Math,N,263,263,100.0,263,225,85.6,*,*,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Roosevelt School,0152611,Math,Y,41,41,100.0,41,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Waltersville School,0153011,ELA,N,237,234,98.7,233,100,42.9,86,36.9,*,*,*,*,47,20.2,2014-15
Bridgeport School District,0150011,Waltersville School,0153011,ELA,Y,41,41,100.0,41,32,78.0,9,22.0,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Waltersville School,0153011,Math,N,237,237,100.0,237,162,68.4,*,*,17,7.2,*,*,*,*,2014-15
Bridgeport School District,0150011,Waltersville School,0153011,Math,Y,41,41,100.0,41,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Bridgeport School District,0150011,Winthrop School,0153611,ELA,N,406,405,99.8,405,93,23.0,137,33.8,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Winthrop School,0153611,ELA,Y,35,35,100.0,35,19,54.3,12,34.3,*,*,*,*,*,*,2014-15
Bridgeport School District,0150011,Winthrop School,0153611,Math,N,407,407,100.0,407,151,37.1,163,40.0,77,18.9,16,3.9,93,22.9,2014-15
Bridgeport School District,0150011,Winthrop School,0153611,Math,Y,35,35,100.0,35,24,68.6,11,31.4,0,0.0,0,0.0,0,0.0,2014-15
Bristol School District,0170011,Alternative Special Education Program (ASEP),0179011,ELA,Y,17,16,*,16,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Alternative Special Education Program (ASEP),0179011,Math,Y,17,16,*,16,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Bristol Central High School,0176111,ELA,N,233,227,97.4,227,37,16.3,66,29.1,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Bristol Central High School,0176111,ELA,Y,46,45,97.8,45,29,64.4,11,24.4,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Bristol Central High School,0176111,Math,N,234,228,97.4,228,115,50.4,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Bristol Central High School,0176111,Math,Y,47,46,97.9,46,40,87.0,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Bristol Eastern High School,0176211,ELA,N,249,248,99.6,248,21,8.5,76,30.6,*,*,*,*,151,60.9,2014-15
Bristol School District,0170011,Bristol Eastern High School,0176211,ELA,Y,59,54,91.5,53,34,64.2,12,22.6,*,*,*,*,7,13.2,2014-15
Bristol School District,0170011,Bristol Eastern High School,0176211,Math,N,249,245,98.4,245,130,53.1,*,*,*,*,12,4.9,*,*,2014-15
Bristol School District,0170011,Bristol Eastern High School,0176211,Math,Y,60,55,91.7,55,51,92.7,*,*,*,*,0,0.0,*,*,2014-15
Bristol School District,0170011,Bristol Preparatory Academy,0173311,ELA,N,10,9,*,9,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Bristol Preparatory Academy,0173311,Math,N,10,9,*,9,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,CHMS GOAL,0173411,ELA,Y,7,6,*,6,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,CHMS GOAL,0173411,Math,Y,7,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Chippens Hill Middle School,0175111,ELA,N,617,611,99.0,610,*,*,173,28.4,249,40.8,*,*,*,*,2014-15
Bristol School District,0170011,Chippens Hill Middle School,0175111,ELA,Y,128,126,98.4,126,72,57.1,38,30.2,*,*,*,*,16,12.7,2014-15
Bristol School District,0170011,Chippens Hill Middle School,0175111,Math,N,616,614,99.7,613,162,26.4,206,33.6,159,25.9,86,14.0,245,40.0,2014-15
Bristol School District,0170011,Chippens Hill Middle School,0175111,Math,Y,128,127,99.2,127,106,83.5,14,11.0,7,5.5,0,0.0,7,5.5,2014-15
Bristol School District,0170011,Edgewood School,0170311,ELA,N,149,148,99.3,148,26,17.6,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Edgewood School,0170311,ELA,Y,24,24,100.0,24,16,66.7,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Edgewood School,0170311,Math,N,149,148,99.3,148,31,20.9,*,*,*,*,24,16.2,*,*,2014-15
Bristol School District,0170011,Edgewood School,0170311,Math,Y,24,24,100.0,24,19,79.2,*,*,*,*,0,0.0,*,*,2014-15
Bristol School District,0170011,Ellen P. Hubbell School,0171411,ELA,N,172,169,98.3,168,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Ellen P. Hubbell School,0171411,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Ellen P. Hubbell School,0171411,Math,N,172,172,100.0,172,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Ellen P. Hubbell School,0171411,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Greene-Hills GOAL,0170911,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Greene-Hills GOAL,0170911,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Greene-Hills School,0170511,ELA,N,496,492,99.2,492,70,14.2,138,28.0,*,*,*,*,284,57.7,2014-15
Bristol School District,0170011,Greene-Hills School,0170511,ELA,Y,87,86,98.9,86,57,66.3,23,26.7,*,*,*,*,6,7.0,2014-15
Bristol School District,0170011,Greene-Hills School,0170511,Math,N,496,496,100.0,496,141,28.4,177,35.7,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Greene-Hills School,0170511,Math,Y,87,86,98.9,86,68,79.1,13,15.1,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Ivy Drive GOAL,0172611,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Ivy Drive GOAL,0172611,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Ivy Drive School,0171911,ELA,N,174,172,98.9,172,*,*,39,22.7,*,*,71,41.3,*,*,2014-15
Bristol School District,0170011,Ivy Drive School,0171911,ELA,Y,26,25,96.2,25,14,56.0,*,*,*,*,0,0.0,*,*,2014-15
Bristol School District,0170011,Ivy Drive School,0171911,Math,N,174,174,100.0,174,*,*,45,25.9,*,*,46,26.4,*,*,2014-15
Bristol School District,0170011,Ivy Drive School,0171911,Math,Y,26,25,96.2,25,18,72.0,*,*,*,*,0,0.0,*,*,2014-15
Bristol School District,0170011,Mountain View School,0171711,ELA,N,147,146,99.3,146,*,*,43,29.5,*,*,35,24.0,*,*,2014-15
Bristol School District,0170011,Mountain View School,0171711,ELA,Y,30,30,100.0,30,20,66.7,*,*,*,*,0,0.0,*,*,2014-15
Bristol School District,0170011,Mountain View School,0171711,Math,N,147,147,100.0,147,*,*,61,41.5,*,*,22,15.0,*,*,2014-15
Bristol School District,0170011,Mountain View School,0171711,Math,Y,30,30,100.0,30,18,60.0,*,*,*,*,0,0.0,*,*,2014-15
Bristol School District,0170011,Northeast MS/GOAL,0172811,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Northeast MS/GOAL,0172811,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Bristol School District,0170011,Northeast Middle School,0175211,ELA,N,353,345,97.7,345,29,8.4,86,24.9,176,51.0,54,15.7,230,66.7,2014-15
Bristol School District,0170011,Northeast Middle School,0175211,ELA,Y,64,62,96.9,62,31,50.0,21,33.9,10,16.1,0,0.0,10,16.1,2014-15
