"subject","participation.rate","school_code","year"
"ELA: High Needs Students ","100","0340811","201516"
"Math: All Students ","100","0340811","201516"
"Math: High Needs Students ","100","0340811","201516"
"Science: All Students ","100","0340811","201516"
"Science: High Needs Students ","100","0340811","201516"
"ELA Performance index: All Students ","100","0341011","201415"
"EL Performance indexA: High Needs Students ","100","0341011","201415"
"Math Performance index: All Students ","100","0341011","201415"
"Math Performance index: High Needs Students ","100","0341011","201415"
"Science Performance index: All Students ","100","0341011","201415"
"Science Performance index: High Needs Students ","100","0341011","201415"
"ELA: All Students ","99.4","0341011","201516"
"ELA: High Needs Students ","99.4","0341011","201516"
"Math: All Students ","99.4","0341011","201516"
"Math: High Needs Students ","99.4","0341011","201516"
"Science: All Students ","98.3","0341011","201516"
"Science: High Needs Students ","98","0341011","201516"
"ELA Performance index: All Students ","99.2","0341111","201415"
"EL Performance indexA: High Needs Students ","100","0341111","201415"
"Math Performance index: All Students ","98.7","0341111","201415"
"Math Performance index: High Needs Students ","98.9","0341111","201415"
"Science Performance index: All Students ","100","0341111","201415"
"Science Performance index: High Needs Students ","100","0341111","201415"
"ELA: All Students ","99.4","0341111","201516"
"ELA: High Needs Students ","99","0341111","201516"
"Math: All Students ","99.4","0341111","201516"
"Math: High Needs Students ","99","0341111","201516"
"Science: All Students ","98.2","0341111","201516"
"Science: High Needs Students ","97.1","0341111","201516"
"ELA Performance index: All Students ","99.6","0341211","201415"
"EL Performance indexA: High Needs Students ","100","0341211","201415"
"Math Performance index: All Students ","99.6","0341211","201415"
"Math Performance index: High Needs Students ","100","0341211","201415"
"Science Performance index: All Students ","100","0341211","201415"
"Science Performance index: High Needs Students ","100","0341211","201415"
"ELA: All Students ","100","0341211","201516"
"ELA: High Needs Students ","100","0341211","201516"
"Math: All Students ","99.6","0341211","201516"
"Math: High Needs Students ","99.4","0341211","201516"
"Science: All Students ","98.9","0341211","201516"
"Science: High Needs Students ","98.4","0341211","201516"
"ELA Performance index: All Students ","99.0","0341311","201415"
"EL Performance indexA: High Needs Students ","98.3","0341311","201415"
"Math Performance index: All Students ","99.0","0341311","201415"
"Math Performance index: High Needs Students ","100.0","0341311","201415"
"Science Performance index: All Students ",".","0341311","201415"
"Science Performance index: High Needs Students ",".","0341311","201415"
"ELA: All Students ","99.0","0341311","201516"
"ELA: High Needs Students ","100.0","0341311","201516"
"Math: All Students ","99.0","0341311","201516"
"Math: High Needs Students ","100.0","0341311","201516"
"Science: All Students ",".","0341311","201516"
"Science: High Needs Students ",".","0341311","201516"
"ELA Performance index: All Students ","97.9","0341411","201415"
"EL Performance indexA: High Needs Students ","97.4","0341411","201415"
"Math Performance index: All Students ","98.5","0341411","201415"
"Math Performance index: High Needs Students ","98.7","0341411","201415"
"Science Performance index: All Students ","100","0341411","201415"
"Science Performance index: High Needs Students ","100","0341411","201415"
"ELA: All Students ","100","0341411","201516"
"ELA: High Needs Students ","100","0341411","201516"
"Math: All Students ","100","0341411","201516"
"Math: High Needs Students ","100","0341411","201516"
"Science: All Students ","100","0341411","201516"
"Science: High Needs Students ","100","0341411","201516"
"ELA Performance index: All Students ","98.9","0341511","201415"
"EL Performance indexA: High Needs Students ","98.4","0341511","201415"
"Math Performance index: All Students ","99.5","0341511","201415"
"Math Performance index: High Needs Students ","99.2","0341511","201415"
"Science Performance index: All Students ","100","0341511","201415"
"Science Performance index: High Needs Students ","100","0341511","201415"
"ELA: All Students ","98.4","0341511","201516"
"ELA: High Needs Students ","97.8","0341511","201516"
"Math: All Students ","98.4","0341511","201516"
"Math: High Needs Students ","97.8","0341511","201516"
"Science: All Students ","92.5","0341511","201516"
"Science: High Needs Students ","89.1","0341511","201516"
"ELA Performance index: All Students ","97.8","0341611","201415"
"EL Performance indexA: High Needs Students ","98.6","0341611","201415"
"Math Performance index: All Students ","98.7","0341611","201415"
"Math Performance index: High Needs Students ","98.7","0341611","201415"
"Science Performance index: All Students ","100","0341611","201415"
"Science Performance index: High Needs Students ","100","0341611","201415"
"ELA: All Students ","99.2","0341611","201516"
"ELA: High Needs Students ","99.4","0341611","201516"
"Math: All Students ","99.2","0341611","201516"
"Math: High Needs Students ","99.4","0341611","201516"
"Science: All Students ","100","0341611","201516"
"Science: High Needs Students ","100","0341611","201516"
"ELA Performance index: All Students ","99.2","0341711","201415"
"EL Performance indexA: High Needs Students ","100","0341711","201415"
"Math Performance index: All Students ","99.2","0341711","201415"
"Math Performance index: High Needs Students ","100","0341711","201415"
"Science Performance index: All Students ","100","0341711","201415"
"Science Performance index: High Needs Students ","100","0341711","201415"
"ELA: All Students ","98.9","0341711","201516"
"ELA: High Needs Students ","99.5","0341711","201516"
"Math: All Students ","98.6","0341711","201516"
"Math: High Needs Students ","99","0341711","201516"
"Science: All Students ","99","0341711","201516"
"Science: High Needs Students ","99","0341711","201516"
"ELA Performance index: All Students ","99.0","0341911","201415"
"EL Performance indexA: High Needs Students ","98.2","0341911","201415"
"Math Performance index: All Students ","98.6","0341911","201415"
"Math Performance index: High Needs Students ","98.2","0341911","201415"
"Science Performance index: All Students ","100.0","0341911","201415"
"Science Performance index: High Needs Students ",".","0341911","201415"
NA,"96.9","0341911","201516"
NA,"93.3","0341911","201516"
NA,"96.9","0341911","201516"
NA,"93.3","0341911","201516"
NA,"98.3","0341911","201516"
NA,".","0341911","201516"
"ELA Performance index: All Students ","88.1","0345111","201415"
"EL Performance indexA: High Needs Students ","90.7","0345111","201415"
"Math Performance index: All Students ","85","0345111","201415"
"Math Performance index: High Needs Students ","86.3","0345111","201415"
"Science Performance index: All Students ","99.7","0345111","201415"
"Science Performance index: High Needs Students ","100","0345111","201415"
"ELA: All Students ","98.7","0345111","201516"
"ELA: High Needs Students ","98.9","0345111","201516"
"Math: All Students ","98","0345111","201516"
"Math: High Needs Students ","97.8","0345111","201516"
"Science: All Students ","99.4","0345111","201516"
"Science: High Needs Students ","99.5","0345111","201516"
"ELA Performance index: All Students ","98.4","0345211","201415"
"EL Performance indexA: High Needs Students ","98.6","0345211","201415"
"Math Performance index: All Students ","96.7","0345211","201415"
"Math Performance index: High Needs Students ","96.9","0345211","201415"
"Science Performance index: All Students ","100","0345211","201415"
"Science Performance index: High Needs Students ","100","0345211","201415"
"ELA: All Students ","99.4","0345211","201516"
"ELA: High Needs Students ","99.6","0345211","201516"
"Math: All Students ","99","0345211","201516"
"Math: High Needs Students ","99.1","0345211","201516"
"Science: All Students ","99.2","0345211","201516"
"Science: High Needs Students ","99.2","0345211","201516"
"ELA: All Students ","14.5","0346111","201415"
"ELA: High Needs Students ","17.6","0346111","201415"
"Math: All Students ","16","0346111","201415"
"Math: High Needs Students ","20.6","0346111","201415"
"Science: All Students ","97.2","0346111","201415"
"Science: High Needs Students ","95.8","0346111","201415"
"ELA: All Students ","95.6","0346111","201516"
"ELA: High Needs Students ","94.3","0346111","201516"
"Math: All Students ","95.6","0346111","201516"
"Math: High Needs Students ","94.3","0346111","201516"
"Science: All Students ","98","0346111","201516"
"Science: High Needs Students ","97.8","0346111","201516"
"ELA: All Students ",".","0346211","201415"
"ELA: High Needs Students ",".","0346211","201415"
"Math: All Students ",".","0346211","201415"
"Math: High Needs Students ",".","0346211","201415"
"Science: All Students ","96.3","0346211","201415"
"Science: High Needs Students ","95.8","0346211","201415"
"ELA: All Students ","100","0346211","201516"
"ELA: High Needs Students ","100","0346211","201516"
"Math: All Students ","100","0346211","201516"
"Math: High Needs Students ","100","0346211","201516"
"Science: All Students ","100","0346211","201516"
"Science: High Needs Students ","100","0346211","201516"
"ELA Performance index: All Students ","99.3","0350211","201415"
"EL Performance indexA: High Needs Students ","98.2","0350211","201415"
"Math Performance index: All Students ","99.3","0350211","201415"
"Math Performance index: High Needs Students ","98.2","0350211","201415"
"Science Performance index: All Students ","100","0350211","201415"
"Science Performance index: High Needs Students ","100","0350211","201415"
"ELA: All Students ","98.2","0350211","201516"
"ELA: High Needs Students ","93.8","0350211","201516"
"Math: All Students ","98.2","0350211","201516"
"Math: High Needs Students ","93.8","0350211","201516"
"Science: All Students ","98.9","0350211","201516"
"Science: High Needs Students ","95","0350211","201516"
"ELA Performance index: All Students ","99.5","0350511","201415"
"EL Performance indexA: High Needs Students ","97.2","0350511","201415"
"Math Performance index: All Students ","99.5","0350511","201415"
"Math Performance index: High Needs Students ","97.2","0350511","201415"
"Science Performance index: All Students ","100.0","0350511","201415"
