"phys","phys4","phys6","phys8","phys10","school_code","year"
"Mile Run/PACER ","86.3","N/A ","N/A ","N/A","0511611","201415"
"All Tests - School ","75","N/A ","N/A ","N/A","0511611","201415"
"All Tests - District ","66.4","72.7 ","69.4 ","57.2","0511611","201415"
"Sit & Reach ","87.8","N/A ","N/A ","N/A","0511611","201516"
"Curl Up ","79.3","N/A ","N/A ","N/A","0511611","201516"
"Push Up ","86.6","N/A ","N/A ","N/A","0511611","201516"
"Mile Run/PACER ","87.8","N/A ","N/A ","N/A","0511611","201516"
"All Tests - School ","59.8","N/A ","N/A ","N/A","0511611","201516"
"All Tests - District ","66","70.0 ","69.1 ","60.1","0511611","201516"
"Sit & Reach ","89.3",". ",". ",".","0511711","201314"
"Curl Up ","96.4",". ",". ",".","0511711","201314"
"Push Up ","91.1",". ",". ",".","0511711","201314"
"Mile Run/PACER ","85.7",". ",". ",".","0511711","201314"
"All Tests - School ","73.2",". ",". ",".","0511711","201314"
"All Tests - District ","73.3","72.8 ","69.1 ","57.3","0511711","201314"
"Sit & Reach ","82.7","N/A ","N/A ","N/A","0511711","201415"
"Curl Up ","96.2","N/A ","N/A ","N/A","0511711","201415"
"Push Up ","86.5","N/A ","N/A ","N/A","0511711","201415"
"Mile Run/PACER ","94.2","N/A ","N/A ","N/A","0511711","201415"
"All Tests - School ","73.1","N/A ","N/A ","N/A","0511711","201415"
"All Tests - District ","66.4","72.7 ","69.4 ","57.2","0511711","201415"
"Sit & Reach ","87.8","N/A ","N/A ","N/A","0511711","201516"
"Curl Up ","93.2","N/A ","N/A ","N/A","0511711","201516"
"Push Up ","77","N/A ","N/A ","N/A","0511711","201516"
"Mile Run/PACER ","91.9","N/A ","N/A ","N/A","0511711","201516"
"All Tests - School ","70.3","N/A ","N/A ","N/A","0511711","201516"
"All Tests - District ","66","70.0 ","69.1 ","60.1","0511711","201516"
"Sit & Reach ","98.9",". ",". ",".","0511811","201314"
"Curl Up ","93.2",". ",". ",".","0511811","201314"
"Push Up ","96.6",". ",". ",".","0511811","201314"
"Mile Run/PACER ","93.2",". ",". ",".","0511811","201314"
"All Tests - School ","84.1",". ",". ",".","0511811","201314"
"All Tests - District ","73.3","72.8 ","69.1 ","57.3","0511811","201314"
"Sit & Reach ","97.8","N/A ","N/A ","N/A","0511811","201415"
"Curl Up ","96.6","N/A ","N/A ","N/A","0511811","201415"
"Push Up ","91","N/A ","N/A ","N/A","0511811","201415"
"Mile Run/PACER ","95.5","N/A ","N/A ","N/A","0511811","201415"
"All Tests - School ","84.3","N/A ","N/A ","N/A","0511811","201415"
"All Tests - District ","66.4","72.7 ","69.4 ","57.2","0511811","201415"
"Sit & Reach ","97.8","N/A ","N/A ","N/A","0511811","201516"
"Curl Up ","95.6","N/A ","N/A ","N/A","0511811","201516"
"Push Up ","87.8","N/A ","N/A ","N/A","0511811","201516"
"Mile Run/PACER ","83.3","N/A ","N/A ","N/A","0511811","201516"
"All Tests - School ","73.3","N/A ","N/A ","N/A","0511811","201516"
"All Tests - District ","66","70.0 ","69.1 ","60.1","0511811","201516"
"Sit & Reach ",". ","94.4","88.4",".","0515111","201314"
"Curl Up ",". ","95.8","96",".","0515111","201314"
"Push Up ",". ","91.2","87.5",".","0515111","201314"
"Mile Run/PACER ",". ","91.2","78.6",".","0515111","201314"
"All Tests - School ",". ","81","70.1",".","0515111","201314"
"All Tests - District ","73.3 ","72.8","69.1","57.3","0515111","201314"
"Sit & Reach ","N/A ","91.9","86.6","N/A","0515111","201415"
"Curl Up ","N/A ","98.4","96.1","N/A","0515111","201415"
"Push Up ","N/A ","89.1","84","N/A","0515111","201415"
"Mile Run/PACER ","N/A ","89.9","84.8","N/A","0515111","201415"
"All Tests - School ","N/A ","79","67.1","N/A","0515111","201415"
"All Tests - District ","66.4 ","72.7","69.4","57.2","0515111","201415"
"Sit & Reach ","N/A ","94.9","90.8","N/A","0515111","201516"
"Curl Up ","N/A ","95.4","96.3","N/A","0515111","201516"
"Push Up ","N/A ","85.1","83.9","N/A","0515111","201516"
"Mile Run/PACER ","N/A ","83.1","92.2","N/A","0515111","201516"
"All Tests - School ","N/A ","80","74.2","N/A","0515111","201516"
"All Tests - District ","66.0 ","70","69.1","60.1","0515111","201516"
"Sit & Reach ",". ","85.5","79.7",".","0515211","201314"
"Curl Up ",". ","91.5","93.1",".","0515211","201314"
"Push Up ",". ","85.5","89.5",".","0515211","201314"
"Mile Run/PACER ",". ","92.9","90.2",".","0515211","201314"
"All Tests - School ",". ","73.5","70.8",".","0515211","201314"
"All Tests - District ","73.3 ","72.8","69.1","57.3","0515211","201314"
"Sit & Reach ","N/A ","85.4","85.7","N/A","0515211","201415"
"Curl Up ","N/A ","92","93.7","N/A","0515211","201415"
"Push Up ","N/A ","86.7","89.8","N/A","0515211","201415"
"Mile Run/PACER ","N/A ","85.4","90.5","N/A","0515211","201415"
"All Tests - School ","N/A ","77.1","80.3","N/A","0515211","201415"
"All Tests - District ","66.4 ","72.7","69.4","57.2","0515211","201415"
"Sit & Reach ","N/A ","76.6","76.4","N/A","0515211","201516"
"Curl Up ","N/A ","94.5","93.9","N/A","0515211","201516"
"Push Up ","N/A ","83.6","90","N/A","0515211","201516"
"Mile Run/PACER ","N/A ","94.2","97.1","N/A","0515211","201516"
"All Tests - School ","N/A ","68.6","68.2","N/A","0515211","201516"
"All Tests - District ","66.0 ","70","69.1","60.1","0515211","201516"
"Sit & Reach ",". ","85.7","80.5",".","0515311","201314"
"Curl Up ",". ","88.8","85.3",".","0515311","201314"
"Push Up ",". ","80.3","80.5",".","0515311","201314"
"Mile Run/PACER ",". ","93.8","92.8",".","0515311","201314"
"All Tests - School ",". ","65.3","66.6",".","0515311","201314"
"All Tests - District ","73.3 ","72.8","69.1","57.3","0515311","201314"
"Sit & Reach ","N/A ","91.1","84.8","N/A","0515311","201415"
"Curl Up ","N/A ","84.6","91.4","N/A","0515311","201415"
"Push Up ","N/A ","77.6","74","N/A","0515311","201415"
"Mile Run/PACER ","N/A ","92.3","94.1","N/A","0515311","201415"
"All Tests - School ","N/A ","61","58.7","N/A","0515311","201415"
"All Tests - District ","66.4 ","72.7","69.4","57.2","0515311","201415"
"Sit & Reach ","N/A ","86.5","88.9","N/A","0515311","201516"
"Curl Up ","N/A ","83.1","87","N/A","0515311","201516"
"Push Up ","N/A ","82.3","80.6","N/A","0515311","201516"
"Mile Run/PACER ","N/A ","90.8","93.7","N/A","0515311","201516"
"All Tests - School ","N/A ","63.8","65.6","N/A","0515311","201516"
"All Tests - District ","66.0 ","70","69.1","60.1","0515311","201516"
"Sit & Reach ",". ",". ",". ","83.2","0516011","201314"
"Curl Up ",". ",". ",". ","79.5","0516011","201314"
"Push Up ",". ",". ",". ","75.6","0516011","201314"
"Mile Run/PACER ",". ",". ",". ","87.5","0516011","201314"
"All Tests - School ",". ",". ",". ","57.8","0516011","201314"
"All Tests - District ","73.3 ","72.8 ","69.1 ","57.3","0516011","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","83.7","0516011","201415"
"Curl Up ","N/A ","N/A ","N/A ","84.7","0516011","201415"
"Push Up ","N/A ","N/A ","N/A ","65.1","0516011","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","84.7","0516011","201415"
"All Tests - School ","N/A ","N/A ","N/A ","49.8","0516011","201415"
"All Tests - District ","66.4 ","72.7 ","69.4 ","57.2","0516011","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","81.1","0516011","201516"
"Curl Up ","N/A ","N/A ","N/A ","83.8","0516011","201516"
"Push Up ","N/A ","N/A ","N/A ","75.5","0516011","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","83.2","0516011","201516"
"All Tests - School ","N/A ","N/A ","N/A ","60.2","0516011","201516"
"All Tests - District ","66.0 ","70.0 ","69.1 ","60.1","0516011","201516"
"Sit & Reach ",". ",". ",". ","75.6","0516211","201314"
"Curl Up ",". ",". ",". ","89","0516211","201314"
"Push Up ",". ",". ",". ","76.2","0516211","201314"
"Mile Run/PACER ",". ",". ",". ","81.8","0516211","201314"
"All Tests - School ",". ",". ",". ","56.8","0516211","201314"
"All Tests - District ","73.3 ","72.8 ","69.1 ","57.3","0516211","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","84.6","0516211","201415"
"Curl Up ","N/A ","N/A ","N/A ","88.5","0516211","201415"
"Push Up ","N/A ","N/A ","N/A ","84.9","0516211","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","85.8","0516211","201415"
"All Tests - School ","N/A ","N/A ","N/A ","64","0516211","201415"
"All Tests - District ","66.4 ","72.7 ","69.4 ","57.2","0516211","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","82.5","0516211","201516"
"Curl Up ","N/A ","N/A ","N/A ","88","0516211","201516"
"Push Up ","N/A ","N/A ","N/A ","82.5","0516211","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","81","0516211","201516"
"All Tests - School ","N/A ","N/A ","N/A ","59.9","0516211","201516"
"All Tests - District ","66.0 ","70.0 ","69.1 ","60.1","0516211","201516"
"Sit & Reach ","75.3",". ",". ",".","0520111","201314"
"Curl Up ","61.6",". ",". ",".","0520111","201314"
"Push Up ","67.1",". ",". ",".","0520111","201314"
"Mile Run/PACER ","87.7",". ",". ",".","0520111","201314"
"All Tests - School ","39.7",". ",". ",".","0520111","201314"
"All Tests - District ","63.8","41.7 ","73.3 ","65.5","0520111","201314"
"Sit & Reach ","77.4","N/A ","N/A ","N/A","0520111","201415"
"Curl Up ","74.2","N/A ","N/A ","N/A","0520111","201415"
"Push Up ","62.9","N/A ","N/A ","N/A","0520111","201415"
"Mile Run/PACER ","75.8","N/A ","N/A ","N/A","0520111","201415"
"All Tests - School ","37.1","N/A ","N/A ","N/A","0520111","201415"
"All Tests - District ","51.3","48.9 ","76.0 ","57.8","0520111","201415"
"Sit & Reach ","68.5","N/A ","N/A ","N/A","0520111","201516"
"Curl Up ","82.2","N/A ","N/A ","N/A","0520111","201516"
"Push Up ","68.5","N/A ","N/A ","N/A","0520111","201516"
"Mile Run/PACER ","76.7","N/A ","N/A ","N/A","0520111","201516"
"All Tests - School ","47.9","N/A ","N/A ","N/A","0520111","201516"
"All Tests - District ","58.7","48.4 ","77.8 ","61.9","0520111","201516"
"Sit & Reach ","96",". ",". ",".","0520211","201314"
"Curl Up ","98.7",". ",". ",".","0520211","201314"
"Push Up ","80",". ",". ",".","0520211","201314"
"Mile Run/PACER ","88",". ",". ",".","0520211","201314"
"All Tests - School ","73.3",". ",". ",".","0520211","201314"
"All Tests - District ","63.8","41.7 ","73.3 ","65.5","0520211","201314"
"Sit & Reach ","91.4","N/A ","N/A ","N/A","0520211","201415"
"Curl Up ","100","N/A ","N/A ","N/A","0520211","201415"
"Push Up ","61.4","N/A ","N/A ","N/A","0520211","201415"
"Mile Run/PACER ","78.6","N/A ","N/A ","N/A","0520211","201415"
"All Tests - School ","52.9","N/A ","N/A ","N/A","0520211","201415"
"All Tests - District ","51.3","48.9 ","76.0 ","57.8","0520211","201415"
"Sit & Reach ","76.6","N/A ","N/A ","N/A","0520211","201516"
"Curl Up ","96.1","N/A ","N/A ","N/A","0520211","201516"
"Push Up ","85.7","N/A ","N/A ","N/A","0520211","201516"
"Mile Run/PACER ","94.8","N/A ","N/A ","N/A","0520211","201516"
"All Tests - School ","68.8","N/A ","N/A ","N/A","0520211","201516"
"All Tests - District ","58.7","48.4 ","77.8 ","61.9","0520211","201516"
"Sit & Reach ","93.9",". ",". ",".","0520311","201314"
"Curl Up ","92.4",". ",". ",".","0520311","201314"
"Push Up ","77.3",". ",". ",".","0520311","201314"
"Mile Run/PACER ","77.3",". ",". ",".","0520311","201314"
"All Tests - School ","57.6",". ",". ",".","0520311","201314"
"All Tests - District ","63.8","41.7 ","73.3 ","65.5","0520311","201314"
"Sit & Reach ","94.6","N/A ","N/A ","N/A","0520311","201415"
"Curl Up ","83.8","N/A ","N/A ","N/A","0520311","201415"
"Push Up ","79.7","N/A ","N/A ","N/A","0520311","201415"
"Mile Run/PACER ","67.6","N/A ","N/A ","N/A","0520311","201415"
"All Tests - School ","58.1","N/A ","N/A ","N/A","0520311","201415"
"All Tests - District ","51.3","48.9 ","76.0 ","57.8","0520311","201415"
"Sit & Reach ","94.1","N/A ","N/A ","N/A","0520311","201516"
"Curl Up ","79.4","N/A ","N/A ","N/A","0520311","201516"
"Push Up ","60.3","N/A ","N/A ","N/A","0520311","201516"
"Mile Run/PACER ","72.1","N/A ","N/A ","N/A","0520311","201516"
"All Tests - School ","44.1","N/A ","N/A ","N/A","0520311","201516"
"All Tests - District ","58.7","48.4 ","77.8 ","61.9","0520311","201516"
"Sit & Reach ","97.7",". ",". ",".","0520411","201314"
"Curl Up ","90.8",". ",". ",".","0520411","201314"
"Push Up ","81.6",". ",". ",".","0520411","201314"
"Mile Run/PACER ","94.3",". ",". ",".","0520411","201314"
"All Tests - School ","80.5",". ",". ",".","0520411","201314"
"All Tests - District ","63.8","41.7 ","73.3 ","65.5","0520411","201314"
"Sit & Reach ","86.7","N/A ","N/A ","N/A","0520411","201415"
"Curl Up ","89.8","N/A ","N/A ","N/A","0520411","201415"
"Push Up ","57.1","N/A ","N/A ","N/A","0520411","201415"
"Mile Run/PACER ","86.7","N/A ","N/A ","N/A","0520411","201415"
"All Tests - School ","54.1","N/A ","N/A ","N/A","0520411","201415"
"All Tests - District ","51.3","48.9 ","76.0 ","57.8","0520411","201415"
"Sit & Reach ","90.9","N/A ","N/A ","N/A","0520411","201516"
"Curl Up ","91.9","N/A ","N/A ","N/A","0520411","201516"
"Push Up ","84.8","N/A ","N/A ","N/A","0520411","201516"
"Mile Run/PACER ","87.9","N/A ","N/A ","N/A","0520411","201516"
"All Tests - School ","68.7","N/A ","N/A ","N/A","0520411","201516"
"All Tests - District ","58.7","48.4 ","77.8 ","61.9","0520411","201516"
"Sit & Reach ",". ","72.5",". ",".","0520511","201314"
"Curl Up ",". ","74.6",". ",".","0520511","201314"
"Push Up ",". ","69.6",". ",".","0520511","201314"
"Mile Run/PACER ",". ","77.5",". ",".","0520511","201314"
"All Tests - School ",". ","41.7",". ",".","0520511","201314"
"All Tests - District ","63.8 ","41.7","73.3 ","65.5","0520511","201314"
"Sit & Reach ","N/A ","74.5","N/A ","N/A","0520511","201415"
"Curl Up ","N/A ","76.9","N/A ","N/A","0520511","201415"
"Push Up ","N/A ","72.9","N/A ","N/A","0520511","201415"
"Mile Run/PACER ","N/A ","85","N/A ","N/A","0520511","201415"
"All Tests - School ","N/A ","48.9","N/A ","N/A","0520511","201415"
"All Tests - District ","51.3 ","48.9","76.0 ","57.8","0520511","201415"
"Sit & Reach ","N/A ","72.3","N/A ","N/A","0520511","201516"
"Curl Up ","N/A ","74.9","N/A ","N/A","0520511","201516"
"Push Up ","N/A ","73.5","N/A ","N/A","0520511","201516"
"Mile Run/PACER ","N/A ","79.4","N/A ","N/A","0520511","201516"
"All Tests - School ","N/A ","48.4","N/A ","N/A","0520511","201516"
"All Tests - District ","58.7 ","48.4","77.8 ","61.9","0520511","201516"
"Sit & Reach ",". ",". ","93.2",".","0525111","201314"
"Curl Up ",". ",". ","91.8",".","0525111","201314"
"Push Up ",". ",". ","87.2",".","0525111","201314"
"Mile Run/PACER ",". ",". ","85.8",".","0525111","201314"
"All Tests - School ",". ",". ","73.3",".","0525111","201314"
"All Tests - District ","63.8 ","41.7 ","73.3","65.5","0525111","201314"
"Sit & Reach ","N/A ","N/A ","93.9","N/A","0525111","201415"
"Curl Up ","N/A ","N/A ","94.7","N/A","0525111","201415"
"Push Up ","N/A ","N/A ","86.7","N/A","0525111","201415"
"Mile Run/PACER ","N/A ","N/A ","85.2","N/A","0525111","201415"
"All Tests - School ","N/A ","N/A ","76","N/A","0525111","201415"
"All Tests - District ","51.3 ","48.9 ","76","57.8","0525111","201415"
"Sit & Reach ","N/A ","N/A ","92.4","N/A","0525111","201516"
"Curl Up ","N/A ","N/A ","89.6","N/A","0525111","201516"
"Push Up ","N/A ","N/A ","85.1","N/A","0525111","201516"
"Mile Run/PACER ","N/A ","N/A ","88.2","N/A","0525111","201516"
"All Tests - School ","N/A ","N/A ","77.8","N/A","0525111","201516"
"All Tests - District ","58.7 ","48.4 ","77.8","61.9","0525111","201516"
"Sit & Reach ",". ",". ",". ","82.4","0526111","201314"
"Curl Up ",". ",". ",". ","93.2","0526111","201314"
"Push Up ",". ",". ",". ","86.5","0526111","201314"
"Mile Run/PACER ",". ",". ",". ","79.7","0526111","201314"
"All Tests - School ",". ",". ",". ","65.5","0526111","201314"
"All Tests - District ","63.8 ","41.7 ","73.3 ","65.5","0526111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","83.7","0526111","201415"
"Curl Up ","N/A ","N/A ","N/A ","85.8","0526111","201415"
"Push Up ","N/A ","N/A ","N/A ","85.1","0526111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","81","0526111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","57.8","0526111","201415"
"All Tests - District ","51.3 ","48.9 ","76.0 ","57.8","0526111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","89.9","0526111","201516"
"Curl Up ","N/A ","N/A ","N/A ","94.3","0526111","201516"
"Push Up ","N/A ","N/A ","N/A ","86.6","0526111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","78.5","0526111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","61.9","0526111","201516"
"All Tests - District ","58.7 ","48.4 ","77.8 ","61.9","0526111","201516"
"Sit & Reach ","* ","* ","70",NA,"0530111","201314"
"Curl Up ","* ","* ","85",NA,"0530111","201314"
"Push Up ","* ","* ","75",NA,"0530111","201314"
"Mile Run/PACER ","* ","* ","75",NA,"0530111","201314"
"All Tests - School ","* ","* ","65",NA,"0530111","201314"
"All Tests - District ","* ","* ","65",NA,"0530111","201314"
"Sit & Reach ",NA,NA,NA,"N/A","0530111","201415"
"Curl Up ",NA,NA,NA,"N/A","0530111","201415"
"Push Up ",NA,NA,NA,"N/A","0530111","201415"
"Mile Run/PACER ",NA,NA,NA,"N/A","0530111","201415"
"All Tests - School ",NA,NA,NA,"N/A","0530111","201415"
"All Tests - District ",NA,NA,NA,"N/A","0530111","201415"
"Sit & Reach ",NA,NA,NA,"N/A","0530111","201516"
"Curl Up ",NA,NA,NA,"N/A","0530111","201516"
"Push Up ",NA,NA,NA,"N/A","0530111","201516"
"Mile Run/PACER ",NA,NA,NA,"N/A","0530111","201516"
"All Tests - School ",NA,NA,NA,"N/A","0530111","201516"
"All Tests - District ",NA,NA,NA,"N/A","0530111","201516"
"Sit & Reach ","90.3",". ",". ",".","0540211","201314"
"Curl Up ","94.4",". ",". ",".","0540211","201314"
"Push Up ","79.2",". ",". ",".","0540211","201314"
"Mile Run/PACER ","79.2",". ",". ",".","0540211","201314"
"All Tests - School ","61.1",". ",". ",".","0540211","201314"
"All Tests - District ","51.9","51.5 ","60.6 ","70.0","0540211","201314"
"Sit & Reach ","75","N/A ","N/A ","N/A","0540211","201415"
"Curl Up ","90","N/A ","N/A ","N/A","0540211","201415"
"Push Up ","58.8","N/A ","N/A ","N/A","0540211","201415"
"Mile Run/PACER ","65","N/A ","N/A ","N/A","0540211","201415"
"All Tests - School ","40","N/A ","N/A ","N/A","0540211","201415"
"All Tests - District ","50.7","54.2 ","55.9 ","65.3","0540211","201415"
"Sit & Reach ","93.5","N/A ","N/A ","N/A","0540211","201516"
"Curl Up ","97.8","N/A ","N/A ","N/A","0540211","201516"
"Push Up ","83.7","N/A ","N/A ","N/A","0540211","201516"
"Mile Run/PACER ","79.3","N/A ","N/A ","N/A","0540211","201516"
"All Tests - School ","67.4","N/A ","N/A ","N/A","0540211","201516"
"All Tests - District ","46.9","49.9 ","47.7 ","58.7","0540211","201516"
"Sit & Reach ","91.5",". ",". ",".","0540311","201314"
"Curl Up ","85.1",". ",". ",".","0540311","201314"
"Push Up ","100",". ",". ",".","0540311","201314"
"Mile Run/PACER ","87.2",". ",". ",".","0540311","201314"
"All Tests - School ","80.9",". ",". ",".","0540311","201314"
"All Tests - District ","51.9","51.5 ","60.6 ","70.0","0540311","201314"
"Sit & Reach ","100","N/A ","N/A ","N/A","0540311","201415"
"Curl Up ","100","N/A ","N/A ","N/A","0540311","201415"
"Push Up ","87.2","N/A ","N/A ","N/A","0540311","201415"
"Mile Run/PACER ","84.6","N/A ","N/A ","N/A","0540311","201415"
"All Tests - School ","76.9","N/A ","N/A ","N/A","0540311","201415"
"All Tests - District ","50.7","54.2 ","55.9 ","65.3","0540311","201415"
"Sit & Reach ","71.4","N/A ","N/A ","N/A","0540311","201516"
"Curl Up ","83.7","N/A ","N/A ","N/A","0540311","201516"
"Push Up ","44.9","N/A ","N/A ","N/A","0540311","201516"
"Mile Run/PACER ","79.6","N/A ","N/A ","N/A","0540311","201516"
"All Tests - School ","32.7","N/A ","N/A ","N/A","0540311","201516"
"All Tests - District ","46.9","49.9 ","47.7 ","58.7","0540311","201516"
"Sit & Reach ","82.8",". ",". ",".","0540411","201314"
"Curl Up ","80.5",". ",". ",".","0540411","201314"
"Push Up ","73.6",". ",". ",".","0540411","201314"
"Mile Run/PACER ","97.7",". ",". ",".","0540411","201314"
"All Tests - School ","54",". ",". ",".","0540411","201314"
"All Tests - District ","51.9","51.5 ","60.6 ","70.0","0540411","201314"
"Sit & Reach ","86.5","N/A ","N/A ","N/A","0540411","201415"
"Curl Up ","86.5","N/A ","N/A ","N/A","0540411","201415"
"Push Up ","74.3","N/A ","N/A ","N/A","0540411","201415"
"Mile Run/PACER ","98.6","N/A ","N/A ","N/A","0540411","201415"
"All Tests - School ","58.1","N/A ","N/A ","N/A","0540411","201415"
"All Tests - District ","50.7","54.2 ","55.9 ","65.3","0540411","201415"
"Sit & Reach ","78.5","N/A ","N/A ","N/A","0540411","201516"
"Curl Up ","84.6","N/A ","N/A ","N/A","0540411","201516"
"Push Up ","73.8","N/A ","N/A ","N/A","0540411","201516"
"Mile Run/PACER ","87.7","N/A ","N/A ","N/A","0540411","201516"
"All Tests - School ","50.8","N/A ","N/A ","N/A","0540411","201516"
"All Tests - District ","46.9","49.9 ","47.7 ","58.7","0540411","201516"
"Sit & Reach ","58",". ",". ",".","0540611","201314"
"Curl Up ","89.9",". ",". ",".","0540611","201314"
"Push Up ","63.8",". ",". ",".","0540611","201314"
"Mile Run/PACER ","75.4",". ",". ",".","0540611","201314"
"All Tests - School ","39.1",". ",". ",".","0540611","201314"
"All Tests - District ","51.9","51.5 ","60.6 ","70.0","0540611","201314"
"Sit & Reach ","69.9","N/A ","N/A ","N/A","0540611","201415"
"Curl Up ","79.5","N/A ","N/A ","N/A","0540611","201415"
"Push Up ","58.9","N/A ","N/A ","N/A","0540611","201415"
"Mile Run/PACER ","76.7","N/A ","N/A ","N/A","0540611","201415"
"All Tests - School ","39.7","N/A ","N/A ","N/A","0540611","201415"
"All Tests - District ","50.7","54.2 ","55.9 ","65.3","0540611","201415"
"Sit & Reach ","62.9","N/A ","N/A ","N/A","0540611","201516"
"Curl Up ","88.7","N/A ","N/A ","N/A","0540611","201516"
"Push Up ","62.9","N/A ","N/A ","N/A","0540611","201516"
"Mile Run/PACER ","90.3","N/A ","N/A ","N/A","0540611","201516"
"All Tests - School ","41.9","N/A ","N/A ","N/A","0540611","201516"
"All Tests - District ","46.9","49.9 ","47.7 ","58.7","0540611","201516"
"Sit & Reach ","77.8",". ",". ",".","0540711","201314"
"Curl Up ","61.7",". ",". ",".","0540711","201314"
"Push Up ","45.7",". ",". ",".","0540711","201314"
"Mile Run/PACER ","56.8",". ",". ",".","0540711","201314"
"All Tests - School ","28.4",". ",". ",".","0540711","201314"
"All Tests - District ","51.9","51.5 ","60.6 ","70.0","0540711","201314"
"Sit & Reach ","80.6","N/A ","N/A ","N/A","0540711","201415"
"Curl Up ","79.1","N/A ","N/A ","N/A","0540711","201415"
"Push Up ","49.3","N/A ","N/A ","N/A","0540711","201415"
"Mile Run/PACER ","64.2","N/A ","N/A ","N/A","0540711","201415"
"All Tests - School ","34.3","N/A ","N/A ","N/A","0540711","201415"
"All Tests - District ","50.7","54.2 ","55.9 ","65.3","0540711","201415"
"Sit & Reach ","73.1","N/A ","N/A ","N/A","0540711","201516"
"Curl Up ","76.1","N/A ","N/A ","N/A","0540711","201516"
"Push Up ","52.2","N/A ","N/A ","N/A","0540711","201516"
"Mile Run/PACER ","62.7","N/A ","N/A ","N/A","0540711","201516"
"All Tests - School ","32.8","N/A ","N/A ","N/A","0540711","201516"
"All Tests - District ","46.9","49.9 ","47.7 ","58.7","0540711","201516"
"Sit & Reach ",". ","83.8",". ",".","0540811","201314"
"Curl Up ",". ","71.3",". ",".","0540811","201314"
"Push Up ",". ","74.7",". ",".","0540811","201314"
"Mile Run/PACER ",". ","89.5",". ",".","0540811","201314"
"All Tests - School ",". ","51.5",". ",".","0540811","201314"
"All Tests - District ","51.9 ","51.5","60.6 ","70.0","0540811","201314"
"Sit & Reach ","N/A ","84","N/A ","N/A","0540811","201415"
"Curl Up ","N/A ","87.7","N/A ","N/A","0540811","201415"
"Push Up ","N/A ","63.2","N/A ","N/A","0540811","201415"
"Mile Run/PACER ","N/A ","87","N/A ","N/A","0540811","201415"
"All Tests - School ","N/A ","54.2","N/A ","N/A","0540811","201415"
"All Tests - District ","50.7 ","54.2","55.9 ","65.3","0540811","201415"
"Sit & Reach ","N/A ","71.2","N/A ","N/A","0540811","201516"
"Curl Up ","N/A ","81","N/A ","N/A","0540811","201516"
"Push Up ","N/A ","68.2","N/A ","N/A","0540811","201516"
"Mile Run/PACER ","N/A ","80.4","N/A ","N/A","0540811","201516"
"All Tests - School ","N/A ","49.9","N/A ","N/A","0540811","201516"
"All Tests - District ","46.9 ","49.9","47.7 ","58.7","0540811","201516"
"Sit & Reach ","73.7",". ",". ",".","0540911","201314"
"Curl Up ","97.9",". ",". ",".","0540911","201314"
"Push Up ","90.5",". ",". ",".","0540911","201314"
"Mile Run/PACER ","87.4",". ",". ",".","0540911","201314"
"All Tests - School ","57.9",". ",". ",".","0540911","201314"
"All Tests - District ","51.9","51.5 ","60.6 ","70.0","0540911","201314"
"Sit & Reach ","73.7","N/A ","N/A ","N/A","0540911","201415"
"Curl Up ","98","N/A ","N/A ","N/A","0540911","201415"
"Push Up ","81.8","N/A ","N/A ","N/A","0540911","201415"
"Mile Run/PACER ","86.9","N/A ","N/A ","N/A","0540911","201415"
"All Tests - School ","62.6","N/A ","N/A ","N/A","0540911","201415"
"All Tests - District ","50.7","54.2 ","55.9 ","65.3","0540911","201415"
"Sit & Reach ","65.9","N/A ","N/A ","N/A","0540911","201516"
"Curl Up ","90.6","N/A ","N/A ","N/A","0540911","201516"
"Push Up ","74.1","N/A ","N/A ","N/A","0540911","201516"
"Mile Run/PACER ","88.2","N/A ","N/A ","N/A","0540911","201516"
"All Tests - School ","44.7","N/A ","N/A ","N/A","0540911","201516"
"All Tests - District ","46.9","49.9 ","47.7 ","58.7","0540911","201516"
"Sit & Reach ",". ",". ","76.3",".","0545211","201314"
"Curl Up ",". ",". ","93.1",".","0545211","201314"
"Push Up ",". ",". ","84.7",".","0545211","201314"
"Mile Run/PACER ",". ",". ","87.1",".","0545211","201314"
"All Tests - School ",". ",". ","60.6",".","0545211","201314"
"All Tests - District ","51.9 ","51.5 ","60.6","70.0","0545211","201314"
"Sit & Reach ","N/A ","N/A ","75","N/A","0545211","201415"
"Curl Up ","N/A ","N/A ","88.1","N/A","0545211","201415"
"Push Up ","N/A ","N/A ","80.1","N/A","0545211","201415"
"Mile Run/PACER ","N/A ","N/A ","84","N/A","0545211","201415"
"All Tests - School ","N/A ","N/A ","55.9","N/A","0545211","201415"
