"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","ELA",278,275,98.9,274,132,48.2,95,34.7,"*","*","*","*",47,17.2
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Math",278,278,100.0,278,201,72.3,59,21.2,"*","*","*","*",18,6.5
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","ELA",441,440,99.8,440,112,25.5,149,33.9,131,29.8,48,10.9,179,40.7
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Math",442,442,100.0,442,175,39.6,174,39.4,77,17.4,16,3.6,93,21.0
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","ELA",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Math",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","ELA",279,272,97.5,272,66,24.3,77,28.3,93,34.2,36,13.2,129,47.4
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Math",281,274,97.5,274,155,56.6,67,24.5,43,15.7,9,3.3,52,19.0
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","ELA",308,302,98.1,301,55,18.3,88,29.2,106,35.2,52,17.3,158,52.5
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Math",309,300,97.1,300,181,60.3,65,21.7,42,14.0,12,4.0,54,18.0
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","ELA",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Math",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","ELA",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","Math",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","ELA",745,737,98.9,736,154,20.9,211,28.7,263,35.7,108,14.7,371,50.4
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Math",744,741,99.6,740,268,36.2,220,29.7,166,22.4,86,11.6,252,34.1
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","ELA",173,172,99.4,172,42,24.4,35,20.3,50,29.1,45,26.2,95,55.2
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Math",173,172,99.4,172,50,29.1,55,32.0,43,25.0,24,14.0,67,39.0
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","ELA",191,188,98.4,187,31,16.6,52,27.8,62,33.2,42,22.5,104,55.6
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Math",191,191,100.0,191,49,25.7,75,39.3,51,26.7,16,8.4,67,35.1
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","ELA",583,578,99.1,578,127,22.0,161,27.9,198,34.3,92,15.9,290,50.2
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Math",583,582,99.8,582,209,35.9,190,32.6,126,21.6,57,9.8,183,31.4
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","ELA",200,197,98.5,197,31,15.7,48,24.4,47,23.9,71,36.0,118,59.9
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Math",200,199,99.5,199,39,19.6,51,25.6,63,31.7,46,23.1,109,54.8
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","ELA",177,176,99.4,176,35,19.9,50,28.4,56,31.8,35,19.9,91,51.7
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Math",177,177,100.0,177,38,21.5,70,39.5,47,26.6,22,12.4,69,39.0
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","ELA",417,407,97.6,407,60,14.7,107,26.3,186,45.7,54,13.3,240,59.0
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Math",417,409,98.1,409,111,27.1,151,36.9,91,22.2,56,13.7,147,35.9
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","ELA",238,237,99.6,237,64,27.0,38,16.0,70,29.5,65,27.4,135,57.0
"Bristol School District","=""0170011""","South Side School","=""0171111""","Math",238,237,99.6,237,72,30.4,72,30.4,66,27.8,27,11.4,93,39.2
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","ELA",209,208,99.5,208,42,20.2,54,26.0,67,32.2,45,21.6,112,53.8
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Math",209,209,100.0,209,53,25.4,72,34.4,60,28.7,24,11.5,84,40.2
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","ELA",602,592,98.3,592,137,23.1,167,28.2,220,37.2,68,11.5,288,48.6
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Math",603,598,99.2,598,194,32.4,228,38.1,131,21.9,45,7.5,176,29.4
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","ELA",216,186,86.1,181,67,37.0,40,22.1,47,26.0,27,14.9,74,40.9
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Math",216,202,93.5,201,68,33.8,52,25.9,57,28.4,24,11.9,81,40.3
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","ELA",404,396,98.0,396,31,7.8,69,17.4,125,31.6,171,43.2,296,74.7
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Math",404,395,97.8,395,31,7.8,85,21.5,165,41.8,114,28.9,279,70.6
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","ELA",888,855,96.3,852,64,7.5,153,18.0,368,43.2,267,31.3,635,74.5
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Math",888,858,96.6,857,131,15.3,262,30.6,236,27.5,228,26.6,464,54.1
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","ELA",176,174,98.9,174,18,10.3,33,19.0,50,28.7,73,42.0,123,70.7
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Math",176,175,99.4,175,29,16.6,60,34.3,54,30.9,32,18.3,86,49.1
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","ELA",365,361,98.9,361,36,10.0,86,23.8,154,42.7,85,23.5,239,66.2
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Math",365,361,98.9,361,117,32.4,145,40.2,66,18.3,33,9.1,99,27.4
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","ELA",53,52,98.1,52,"*","*",14,26.9,22,42.3,"*","*","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Math",53,53,100.0,53,9,17.0,18,34.0,20,37.7,6,11.3,26,49.1
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","ELA",87,86,98.9,86,16,18.6,23,26.7,20,23.3,27,31.4,47,54.7
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Math",87,86,98.9,86,15,17.4,30,34.9,31,36.0,10,11.6,41,47.7
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","ELA",225,223,99.1,223,36,16.1,71,31.8,93,41.7,23,10.3,116,52.0
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Math",225,223,99.1,223,72,32.3,74,33.2,51,22.9,26,11.7,77,34.5
"Canton School District","=""0230011""","Canton Academy","=""0230411""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton Academy","=""0230411""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","ELA",98,98,100.0,98,"*","*","*","*",38,38.8,45,45.9,83,84.7
"Canton School District","=""0230011""","Canton High School","=""0236111""","Math",98,98,100.0,98,19,19.4,29,29.6,22,22.4,28,28.6,50,51.0
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","ELA",412,411,99.8,411,44,10.7,66,16.1,150,36.5,151,36.7,301,73.2
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Math",411,409,99.5,409,62,15.2,139,34.0,109,26.7,99,24.2,208,50.9
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","ELA",273,271,99.3,271,25,9.2,50,18.5,112,41.3,84,31.0,196,72.3
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Math",273,268,98.2,268,40,14.9,73,27.2,81,30.2,74,27.6,155,57.8
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","ELA",117,116,99.1,116,"*","*","*","*",34,29.3,59,50.9,93,80.2
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Math",117,116,99.1,116,8,6.9,13,11.2,51,44.0,44,37.9,95,81.9
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","ELA",375,371,98.9,370,63,17.0,94,25.4,120,32.4,93,25.1,213,57.6
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Math",375,368,98.1,366,105,28.7,110,30.1,55,15.0,96,26.2,151,41.3
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","ELA",43,43,100.0,43,7,16.3,6,14.0,9,20.9,21,48.8,30,69.8
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Math",43,43,100.0,43,9,20.9,8,18.6,16,37.2,10,23.3,26,60.5
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","ELA",13,9,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Math",13,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","ELA",174,172,98.9,172,47,27.3,25,14.5,44,25.6,56,32.6,100,58.1
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Math",174,172,98.9,172,48,27.9,46,26.7,37,21.5,41,23.8,78,45.3
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","ELA",104,76,73.1,76,16,21.1,19,25.0,24,31.6,17,22.4,41,53.9
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Math",104,66,63.5,66,48,72.7,11,16.7,"*","*","*","*",7,10.6
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","ELA",313,310,99.0,310,69,22.3,86,27.7,112,36.1,43,13.9,155,50.0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Math",313,309,98.7,309,135,43.7,85,27.5,63,20.4,26,8.4,89,28.8
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","ELA",170,170,100.0,170,42,24.7,34,20.0,48,28.2,46,27.1,94,55.3
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","Math",170,169,99.4,169,54,32.0,48,28.4,32,18.9,35,20.7,67,39.6
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","ELA",22,13,59.1,12,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","Math",22,12,54.5,10,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","ELA",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","Math",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","ELA",275,261,94.9,261,99,37.9,62,23.8,79,30.3,21,8.0,100,38.3
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""","Math",275,263,95.6,263,116,44.1,88,33.5,39,14.8,20,7.6,59,22.4
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","ELA",425,392,92.2,388,100,25.8,95,24.5,129,33.2,64,16.5,193,49.7
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","Math",426,403,94.6,400,178,44.5,129,32.3,68,17.0,25,6.3,93,23.3
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","ELA",133,132,99.2,132,30,22.7,33,25.0,39,29.5,30,22.7,69,52.3
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","Math",133,132,99.2,132,42,31.8,48,36.4,24,18.2,18,13.6,42,31.8
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","ELA",123,116,94.3,116,26,22.4,33,28.4,39,33.6,18,15.5,57,49.1
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""","Math",123,122,99.2,122,29,23.8,50,41.0,28,23.0,15,12.3,43,35.2
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","ELA",252,242,96.0,241,119,49.4,66,27.4,49,20.3,7,2.9,56,23.2
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","Math",252,236,93.7,232,153,65.9,55,23.7,"*","*","*","*",24,10.3
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","ELA",142,142,100.0,142,44,31.0,33,23.2,35,24.6,30,21.1,65,45.8
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","Math",142,141,99.3,141,57,40.4,37,26.2,30,21.3,17,12.1,47,33.3
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","ELA",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","Math",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","ELA",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","Math",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Silas Deane Middle School","=""2410914""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Silas Deane Middle School","=""2410914""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","ELA",80,78,97.5,77,15,19.5,29,37.7,22,28.6,11,14.3,33,42.9
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""","Math",80,78,97.5,78,61,78.2,11,14.1,6,7.7,0,0.0,6,7.7
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","ELA",651,637,97.8,634,111,17.5,163,25.7,249,39.3,111,17.5,360,56.8
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","Math",652,648,99.4,646,218,33.7,191,29.6,142,22.0,95,14.7,237,36.7
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","ELA",171,169,98.8,169,45,26.6,47,27.8,41,24.3,36,21.3,77,45.6
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","Math",171,169,98.8,169,55,32.5,53,31.4,39,23.1,22,13.0,61,36.1
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","ELA",75,58,77.3,58,18,31.0,9,15.5,12,20.7,19,32.8,31,53.4
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Math",75,58,77.3,58,17,29.3,25,43.1,"*","*","*","*",16,27.6
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","ELA",209,205,98.1,204,15,7.4,26,12.7,68,33.3,95,46.6,163,79.9
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Math",209,206,98.6,206,23,11.2,48,23.3,67,32.5,68,33.0,135,65.5
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","ELA",372,361,97.0,361,35,9.7,62,17.2,133,36.8,131,36.3,264,73.1
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Math",372,359,96.5,359,94,26.2,82,22.8,104,29.0,79,22.0,183,51.0
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","ELA",753,746,99.1,746,38,5.1,109,14.6,353,47.3,246,33.0,599,80.3
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Math",753,746,99.1,746,111,14.9,206,27.6,216,29.0,213,28.6,429,57.5
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","ELA",376,376,100.0,376,21,5.6,56,14.9,119,31.6,180,47.9,299,79.5
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Math",376,376,100.0,376,36,9.6,103,27.4,124,33.0,113,30.1,237,63.0
"Cheshire School District","=""0250011""","Highland School","=""0250411""","ELA",515,510,99.0,510,41,8.0,70,13.7,175,34.3,224,43.9,399,78.2
"Cheshire School District","=""0250011""","Highland School","=""0250411""","Math",515,510,99.0,510,74,14.5,140,27.5,165,32.4,131,25.7,296,58.0
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","ELA",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""","Math",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","ELA",285,280,98.2,280,18,6.4,42,15.0,83,29.6,137,48.9,220,78.6
