district,school,language,total_enrollment,els,school_code,check_sch_col,check_dist_col
Waterbury School District,B. W. Tinker School,Bengali,<=5,<=5,1512111,B. W. Tinker School,Waterbury School District
Waterbury School District,B. W. Tinker School,Serbo-Croatian,<=5,<=5,1512111,B. W. Tinker School,Waterbury School District
Waterbury School District,B. W. Tinker School,Mandarin,<=5,<=5,1512111,B. W. Tinker School,Waterbury School District
Waterbury School District,Walsh School,Spanish,63,57,1512211,Walsh School,Waterbury School District
Waterbury School District,Walsh School,Albanian,<=5,<=5,1512211,Walsh School,Waterbury School District
Waterbury School District,Walsh School,Urdu,<=5,<=5,1512211,Walsh School,Waterbury School District
Waterbury School District,Washington School,Spanish,62,54,1512311,Washington School,Waterbury School District
Waterbury School District,Washington School,Creole-Haitian,<=5,<=5,1512311,Washington School,Waterbury School District
Waterbury School District,Gilmartin School,Spanish,53,40,1512611,Gilmartin School,Waterbury School District
Waterbury School District,Gilmartin School,Portuguese,<=5,<=5,1512611,Gilmartin School,Waterbury School District
Waterbury School District,Gilmartin School,Arabic,<=5,<=5,1512611,Gilmartin School,Waterbury School District
Waterbury School District,Gilmartin School,Swahili,<=5,<=5,1512611,Gilmartin School,Waterbury School District
Waterbury School District,Gilmartin School,Vietnamese,<=5,<=5,1512611,Gilmartin School,Waterbury School District
Waterbury School District,Carrington School,Spanish,32,24,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Portuguese,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Lao,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Albanian,9,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Arabic,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,French,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Serbo-Croatian,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Turkish,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Urdu,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Vietnamese,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Kiswhali,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Tagalog,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Carrington School,Montenegrin,<=5,<=5,1512711,Carrington School,Waterbury School District
Waterbury School District,Regan School,Spanish,19,14,1512811,Regan School,Waterbury School District
Waterbury School District,Regan School,Khmer(Cambodian),<=5,<=5,1512811,Regan School,Waterbury School District
Waterbury School District,Regan School,Albanian,<=5,<=5,1512811,Regan School,Waterbury School District
Waterbury School District,Regan School,Arabic,<=5,<=5,1512811,Regan School,Waterbury School District
Waterbury School District,Maloney Interdistrict Magnet School,Spanish,14,10,1513111,Maloney Interdistrict Magnet School,Waterbury School District
Waterbury School District,Maloney Interdistrict Magnet School,Portuguese,<=5,<=5,1513111,Maloney Interdistrict Magnet School,Waterbury School District
Waterbury School District,Maloney Interdistrict Magnet School,Arabic,<=5,<=5,1513111,Maloney Interdistrict Magnet School,Waterbury School District
Waterbury School District,Maloney Interdistrict Magnet School,Creole-Haitian,<=5,<=5,1513111,Maloney Interdistrict Magnet School,Waterbury School District
Waterbury School District,Maloney Interdistrict Magnet School,Swahili,<=5,<=5,1513111,Maloney Interdistrict Magnet School,Waterbury School District
Waterbury School District,Maloney Interdistrict Magnet School,Urdu,<=5,<=5,1513111,Maloney Interdistrict Magnet School,Waterbury School District
Waterbury School District,Maloney Interdistrict Magnet School,Yoruba,<=5,<=5,1513111,Maloney Interdistrict Magnet School,Waterbury School District
Waterbury School District,Woodrow Wilson School,Spanish,52,51,1513211,Woodrow Wilson School,Waterbury School District
Waterbury School District,Woodrow Wilson School,Portuguese,<=5,<=5,1513211,Woodrow Wilson School,Waterbury School District
Waterbury School District,Woodrow Wilson School,Urdu,<=5,<=5,1513211,Woodrow Wilson School,Waterbury School District
Waterbury School District,Rotella Interdistrict Magnet School,Spanish,<=5,<=5,1513311,Rotella Interdistrict Magnet School,Waterbury School District
Waterbury School District,Rotella Interdistrict Magnet School,Albanian,<=5,<=5,1513311,Rotella Interdistrict Magnet School,Waterbury School District
Waterbury School District,Rotella Interdistrict Magnet School,Serbo-Croatian,<=5,<=5,1513311,Rotella Interdistrict Magnet School,Waterbury School District
Waterbury School District,Rotella Interdistrict Magnet School,Urdu,<=5,<=5,1513311,Rotella Interdistrict Magnet School,Waterbury School District
Waterbury School District,Rotella Interdistrict Magnet School,Vietnamese,<=5,<=5,1513311,Rotella Interdistrict Magnet School,Waterbury School District
Waterbury School District,Reed School,Spanish,57,46,1513411,Reed School,Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (Middle),Spanish,10,<=5,1515011,Waterbury Arts Magnet School (Middle),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (Middle),Portuguese,<=5,<=5,1515011,Waterbury Arts Magnet School (Middle),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (Middle),Polish,<=5,<=5,1515011,Waterbury Arts Magnet School (Middle),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (Middle),Albanian,<=5,<=5,1515011,Waterbury Arts Magnet School (Middle),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (Middle),Arabic,<=5,<=5,1515011,Waterbury Arts Magnet School (Middle),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (Middle),Turkish,<=5,<=5,1515011,Waterbury Arts Magnet School (Middle),Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Spanish,179,124,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Portuguese,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Albanian,18,6,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Arabic,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Creole-Haitian,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Pashto,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Serbo-Croatian,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Turkish,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Urdu,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Vietnamese,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Creole-Cape Verdean,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Kurdish,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,Michael F. Wallace Middle School,Mandarin,<=5,<=5,1515111,Michael F. Wallace Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Spanish,234,184,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Portuguese,6,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Albanian,10,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Arabic,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Bengali,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Farsi,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,French,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Hungarian,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Russian,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Serbo-Croatian,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Swahili,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Pilipino (Filipino),<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Urdu,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Creole-Cape Verdean,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Bangla,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Lingala,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Mandarin,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,West Side Middle School,Karen,<=5,<=5,1515211,West Side Middle School,Waterbury School District
Waterbury School District,North End Middle School,Spanish,175,125,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Portuguese,<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Khmer(Cambodian),<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Albanian,<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Creole-Haitian,<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Punjabi,<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Serbo-Croatian,<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Swahili,<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Urdu,<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Creole-Cape Verdean,<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,North End Middle School,Mandarin,<=5,<=5,1515311,North End Middle School,Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (High),Spanish,15,<=5,1516011,Waterbury Arts Magnet School (High),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (High),Albanian,<=5,<=5,1516011,Waterbury Arts Magnet School (High),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (High),Arabic,<=5,<=5,1516011,Waterbury Arts Magnet School (High),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (High),Hindi,<=5,<=5,1516011,Waterbury Arts Magnet School (High),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (High),Urdu,<=5,<=5,1516011,Waterbury Arts Magnet School (High),Waterbury School District
Waterbury School District,Waterbury Arts Magnet School (High),Kiswhali,<=5,<=5,1516011,Waterbury Arts Magnet School (High),Waterbury School District
Waterbury School District,Crosby High School,Spanish,227,160,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Portuguese,6,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Albanian,24,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Arabic,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Bengali,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Farsi,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,French,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Creole-Haitian,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Punjabi,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Swahili,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Pilipino (Filipino),<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Turkish,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Twi/Fante,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Urdu,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Creole-Cape Verdean,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Kurdish,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Crosby High School,Guyanese Creole,<=5,<=5,1516211,Crosby High School,Waterbury School District
Waterbury School District,Wilby High School,Spanish,233,166,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Portuguese,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Albanian,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Arabic,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Bengali,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Korean,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Punjabi,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Serbo-Croatian,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Pilipino (Filipino),<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Turkish,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Urdu,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,Wilby High School,Vietnamese,<=5,<=5,1516311,Wilby High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Spanish,222,149,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Portuguese,9,7,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Lao,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Greek,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Albanian,24,8,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Arabic,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Bengali,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Creole-Haitian,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Macedonian,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Serbo-Croatian,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Turkish,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Urdu,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Creole-Cape Verdean,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Bangla,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Burmese,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Mandarin,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,John F. Kennedy High School,Karen,<=5,<=5,1516411,John F. Kennedy High School,Waterbury School District
Waterbury School District,Waterbury Career Academy,Spanish,54,18,1516711,Waterbury Career Academy,Waterbury School District
Waterbury School District,Waterbury Career Academy,Portuguese,<=5,<=5,1516711,Waterbury Career Academy,Waterbury School District
Waterbury School District,Waterbury Career Academy,Albanian,6,<=5,1516711,Waterbury Career Academy,Waterbury School District
Waterbury School District,Waterbury Career Academy,Arabic,<=5,<=5,1516711,Waterbury Career Academy,Waterbury School District
Waterbury School District,Waterbury Career Academy,Creole-Haitian,<=5,<=5,1516711,Waterbury Career Academy,Waterbury School District
Waterbury School District,Waterbury Career Academy,Urdu,<=5,<=5,1516711,Waterbury Career Academy,Waterbury School District
Waterbury School District,Waterbury Career Academy,Mandarin,<=5,<=5,1516711,Waterbury Career Academy,Waterbury School District
Waterbury School District,Special Education Preschool,None,<=5,<=5,1518011,Special Education Preschool,Waterbury School District
Waterbury School District,State Street School,Spanish,13,13,1519011,State Street School,Waterbury School District
Waterbury School District,Enlightenment School,Spanish,30,20,1519111,Enlightenment School,Waterbury School District
Waterford School District,Great Neck Elementary School,Spanish,6,<=5,1520211,Great Neck Elementary School,Waterford School District
Waterford School District,Great Neck Elementary School,Arabic,<=5,<=5,1520211,Great Neck Elementary School,Waterford School District
Waterford School District,Great Neck Elementary School,Bengali,<=5,<=5,1520211,Great Neck Elementary School,Waterford School District
Waterford School District,Great Neck Elementary School,Gujarati,<=5,<=5,1520211,Great Neck Elementary School,Waterford School District
Waterford School District,Great Neck Elementary School,Mandarin,<=5,<=5,1520211,Great Neck Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Spanish,10,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Albanian,<=5,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Arabic,<=5,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Pashto,<=5,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Punjabi,<=5,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Twi/Fante,<=5,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Urdu,<=5,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Vietnamese,<=5,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Burmese,<=5,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Oswegatchie Elementary School,Mandarin,<=5,<=5,1520611,Oswegatchie Elementary School,Waterford School District
Waterford School District,Quaker Hill Elementary School,Spanish,<=5,<=5,1520711,Quaker Hill Elementary School,Waterford School District
Waterford School District,Quaker Hill Elementary School,Arabic,<=5,<=5,1520711,Quaker Hill Elementary School,Waterford School District
Waterford School District,Quaker Hill Elementary School,Japanese,<=5,<=5,1520711,Quaker Hill Elementary School,Waterford School District
Waterford School District,Quaker Hill Elementary School,Nepali,<=5,<=5,1520711,Quaker Hill Elementary School,Waterford School District
Waterford School District,Quaker Hill Elementary School,Tagalog,<=5,<=5,1520711,Quaker Hill Elementary School,Waterford School District
Waterford School District,Clark Lane Middle School,Spanish,18,9,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Portuguese,<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Arabic,<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Creole-Haitian,<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Korean,<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Pashto,<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Russian,<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Shona,<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Pilipino (Filipino),<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Urdu,<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Clark Lane Middle School,Mandarin,<=5,<=5,1525111,Clark Lane Middle School,Waterford School District
Waterford School District,Waterford High School,Spanish,16,7,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Portuguese,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Khmer(Cambodian),<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Greek,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Arabic,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Gujarati,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Creole-Haitian,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Korean,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Norwegian,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Pashto,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Swedish,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Pilipino (Filipino),<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Urdu,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Cantonese,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Ewe,<=5,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Mandarin,7,<=5,1526111,Waterford High School,Waterford School District
Waterford School District,Waterford High School,Tagalog,<=5,<=5,1526111,Waterford High School,Waterford School District
Watertown School District,John Trumbull Primary School,Spanish,<=5,<=5,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,John Trumbull Primary School,Portuguese,<=5,<=5,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,John Trumbull Primary School,Italian,<=5,<=5,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,John Trumbull Primary School,Albanian,24,22,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,John Trumbull Primary School,Arabic,<=5,<=5,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,John Trumbull Primary School,Gujarati,<=5,<=5,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,John Trumbull Primary School,Malay(Indonesian),<=5,<=5,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,John Trumbull Primary School,Russian,<=5,<=5,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,John Trumbull Primary School,Turkish,<=5,<=5,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,John Trumbull Primary School,Vietnamese,<=5,<=5,1530211,John Trumbull Primary School,Watertown School District
Watertown School District,Fletcher W. Judson School,Spanish,<=5,<=5,1530311,Fletcher W. Judson School,Watertown School District
Watertown School District,Fletcher W. Judson School,Albanian,8,<=5,1530311,Fletcher W. Judson School,Watertown School District
Watertown School District,Fletcher W. Judson School,Pilipino (Filipino),<=5,<=5,1530311,Fletcher W. Judson School,Watertown School District
Watertown School District,Fletcher W. Judson School,Vietnamese,<=5,<=5,1530311,Fletcher W. Judson School,Watertown School District
Watertown School District,Fletcher W. Judson School,Persian,<=5,<=5,1530311,Fletcher W. Judson School,Watertown School District
Watertown School District,Polk School,Spanish,<=5,<=5,1530411,Polk School,Watertown School District
Watertown School District,Polk School,Albanian,16,9,1530411,Polk School,Watertown School District
Watertown School District,Polk School,Arabic,<=5,<=5,1530411,Polk School,Watertown School District
Watertown School District,Polk School,Gujarati,<=5,<=5,1530411,Polk School,Watertown School District
Watertown School District,Polk School,Russian,<=5,<=5,1530411,Polk School,Watertown School District
Watertown School District,Polk School,Urdu,<=5,<=5,1530411,Polk School,Watertown School District
Watertown School District,Polk School,Vietnamese,<=5,<=5,1530411,Polk School,Watertown School District
Watertown School District,Polk School,Mandarin,<=5,<=5,1530411,Polk School,Watertown School District
Watertown School District,Polk School,Fujianese,<=5,<=5,1530411,Polk School,Watertown School District
Watertown School District,Swift Middle School,Spanish,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Polish,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Greek,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Albanian,25,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Arabic,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Gujarati,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Russian,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Turkish,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Urdu,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Vietnamese,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Cantonese,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Cebuano,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Mandarin,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Swift Middle School,Persian,<=5,<=5,1535111,Swift Middle School,Watertown School District
Watertown School District,Watertown High School,Spanish,<=5,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Portuguese,<=5,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Albanian,34,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Arabic,<=5,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Gujarati,<=5,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Russian,<=5,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Turkish,6,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Urdu,<=5,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Vietnamese,<=5,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Cebuano,<=5,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Mandarin,<=5,<=5,1536111,Watertown High School,Watertown School District
Watertown School District,Watertown High School,Tagalog,<=5,<=5,1536111,Watertown High School,Watertown School District
Westbrook School District,Daisy Ingraham School,Spanish,21,20,1540211,Daisy Ingraham School,Westbrook School District
Westbrook School District,Daisy Ingraham School,Portuguese,14,7,1540211,Daisy Ingraham School,Westbrook School District
Westbrook School District,Daisy Ingraham School,Polish,<=5,<=5,1540211,Daisy Ingraham School,Westbrook School District
Westbrook School District,Daisy Ingraham School,Serbo-Croatian,<=5,<=5,1540211,Daisy Ingraham School,Westbrook School District
Westbrook School District,Daisy Ingraham School,Vietnamese,<=5,<=5,1540211,Daisy Ingraham School,Westbrook School District
Westbrook School District,Daisy Ingraham School,Bangla,<=5,<=5,1540211,Daisy Ingraham School,Westbrook School District
Westbrook School District,Westbrook Middle School,Spanish,8,<=5,1545111,Westbrook Middle School,Westbrook School District
Westbrook School District,Westbrook Middle School,Portuguese,<=5,<=5,1545111,Westbrook Middle School,Westbrook School District
Westbrook School District,Westbrook Middle School,Gujarati,<=5,<=5,1545111,Westbrook Middle School,Westbrook School District
Westbrook School District,Westbrook Middle School,Serbo-Croatian,<=5,<=5,1545111,Westbrook Middle School,Westbrook School District
Westbrook School District,Westbrook Middle School,Bangla,<=5,<=5,1545111,Westbrook Middle School,Westbrook School District
Westbrook School District,Westbrook High School,Spanish,6,<=5,1546111,Westbrook High School,Westbrook School District
Westbrook School District,Westbrook High School,Portuguese,<=5,<=5,1546111,Westbrook High School,Westbrook School District
Westbrook School District,Westbrook High School,Turkish,<=5,<=5,1546111,Westbrook High School,Westbrook School District
Westbrook School District,Westbrook High School,Bangla,<=5,<=5,1546111,Westbrook High School,Westbrook School District
