"school_code","district_code","district","school","english_learner_status","2011_12","2012_13","2013_14","2014_15","2015_16"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Non-ELL","22.5","25.8","28.6","25.5","29.4"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","ELL","*","*","*","*","0.0"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","Non-ELL","*","*","*","*","3.3"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","ELL","","","","","*"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","Non-ELL","","","","","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","ELL","*","10.3","*","11.4","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","Non-ELL","*","10.8","*","12.9","*"
"1512911","1510011","Waterbury School District","Michael F. Wallace Autism","Non-ELL","","","","","*"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","ELL","29.8","26.4","31.1","31.0","24.4"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","Non-ELL","19.9","19.5","21.7","17.7","13.9"
"1511811","1510011","Waterbury School District","North End ESC","Non-ELL","","","","","*"
"1515311","1510011","Waterbury School District","North End Middle School","ELL","27.0","33.6","26.4","21.6","17.8"
"1515311","1510011","Waterbury School District","North End Middle School","Non-ELL","20.0","21.1","20.3","17.0","19.8"
"1512411","1510011","Waterbury School District","Reed ESC","Non-ELL","","","","","50.0"
"1513411","1510011","Waterbury School District","Reed School","ELL","","*","14.0","18.4","13.3"
"1513411","1510011","Waterbury School District","Reed School","Non-ELL","","*","11.6","14.4","9.4"
"1512811","1510011","Waterbury School District","Regan School","ELL","*","*","*","42.9","*"
"1512811","1510011","Waterbury School District","Regan School","Non-ELL","*","*","*","8.0","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","ELL","*","*","*","*","*"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","Non-ELL","*","*","*","*","*"
"1512011","1510011","Waterbury School District","Sprague School","ELL","*","25.5","36.7","17.0","*"
"1512011","1510011","Waterbury School District","Sprague School","Non-ELL","*","20.2","16.5","15.2","*"
"1519011","1510011","Waterbury School District","State Street School","ELL","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Non-ELL","*","*","*","*","*"
"1512211","1510011","Waterbury School District","Walsh School","ELL","26.5","20.5","20.5","26.4","15.4"
"1512211","1510011","Waterbury School District","Walsh School","Non-ELL","18.9","16.9","24.4","20.7","12.4"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","ELL","*","*","*","*","*"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Non-ELL","*","*","*","*","*"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","ELL","*","*","*","*","*"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","Non-ELL","*","*","*","*","*"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","ELL","","","*","*","*"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Non-ELL","","","*","*","*"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","ELL","*","0.0","*","*","0.0"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","Non-ELL","*","8.1","*","*","4.6"
"1511711","1510011","Waterbury School District","Wilby ESC","Non-ELL","","","","","*"
"1516311","1510011","Waterbury School District","Wilby High School","ELL","32.3","38.9","48.3","38.7","31.6"
"1516311","1510011","Waterbury School District","Wilby High School","Non-ELL","29.9","36.9","43.3","39.9","34.6"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","ELL","","","","","*"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","Non-ELL","","","","","*"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","ELL","0.0","15.8","16.4","17.0","11.5"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","Non-ELL","13.7","19.5","20.5","19.1","10.1"
"1521111","1520011","Waterford School District","Autism Class","Non-ELL","","","","*","*"
"1520311","1520011","Waterford School District","Avery Point Transition Program","Non-ELL","","","","","*"
"1525111","1520011","Waterford School District","Clark Lane Middle School","ELL","*","*","*","*","*"
"1525111","1520011","Waterford School District","Clark Lane Middle School","Non-ELL","*","*","*","*","*"
"1520211","1520011","Waterford School District","Great Neck Elementary School","ELL","*","*","*","*","*"
"1520211","1520011","Waterford School District","Great Neck Elementary School","Non-ELL","*","*","*","*","*"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","ELL","*","*","*","*","*"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","Non-ELL","*","*","*","*","*"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","ELL","*","*","*","*","*"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","Non-ELL","*","*","*","*","*"
"1526111","1520011","Waterford School District","Waterford High School","ELL","*","*","*","*","*"
"1526111","1520011","Waterford School District","Waterford High School","Non-ELL","*","*","*","*","*"
"1521211","1520011","Waterford School District","Waterford High School Tutor Center","Non-ELL","","","","*","*"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","ELL","*","*","*","*","*"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","Non-ELL","*","*","*","*","*"
"1530211","1530011","Watertown School District","John Trumbull Primary School","ELL","*","14.6","*","*","*"
"1530211","1530011","Watertown School District","John Trumbull Primary School","Non-ELL","*","5.4","*","*","*"
"1530411","1530011","Watertown School District","Polk School","ELL","*","*","*","*","*"
"1530411","1530011","Watertown School District","Polk School","Non-ELL","*","*","*","*","*"
"1535111","1530011","Watertown School District","Swift Middle School","ELL","*","*","*","*","*"
"1535111","1530011","Watertown School District","Swift Middle School","Non-ELL","*","*","*","*","*"
"1536111","1530011","Watertown School District","Watertown High School","ELL","*","*","*","*","*"
"1536111","1530011","Watertown School District","Watertown High School","Non-ELL","*","*","*","*","*"
"1551711","1550011","West Hartford School District","Smith School","ELL","*","11.5","*","*","*"
"1551711","1550011","West Hartford School District","Smith School","Non-ELL","6.8","7.6","4.8","7.5","8.8"
"1559111","1550011","West Hartford School District","Achieve","ELL","","","*","*",""
"1559111","1550011","West Hartford School District","Achieve","Non-ELL","*","*","*","*","*"
"1557311","1550011","West Hartford School District","REACH","ELL","","","","","*"
"1557311","1550011","West Hartford School District","REACH","Non-ELL","","","","*","*"
"1551611","1550011","West Hartford School District","Aiken School","ELL","*","*","*","*","*"
"1551611","1550011","West Hartford School District","Aiken School","Non-ELL","*","*","*","*","*"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","ELL","","","","","*"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","Non-ELL","","","","*","*"
"1550211","1550011","West Hartford School District","Braeburn School","ELL","0.0","*","*","*","0.0"
"1550211","1550011","West Hartford School District","Braeburn School","Non-ELL","2.8","*","*","*","1.9"
"1555311","1550011","West Hartford School District","Bristow Middle School","ELL","*","*","*","*","*"
"1555311","1550011","West Hartford School District","Bristow Middle School","Non-ELL","*","*","*","*","*"
"1550411","1550011","West Hartford School District","Bugbee School","ELL","*","*","*","*","*"
"1550411","1550011","West Hartford School District","Bugbee School","Non-ELL","*","*","*","*","*"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","ELL","11.8","*","*","*","0.0"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","Non-ELL","3.0","*","*","*","4.7"
"1556111","1550011","West Hartford School District","Conard High School","ELL","14.0","18.2","*","11.5","15.4"
"1556111","1550011","West Hartford School District","Conard High School","Non-ELL","7.1","6.6","*","5.9","5.6"
"1550611","1550011","West Hartford School District","Duffy School","ELL","*","*","*","0.0","*"
"1550611","1550011","West Hartford School District","Duffy School","Non-ELL","*","*","*","2.7","*"
"1556211","1550011","West Hartford School District","Hall High School","ELL","19.4","19.4","*","*","*"
"1556211","1550011","West Hartford School District","Hall High School","Non-ELL","6.0","6.8","*","*","*"
"1555111","1550011","West Hartford School District","King Philip Middle School","ELL","17.1","22.6","*","*","*"
"1555111","1550011","West Hartford School District","King Philip Middle School","Non-ELL","5.9","5.8","*","*","*"
"1550911","1550011","West Hartford School District","Morley School","ELL","*","*","*","*","*"
"1550911","1550011","West Hartford School District","Morley School","Non-ELL","*","*","*","*","*"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","ELL","","","","","*"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","Non-ELL","","","","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","ELL","*","*","*","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","Non-ELL","*","*","*","*","*"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","ELL","","*","*","*",""
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Non-ELL","*","*","*","*",""
"1555211","1550011","West Hartford School District","Sedgwick Middle School","ELL","17.3","15.8","*","17.5","*"
"1555211","1550011","West Hartford School District","Sedgwick Middle School","Non-ELL","6.1","7.9","*","6.2","*"
"1559211","1550011","West Hartford School District","Strive-West Hartford","ELL","","","","","*"
"1559211","1550011","West Hartford School District","Strive-West Hartford","Non-ELL","","","","","*"
"1559011","1550011","West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","Non-ELL","*","*","*","*","*"
"1551211","1550011","West Hartford School District","Webster Hill School","ELL","16.4","11.5","11.8","*","*"
"1551211","1550011","West Hartford School District","Webster Hill School","Non-ELL","6.0","6.8","5.3","*","*"
"1559511","1550011","West Hartford School District","Whiting Lane Learning Center","ELL","","","","*","*"
"1559511","1550011","West Hartford School District","Whiting Lane Learning Center","Non-ELL","","","","*","*"
"1551311","1550011","West Hartford School District","Whiting Lane School","ELL","*","16.3","*","*","19.6"
"1551311","1550011","West Hartford School District","Whiting Lane School","Non-ELL","*","3.8","*","*","6.1"
"1559611","1550011","West Hartford School District","Wolcott Learning Center","Non-ELL","","","","*","*"
"1551511","1550011","West Hartford School District","Wolcott School","ELL","14.3","*","*","*","*"
"1551511","1550011","West Hartford School District","Wolcott School","Non-ELL","3.8","*","*","*","*"
"1561211","1560011","West Haven School District","Washington School","ELL","11.7","19.8","13.1","12.7","7.3"
"1561211","1560011","West Haven School District","Washington School","Non-ELL","8.3","18.8","14.4","17.9","12.4"
"1560111","1560011","West Haven School District","Life Skills","ELL","","","","","*"
"1560111","1560011","West Haven School District","Life Skills","Non-ELL","","","*","*","*"
"1561111","1560011","West Haven School District","ASD Lab","ELL","","","","","*"
"1561111","1560011","West Haven School District","ASD Lab","Non-ELL","","","","","*"
"1560811","1560011","West Haven School District","Alma E. Pagels School","ELL","*","*","29.0","*","*"
"1560811","1560011","West Haven School District","Alma E. Pagels School","Non-ELL","*","*","14.6","*","*"
"1560711","1560011","West Haven School District","Blended","Non-ELL","","","","","14.9"
"1560511","1560011","West Haven School District","Blended (Molloy)","Non-ELL","","","","","64.0"
"1565311","1560011","West Haven School District","Carrigan 5/6 Intermediate School","ELL","8.6","10.1","10.0","13.6","9.7"
