"school_code","district_code","district","school","gender","2011_12","2012_13","2013_14","2014_15","2015_16"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","Male","12.7","4.7","*","9.8","*"
"2930113","2930013","Path Academy District","Path Academy","Female","","","","84.0","100.0"
"2930113","2930013","Path Academy District","Path Academy","Male","","","","81.8","100.0"
"1090111","1090011","Plainfield School District","Moosup Elementary School","Female","11.6","13.6","*","3.5","3.6"
"1090111","1090011","Plainfield School District","Moosup Elementary School","Male","5.6","9.6","*","5.0","4.5"
"1095111","1090011","Plainfield School District","Plainfield Central School","Female","8.0","8.8","11.2","4.0","4.4"
"1095111","1090011","Plainfield School District","Plainfield Central School","Male","8.9","12.4","12.3","8.6","8.8"
"1096111","1090011","Plainfield School District","Plainfield High School","Female","19.7","15.4","17.5","16.0","19.4"
"1096111","1090011","Plainfield School District","Plainfield High School","Male","21.4","20.3","20.1","17.9","23.9"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","Female","6.5","3.6","8.7","6.3","4.4"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","Male","8.5","6.5","6.7","4.7","4.1"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","Female","8.6","10.4","11.4","7.8","13.2"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","Male","4.1","10.6","10.8","10.1","14.3"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","Female","*","*","*","*","5.8"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","Male","*","*","*","*","4.9"
"1100211","1100011","Plainville School District","Linden Street School","Female","6.4","5.2","3.8","10.6","8.9"
"1100211","1100011","Plainville School District","Linden Street School","Male","10.0","5.6","3.8","7.5","3.2"
"1100511","1100011","Plainville School District","Louis Toffolon School","Female","4.5","*","3.8","*","3.5"
"1100511","1100011","Plainville School District","Louis Toffolon School","Male","3.5","*","4.0","*","4.6"
"1105211","1100011","Plainville School District","Middle School of Plainville","Female","4.6","6.3","7.4","9.5","7.0"
"1105211","1100011","Plainville School District","Middle School of Plainville","Male","5.5","7.8","8.0","12.5","8.1"
"1106111","1100011","Plainville School District","Plainville High School","Female","22.5","25.4","13.1","7.5","12.3"
"1106111","1100011","Plainville School District","Plainville High School","Male","18.5","19.6","12.9","8.7","11.3"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","Female","3.0","7.7","10.2","12.1","7.1"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","Male","10.4","7.0","7.7","7.0","5.9"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","Female","8.8","11.4","10.6","8.3","8.0"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","Male","12.8","15.5","15.7","8.4","8.1"
"1117111","1110011","Plymouth School District","Plymouth Alternative High School","Female","","","*","*",""
"1117111","1110011","Plymouth School District","Plymouth Alternative High School","Male","","","*","*","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","Female","8.2","7.2","6.0","7.6","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","Male","6.7","9.0","9.7","10.8","*"
"1116111","1110011","Plymouth School District","Terryville High School","Female","7.4","9.9","5.3","17.3","22.2"
"1116111","1110011","Plymouth School District","Terryville High School","Male","8.7","11.1","7.3","18.2","18.9"
"1120111","1120011","Pomfret School District","Pomfret Community School","Female","2.6","3.2","*","*","*"
"1120111","1120011","Pomfret School District","Pomfret Community School","Male","3.0","4.1","*","*","*"
"1130511","1130011","Portland School District","Brownstone Intermediate School","Female","*","*","*","*","*"
"1130511","1130011","Portland School District","Brownstone Intermediate School","Male","*","*","*","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","Female","*","*","*","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","Male","*","*","*","*","*"
"1136111","1130011","Portland School District","Portland High School","Female","10.2","8.6","9.0","11.5","10.1"
"1136111","1130011","Portland School District","Portland High School","Male","6.4","8.2","7.0","12.2","12.3"
"1135111","1130011","Portland School District","Portland Middle School","Female","*","8.5","6.9","8.3","*"
"1135111","1130011","Portland School District","Portland Middle School","Male","*","10.9","7.0","8.6","*"
"1130211","1130011","Portland School District","Valley View School","Female","*","*","*","*","*"
"1130211","1130011","Portland School District","Valley View School","Male","*","*","*","*","*"
"1145111","1140011","Preston School District","Preston Plains School","Female","0.0","*","0.0","6.6","*"
"1145111","1140011","Preston School District","Preston Plains School","Male","0.0","*","0.0","8.5","*"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","Female","*","9.6","*","7.5","*"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","Male","0.0","9.9","*","10.9","*"
"1169011","1160011","Putnam School District","Helping Hands","Female","*","*","*","",""
"1169011","1160011","Putnam School District","Helping Hands","Male","*","*","*","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","Female","","","","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","Male","","","","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","Female","7.1","6.5","7.7","10.7","7.5"
"1160311","1160011","Putnam School District","Putnam Elementary School","Male","9.7","9.3","5.9","7.3","6.0"
"1166111","1160011","Putnam School District","Putnam High School","Female","22.8","24.3","26.4","26.6","22.7"
"1166111","1160011","Putnam School District","Putnam High School","Male","21.2","21.0","25.7","21.3","26.6"
"1165111","1160011","Putnam School District","Putnam Middle School","Female","8.3","18.8","18.4","13.1","17.5"
"1165111","1160011","Putnam School District","Putnam Middle School","Male","9.0","10.7","13.4","12.5","14.8"
"1175111","1170011","Redding School District","John Read Middle School","Female","6.2","8.4","2.4","2.9","4.0"
"1175111","1170011","Redding School District","John Read Middle School","Male","6.7","6.5","4.8","3.7","3.3"
"1170111","1170011","Redding School District","Redding Elementary School","Female","4.0","3.6","0.0","*","*"
"1170111","1170011","Redding School District","Redding Elementary School","Male","4.0","3.0","0.0","*","*"
"2010412","2010012","Regional School District 01","LEAPSS","Female","","","","","*"
"2010412","2010012","Regional School District 01","LEAPSS","Male","","","","","*"
"2010512","2010012","Regional School District 01","ALPSS","Female","","","","","*"
"2010512","2010012","Regional School District 01","ALPSS","Male","","","","","*"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Female","7.5","4.5","*","16.2","11.5"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Male","5.8","5.1","*","14.4","9.3"
"2010312","2010012","Regional School District 01","SELC","Female","","","","","*"
"2010312","2010012","Regional School District 01","SELC","Male","","","","","*"
"2010212","2010012","Regional School District 01","TOTAL","Female","","","","","*"
"2010212","2010012","Regional School District 01","TOTAL","Male","","","","","*"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","Female","9.9","10.5","6.7","7.2","4.4"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","Male","5.7","10.5","9.1","5.8","3.8"
"2040112","2040012","Regional School District 04","Region 4 Transition Academy","Female","","","","","*"
"2040112","2040012","Regional School District 04","Region 4 Transition Academy","Male","","","","","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","Female","10.8","11.1","13.0","7.5","6.5"
"2046112","2040012","Regional School District 04","Valley Regional High School","Male","6.3","8.2","8.5","9.5","9.3"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","Female","10.1","5.1","*","4.6","9.8"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","Male","3.1","4.5","*","3.1","6.6"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","Female","5.4","4.3","3.5","4.3","3.6"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","Male","4.9","7.9","4.3","5.9","5.9"
"2056112","2050012","Regional School District 05","Amity Regional High School","Female","13.0","17.1","17.6","13.8","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","Male","7.5","10.1","12.5","13.9","*"
"2060112","2060012","Regional School District 06","Goshen Center School","Female","*","6.6","*","*","*"
"2060112","2060012","Regional School District 06","Goshen Center School","Male","*","9.4","*","*","*"
"2060212","2060012","Regional School District 06","James Morris School","Female","*","*","*","11.7","*"
"2060212","2060012","Regional School District 06","James Morris School","Male","*","*","*","9.7","*"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Female","3.8","3.7","2.8","3.6","5.4"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Male","4.3","5.7","3.7","2.6","4.1"
"2060312","2060012","Regional School District 06","Warren Elementary School","Female","*","*","*","*","*"
"2060312","2060012","Regional School District 06","Warren Elementary School","Male","*","*","*","*","*"
"3480415","2070012","Regional School District 07","SAGE","Male","","","","","*"
"2079112","2070012","Regional School District 07","AIM","Female","*","*","*","*","*"
"2079112","2070012","Regional School District 07","AIM","Male","*","*","*","*","*"
"2079012","2070012","Regional School District 07","FLEX","Female","","*","*","",""
"2079012","2070012","Regional School District 07","FLEX","Male","*","*","*","*","*"
"2070112","2070012","Regional School District 07","Highlander Transition Academy","Female","","","","","*"
"2070112","2070012","Regional School District 07","Highlander Transition Academy","Male","","","","","*"
"2079412","2070012","Regional School District 07","Intensive Learning Program","Female","*","*","*","",""
"2079412","2070012","Regional School District 07","Intensive Learning Program","Male","*","*","*","",""
"2079212","2070012","Regional School District 07","LINKS","Female","*","*","*","*",""
"2079212","2070012","Regional School District 07","LINKS","Male","*","*","*","*",""
"2079212","2070012","Regional School District 07","Links","Female","","","","","*"
"2079212","2070012","Regional School District 07","Links","Male","","","","","*"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","Female","24.3","6.4","6.1","5.7","4.0"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","Male","23.0","6.0","6.2","4.4","2.1"
"2075112","2070012","Regional School District 07","Northwestern Regional Middle School","Female","*","*","*","*","*"
"2075112","2070012","Regional School District 07","Northwestern Regional Middle School","Male","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","Female","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","Male","*","*","*","*","*"
