district,type,2010_11,2011_12,2012_13,2013_14,2014_15,district_code,check_dist_col,school_code
Canterbury School District,Other,26174.0,28603.0,39685.0,33628.0,32720.0,0220011,Canterbury School District,0220011
Canterbury School District,Total Expenditures,9018672.0,8968891.0,10270118.0,9425726.0,9509826.0,0220011,Canterbury School District,0220011
Canton School District,Instructional Staff and Services,11856616.0,12612888.0,12985708.0,12900895.0,13031307.0,0230011,Canton School District,0230011
Canton School District,Instructional Supplies and Equipment,436675.0,364901.0,368451.0,745548.0,673720.0,0230011,Canton School District,0230011
Canton School District,Instruction and Educational Media Services,535914.0,546546.0,599577.0,583553.0,556324.0,0230011,Canton School District,0230011
Canton School District,Student Support Services,2966119.0,2938539.0,3183209.0,3230116.0,3371545.0,0230011,Canton School District,0230011
Canton School District,Administration and Support Services,2359452.0,2573705.0,2852881.0,2775050.0,2745072.0,0230011,Canton School District,0230011
Canton School District,Plant Operation and Maintenance,2573468.0,2425951.0,2346425.0,2253655.0,2423143.0,0230011,Canton School District,0230011
Canton School District,Transportation,1334819.0,1456008.0,1601097.0,1593443.0,1538154.0,0230011,Canton School District,0230011
Canton School District,Students Tuitioned Out,1116201.0,1191832.0,955721.0,970634.0,1078069.0,0230011,Canton School District,0230011
Canton School District,Other,619061.0,460235.0,457714.0,917995.0,1130792.0,0230011,Canton School District,0230011
Canton School District,Total Expenditures,23798325.0,24570605.0,25350783.0,25970889.0,26548126.0,0230011,Canton School District,0230011
Chaplin School District,Instructional Staff and Services,1967652.0,1899105.0,2009934.0,2136076.0,2200277.0,0240011,Chaplin School District,0240011
Chaplin School District,Instructional Supplies and Equipment,80779.0,87028.0,63544.0,99932.0,43362.0,0240011,Chaplin School District,0240011
Chaplin School District,Instruction and Educational Media Services,192700.0,151683.0,138895.0,144126.0,119975.0,0240011,Chaplin School District,0240011
Chaplin School District,Student Support Services,260199.0,258725.0,258692.0,300573.0,309321.0,0240011,Chaplin School District,0240011
Chaplin School District,Administration and Support Services,354233.0,345301.0,356291.0,338661.0,372477.0,0240011,Chaplin School District,0240011
Chaplin School District,Plant Operation and Maintenance,311304.0,334662.0,288462.0,286283.0,330222.0,0240011,Chaplin School District,0240011
Chaplin School District,Transportation,208555.0,217131.0,222129.0,222557.0,234851.0,0240011,Chaplin School District,0240011
Chaplin School District,Students Tuitioned Out,0.0,1672.0,9281.0,53404.0,109764.0,0240011,Chaplin School District,0240011
Chaplin School District,Other,5382.0,33476.0,12037.0,13950.0,11411.0,0240011,Chaplin School District,0240011
Chaplin School District,Total Expenditures,3380804.0,3328783.0,3359265.0,3595562.0,3731660.0,0240011,Chaplin School District,0240011
Charter School for Young Children on Asylum Hill District,Instructional Staff and Services,1781595.0,,,,,,,
Charter School for Young Children on Asylum Hill District,Instructional Supplies and Equipment,156690.0,,,,,,,
Charter School for Young Children on Asylum Hill District,Instruction and Educational Media Services,8643.0,,,,,,,
Charter School for Young Children on Asylum Hill District,Student Support Services,162580.0,,,,,,,
Charter School for Young Children on Asylum Hill District,Administration and Support Services,467743.0,,,,,,,
Charter School for Young Children on Asylum Hill District,Plant Operation and Maintenance,587606.0,,,,,,,
Charter School for Young Children on Asylum Hill District,Transportation,0.0,,,,,,,
Charter School for Young Children on Asylum Hill District,Students Tuitioned Out,,,,,,,,
Charter School for Young Children on Asylum Hill District,Other,60327.0,,,,,,,
Charter School for Young Children on Asylum Hill District,Total Expenditures,3225184.0,,,,,,,
Cheshire School District,Instructional Staff and Services,36182060.0,36310503.0,36820704.0,37531994.0,39852145.0,0250011,Cheshire School District,0250011
Cheshire School District,Instructional Supplies and Equipment,1183900.0,1029410.0,1105899.0,1560098.0,1066157.0,0250011,Cheshire School District,0250011
Cheshire School District,Instruction and Educational Media Services,2184323.0,2330901.0,2525279.0,2595062.0,2675819.0,0250011,Cheshire School District,0250011
Cheshire School District,Student Support Services,3983831.0,3924799.0,3965440.0,3973568.0,4010271.0,0250011,Cheshire School District,0250011
Cheshire School District,Administration and Support Services,6007045.0,6099621.0,6132097.0,6212393.0,6433172.0,0250011,Cheshire School District,0250011
Cheshire School District,Plant Operation and Maintenance,6287500.0,5956584.0,6192191.0,6321792.0,6257467.0,0250011,Cheshire School District,0250011
Cheshire School District,Transportation,3849769.0,4065193.0,3956037.0,4011422.0,3842473.0,0250011,Cheshire School District,0250011
Cheshire School District,Students Tuitioned Out,2099818.0,2089126.0,2251887.0,2206890.0,2572438.0,0250011,Cheshire School District,0250011
Cheshire School District,Other,875784.0,959916.0,973328.0,978440.0,996664.0,0250011,Cheshire School District,0250011
Cheshire School District,Total Expenditures,62654030.0,62766053.0,63922862.0,65391659.0,67706606.0,0250011,Cheshire School District,0250011
Chester School District,Instructional Staff and Services,2415990.0,2342683.0,2309394.0,2250518.0,2198570.0,0260011,Chester School District,0260011
Chester School District,Instructional Supplies and Equipment,63948.0,95692.0,63684.0,128058.0,92984.0,0260011,Chester School District,0260011
Chester School District,Instruction and Educational Media Services,36856.0,30214.0,28081.0,38305.0,43755.0,0260011,Chester School District,0260011
Chester School District,Student Support Services,646830.0,600136.0,581094.0,607721.0,630994.0,0260011,Chester School District,0260011
Chester School District,Administration and Support Services,670708.0,629980.0,623474.0,632018.0,594894.0,0260011,Chester School District,0260011
Chester School District,Plant Operation and Maintenance,383343.0,390638.0,460119.0,482286.0,450277.0,0260011,Chester School District,0260011
Chester School District,Transportation,142865.0,152475.0,152403.0,137236.0,135625.0,0260011,Chester School District,0260011
Chester School District,Students Tuitioned Out,16455.0,31143.0,68442.0,9638.0,18562.0,0260011,Chester School District,0260011
Chester School District,Other,0.0,0.0,33808.0,42252.0,63651.0,0260011,Chester School District,0260011
Chester School District,Total Expenditures,4376995.0,4272961.0,4320499.0,4328032.0,4229312.0,0260011,Chester School District,0260011
Clinton School District,Instructional Staff and Services,19165924.0,18789624.0,19387815.0,19305103.0,20567558.0,0270011,Clinton School District,0270011
Clinton School District,Instructional Supplies and Equipment,1232185.0,1420617.0,908056.0,1123223.0,383589.0,0270011,Clinton School District,0270011
Clinton School District,Instruction and Educational Media Services,653718.0,582321.0,452789.0,655042.0,658692.0,0270011,Clinton School District,0270011
Clinton School District,Student Support Services,2124954.0,1963955.0,2112561.0,1996232.0,1969879.0,0270011,Clinton School District,0270011
Clinton School District,Administration and Support Services,2633644.0,2554101.0,2615727.0,2955956.0,2973562.0,0270011,Clinton School District,0270011
Clinton School District,Plant Operation and Maintenance,2124557.0,2398823.0,2266303.0,2398036.0,2700041.0,0270011,Clinton School District,0270011
Clinton School District,Transportation,1533252.0,1488627.0,1673621.0,1583925.0,1631019.0,0270011,Clinton School District,0270011
Clinton School District,Students Tuitioned Out,1511659.0,1468858.0,1201432.0,1167803.0,1167803.0,0270011,Clinton School District,0270011
Clinton School District,Other,154817.0,152660.0,111351.0,158542.0,135755.0,0270011,Clinton School District,0270011
Clinton School District,Total Expenditures,31134710.0,30819586.0,30729655.0,31343862.0,32187898.0,0270011,Clinton School District,0270011
Colchester School District,Instructional Staff and Services,22105615.0,22111498.0,22258338.0,22649592.0,22337829.0,0280011,Colchester School District,0280011
Colchester School District,Instructional Supplies and Equipment,538580.0,510529.0,465101.0,1053227.0,712307.0,0280011,Colchester School District,0280011
Colchester School District,Instruction and Educational Media Services,533593.0,753087.0,683839.0,854751.0,824879.0,0280011,Colchester School District,0280011
Colchester School District,Student Support Services,2690388.0,2945053.0,3110785.0,3247524.0,3108239.0,0280011,Colchester School District,0280011
Colchester School District,Administration and Support Services,3711645.0,3670247.0,3864126.0,4254650.0,4512440.0,0280011,Colchester School District,0280011
Colchester School District,Plant Operation and Maintenance,3334850.0,3696997.0,3697155.0,3729473.0,4215815.0,0280011,Colchester School District,0280011
Colchester School District,Transportation,2591082.0,2691963.0,2672377.0,2596093.0,2685566.0,0280011,Colchester School District,0280011
Colchester School District,Students Tuitioned Out,2039292.0,1904199.0,2206891.0,2116885.0,2377942.0,0280011,Colchester School District,0280011
Colchester School District,Other,366204.0,453388.0,448608.0,480605.0,459684.0,0280011,Colchester School District,0280011
Colchester School District,Total Expenditures,37911249.0,38736961.0,39407220.0,40982800.0,41234701.0,0280011,Colchester School District,0280011
Colebrook School District,Instructional Staff and Services,1113986.0,1140258.0,1070715.0,1090568.0,1167919.0,0290011,Colebrook School District,0290011
Colebrook School District,Instructional Supplies and Equipment,10263.0,18635.0,27281.0,19166.0,20834.0,0290011,Colebrook School District,0290011
Colebrook School District,Instruction and Educational Media Services,30357.0,39365.0,15482.0,16266.0,21184.0,0290011,Colebrook School District,0290011
Colebrook School District,Student Support Services,36557.0,37400.0,40468.0,39215.0,39646.0,0290011,Colebrook School District,0290011
Colebrook School District,Administration and Support Services,260659.0,261658.0,326678.0,301065.0,298222.0,0290011,Colebrook School District,0290011
Colebrook School District,Plant Operation and Maintenance,169996.0,158312.0,179824.0,203833.0,209951.0,0290011,Colebrook School District,0290011
Colebrook School District,Transportation,95273.0,93410.0,96647.0,104103.0,120039.0,0290011,Colebrook School District,0290011
Colebrook School District,Students Tuitioned Out,162952.0,101640.0,49724.0,73676.0,73993.0,0290011,Colebrook School District,0290011
Colebrook School District,Other,11877.0,15180.0,15379.0,14198.0,9522.0,0290011,Colebrook School District,0290011
Colebrook School District,Total Expenditures,1891920.0,1865858.0,1822198.0,1862090.0,1961310.0,0290011,Colebrook School District,0290011
Columbia School District,Instructional Staff and Services,4022799.0,3814526.0,3610373.0,3899036.0,3865952.0,0300011,Columbia School District,0300011
Columbia School District,Instructional Supplies and Equipment,254014.0,76130.0,144910.0,162980.0,138362.0,0300011,Columbia School District,0300011
Columbia School District,Instruction and Educational Media Services,148759.0,171481.0,101519.0,103487.0,105628.0,0300011,Columbia School District,0300011
Columbia School District,Student Support Services,1734195.0,1636881.0,1625691.0,1709755.0,1755124.0,0300011,Columbia School District,0300011
Columbia School District,Administration and Support Services,899381.0,937632.0,973863.0,785318.0,745332.0,0300011,Columbia School District,0300011
Columbia School District,Plant Operation and Maintenance,421790.0,563339.0,592578.0,1306369.0,1298982.0,0300011,Columbia School District,0300011
Columbia School District,Transportation,740546.0,793985.0,681630.0,709958.0,721634.0,0300011,Columbia School District,0300011
Columbia School District,Students Tuitioned Out,434684.0,590402.0,696780.0,760285.0,780351.0,0300011,Columbia School District,0300011
Columbia School District,Other,408294.0,413542.0,409675.0,377509.0,364239.0,0300011,Columbia School District,0300011
Columbia School District,Total Expenditures,9064462.0,8997918.0,8837019.0,9814697.0,9775604.0,0300011,Columbia School District,0300011
Common Ground High School District,Instructional Staff and Services,1017957.0,1113969.0,1015744.0,1042985.0,1196809.0,2680013,Common Ground High School District,2680013
Common Ground High School District,Instructional Supplies and Equipment,152009.0,58406.0,66949.0,52095.0,43311.0,2680013,Common Ground High School District,2680013
