2007_08,2008_09,2009_10,2010_11,2011_12,2012_13,2013_14,2014_15,2015_16,2016_17,district,district_code,school,school_code,total,year
,,,,,,,,,654,Seymour School District,1240011,Seymour High School,1246111,654,2016-17
,,,,,,,,,551,Seymour School District,1240011,Seymour Middle School,1245111,551,2016-17
,,,,,,,,,150,Sharon School District,1250011,Sharon Center School,1250111,150,2016-17
,,,,,,,,,269,Shelton School District,1260011,Mohegan School,1260911,269,2016-17
,,,,,,,,,6,Shelton School District,1260011,Alternative Learning Center 1,1260211,6,2016-17
,,,,,,,,,*,Shelton School District,1260011,Alternative Learning Center 2,1261311,*,2016-17
,,,,,,,,,343,Shelton School District,1260011,Booth Hill School,1261011,343,2016-17
,,,,,,,,,452,Shelton School District,1260011,Elizabeth Shelton School,1260511,452,2016-17
,,,,,,,,,783,Shelton School District,1260011,Intermediate School,1265111,783,2016-17
,,,,,,,,,*,Shelton School District,1260011,Life Skills,1260311,*,2016-17
,,,,,,,,,408,Shelton School District,1260011,Long Hill School,1260811,408,2016-17
,,,,,,,,,742,Shelton School District,1260011,Perry Hill Elementary School,1261111,742,2016-17
,,,,,,,,,54,Shelton School District,1260011,Pre-Kindergarten,1260111,54,2016-17
,,,,,,,,,1481,Shelton School District,1260011,Shelton High School,1266111,1481,2016-17
,,,,,,,,,219,Shelton School District,1260011,Sunnyside School,1260611,219,2016-17
,,,,,,,,,*,Shelton School District,1260011,Therapeutic Learning Center,1261211,*,2016-17
,,,,,,,,,14,Shelton School District,1260011,Transition Program,1260711,14,2016-17
,,,,,,,,,313,Sherman School District,1270011,Sherman School,1270111,313,2016-17
,,,,,,,,,236,Side By Side Charter School District,2700013,Side By Side Charter School,2700113,236,2016-17
,,,,,,,,,*,Simsbury School District,3480015,SAGE,3480415,*,2016-17
,,,,,,,,,358,Simsbury School District,1280011,Central School,1280111,358,2016-17
,,,,,,,,,31,Simsbury School District,1280011,Farmington Valley Transition Academy,1280211,31,2016-17
,,,,,,,,,689,Simsbury School District,1280011,Henry James Memorial School,1285111,689,2016-17
,,,,,,,,,388,Simsbury School District,1280011,Latimer Lane School,1280611,388,2016-17
,,,,,,,,,1412,Simsbury School District,1280011,Simsbury High School,1286111,1412,2016-17
,,,,,,,,,659,Simsbury School District,1280011,Squadron Line School,1280711,659,2016-17
,,,,,,,,,256,Simsbury School District,1280011,Tariffville School,1280311,256,2016-17
,,,,,,,,,349,Simsbury School District,1280011,Tootin' Hills School,1280411,349,2016-17
,,,,,,,,,8,Somers School District,1290011,Aspire,1290511,8,2016-17
,,,,,,,,,358,Somers School District,1290011,Mabelle B. Avery Middle School,1295111,358,2016-17
,,,,,,,,,590,Somers School District,1290011,Somers Elementary School,1290411,590,2016-17
,,,,,,,,,467,Somers School District,1290011,Somers High School,1296111,467,2016-17
,,,,,,,,,360,South Windsor School District,1320011,Pleasant Valley School,1320211,360,2016-17
,,,,,,,,,439,South Windsor School District,1320011,Eli Terry School,1320711,439,2016-17
,,,,,,,,,422,South Windsor School District,1320011,Orchard Hill School,1320611,422,2016-17
,,,,,,,,,312,South Windsor School District,1320011,Philip R. Smith School,1320111,312,2016-17
,,,,,,,,,8,South Windsor School District,1320011,Project Worth Young Adult Academy,1329011,8,2016-17
,,,,,,,,,1326,South Windsor School District,1320011,South Windsor High School,1326211,1326,2016-17
,,,,,,,,,964,South Windsor School District,1320011,Timothy Edwards School,1325111,964,2016-17
,,,,,,,,,328,South Windsor School District,1320011,Wapping Elementary School,1320411,328,2016-17
,,,,,,,,,9,Southington School District,3480015,Hartford Detention Center,3480315,9,2016-17
,,,,,,,,,801,Southington School District,1310011,John F. Kennedy Middle School,1315311,801,2016-17
,,,,,,,,,7,Southington School District,1310011,Achieve,1311711,7,2016-17
,,,,,,,,,43,Southington School District,1310011,Alta,1310111,43,2016-17
,,,,,,,,,562,Southington School District,1310011,Derynoski Elementary School,1311511,562,2016-17
,,,,,,,,,12,Southington School District,1310011,EASE,1310511,12,2016-17
,,,,,,,,,271,Southington School District,1310011,Flanders Elementary School,1311311,271,2016-17
,,,,,,,,,348,Southington School District,1310011,Hatton Elementary School,1310211,348,2016-17
,,,,,,,,,797,Southington School District,1310011,Joseph A. Depaolo Middle School,1315111,797,2016-17
,,,,,,,,,9,Southington School District,1310011,Language Based Classroom II,1312311,9,2016-17
,,,,,,,,,7,Southington School District,1310011,Language Based Classroom at Hatton School,1310411,7,2016-17
,,,,,,,,,8,Southington School District,1310011,"Language Based Classroom, Multihandicapped",1311811,8,2016-17
,,,,,,,,,279,Southington School District,1310011,Plantsville Elementary School,1310611,279,2016-17
,,,,,,,,,8,Southington School District,1310011,STELLAR,1312211,8,2016-17
,,,,,,,,,229,Southington School District,1310011,South End Elementary School,1310711,229,2016-17
,,,,,,,,,2003,Southington School District,1310011,Southington High School,1316211,2003,2016-17
,,,,,,,,,26,Southington School District,1310011,Southington Public Schools Preschool Program,1312111,26,2016-17
,,,,,,,,,81,Southington School District,1310011,Southington Public Schools Preschool Program at Hatton School,1312011,81,2016-17
,,,,,,,,,276,Southington School District,1310011,Strong Elementary School,1310811,276,2016-17
,,,,,,,,,436,Southington School District,1310011,Thalberg Elementary School,1310911,436,2016-17
,,,,,,,,,10,Southington School District,1310011,Therapeutic Educational Alternative Model (TEAM),1311611,10,2016-17
,,,,,,,,,9,Southington School District,1310011,Therapeutic Educational Setting (TEP),1311211,9,2016-17
,,,,,,,,,315,Southington School District,1310011,Urbin T. Kelley School,1311411,315,2016-17
,,,,,,,,,336,Sprague School District,1330011,Sayles School,1330111,336,2016-17
,,,,,,,,,480,Stafford School District,1340011,Stafford Elementary School,1340611,480,2016-17
,,,,,,,,,399,Stafford School District,1340011,Stafford High School,1346111,399,2016-17
,,,,,,,,,328,Stafford School District,1340011,Stafford Middle School,1345211,328,2016-17
,,,,,,,,,9,Stafford School District,1340011,Stafford Tutoring Program,1340211,9,2016-17
,,,,,,,,,161,Stafford School District,1340011,Staffordville School,1340311,161,2016-17
,,,,,,,,,139,Stafford School District,1340011,West Stafford School,1340411,139,2016-17
,,,,,,,,,148,Stamford Academy District,2820013,Stamford Academy,2826013,148,2016-17
,,,,,,,,,217,Stamford Charter School for Excellence District,2960013,Stamford Charter School for Excellence,2960113,217,2016-17
,,,,,,,,,68,Stamford School District,1350011,Alternate Routes To Success,1350411,68,2016-17
,,,,,,,,,162,Stamford School District,1350011,Apples PreK,1350111,162,2016-17
,,,,,,,,,536,Stamford School District,1350011,Cloonan School,1355611,536,2016-17
,,,,,,,,,651,Stamford School District,1350011,Davenport Ridge School,1352011,651,2016-17
,,,,,,,,,478,Stamford School District,1350011,Dolan School,1355311,478,2016-17
,,,,,,,,,642,Stamford School District,1350011,Hart School,1352211,642,2016-17
,,,,,,,,,21,Stamford School District,1350011,Individuals Achieving Independence,1350211,21,2016-17
,,,,,,,,,601,Stamford School District,1350011,Julia A. Stark School,1351211,601,2016-17
,,,,,,,,,536,Stamford School District,1350011,K. T. Murphy School,1350511,536,2016-17
,,,,,,,,,229,Stamford School District,1350011,New School at 200 Strawberry Hill Avenue,1350711,229,2016-17
,,,,,,,,,615,Stamford School District,1350011,Newfield School,1350611,615,2016-17
,,,,,,,,,636,Stamford School District,1350011,Northeast School,1351811,636,2016-17
,,,,,,,,,70,Stamford School District,1350011,Preschool Team,1358011,70,2016-17
,,,,,,,,,703,Stamford School District,1350011,Rippowam Middle School,1355811,703,2016-17
,,,,,,,,,819,Stamford School District,1350011,Rogers International School,1350811,819,2016-17
,,,,,,,,,601,Stamford School District,1350011,Roxbury School,1350911,601,2016-17
,,,,,,,,,674,Stamford School District,1350011,Scofield Middle School,1355711,674,2016-17
,,,,,,,,,642,Stamford School District,1350011,Springdale School,1351111,642,2016-17
,,,,,,,,,1765,Stamford School District,1350011,Stamford High School,1356111,1765,2016-17
,,,,,,,,,715,Stamford School District,1350011,Stillmeadow School,1352111,715,2016-17
,,,,,,,,,666,Stamford School District,1350011,The Academy of Information Technology,1356411,666,2016-17
,,,,,,,,,678,Stamford School District,1350011,Toquam Magnet School,1351911,678,2016-17
,,,,,,,,,624,Stamford School District,1350011,Turn of River School,1355511,624,2016-17
,,,,,,,,,2138,Stamford School District,1350011,Westhill High School,1356311,2138,2016-17
,,,,,,,,,715,Stamford School District,1350011,Westover School,1351411,715,2016-17
,,,,,,,,,424,Sterling School District,1360011,Sterling Community School,1360311,424,2016-17
,,,,,,,,,*,Stonington School District,3480015,SAGE,3480415,*,2016-17
,,,,,,,,,*,Stonington School District,1370011,Community Classroom,1370811,*,2016-17
,,,,,,,,,379,Stonington School District,1370011,Deans Mill School,1370511,379,2016-17
,,,,,,,,,369,Stonington School District,1370011,Mystic Middle School,1375211,369,2016-17
,,,,,,,,,279,Stonington School District,1370011,Pawcatuck Middle School,1375111,279,2016-17
,,,,,,,,,*,Stonington School District,1370011,SAILS,1370711,*,2016-17
,,,,,,,,,20,Stonington School District,1370011,Stonington BOE Pre-School,1370111,20,2016-17
,,,,,,,,,20,Stonington School District,1370011,Stonington HS PreK,1370211,20,2016-17
,,,,,,,,,686,Stonington School District,1370011,Stonington High School,1376111,686,2016-17
,,,,,,,,,141,Stonington School District,1370011,West Broad Street School,1370411,141,2016-17
,,,,,,,,,178,Stonington School District,1370011,West Vine Street School,1370611,178,2016-17
,,,,,,,,,480,Stratford School District,1380011,Eli Whitney School,1381311,480,2016-17
,,,,,,,,,*,Stratford School District,1380011,ABA Nichols,1382511,*,2016-17
,,,,,,,,,*,Stratford School District,1380011,ABA Second Hill Lane,1380611,*,2016-17
,,,,,,,,,6,Stratford School District,1380011,ABA Whitney,1382411,6,2016-17
,,,,,,,,,31,Stratford School District,1380011,ALPHA,1380511,31,2016-17
,,,,,,,,,1019,Stratford School District,1380011,Bunnell High School,1386211,1019,2016-17
,,,,,,,,,515,Stratford School District,1380011,Chapel School,1380311,515,2016-17
,,,,,,,,,6,Stratford School District,1380011,DLC Whitney,1382311,6,2016-17
,,,,,,,,,540,Stratford School District,1380011,David Wooster Middle School,1385211,540,2016-17
,,,,,,,,,*,Stratford School District,1380011,Franklin STEPS K-2,1382111,*,2016-17
,,,,,,,,,277,Stratford School District,1380011,Franklin School,1380411,277,2016-17
,,,,,,,,,586,Stratford School District,1380011,Harry B. Flood Middle School,1385311,586,2016-17
,,,,,,,,,7,Stratford School District,1380011,High School STEPS 9-12,1382011,7,2016-17
,,,,,,,,,11,Stratford School District,1380011,High School Sails,1380711,11,2016-17
,,,,,,,,,6,Stratford School District,1380011,IPP Class Room - Second Hill Lane,1382711,6,2016-17
,,,,,,,,,*,Stratford School District,1380011,IPP Classroom - Johnson,1381111,*,2016-17
,,,,,,,,,9,Stratford School District,1380011,Johnson House STEPS 3-6,1381211,9,2016-17
,,,,,,,,,269,Stratford School District,1380011,Lordship School,1380811,269,2016-17
,,,,,,,,,*,Stratford School District,1380011,Middle School STEPS 7-8,1381911,*,2016-17
,,,,,,,,,6,Stratford School District,1380011,Middle School Sails,1381811,6,2016-17
,,,,,,,,,412,Stratford School District,1380011,Nichols School,1380911,412,2016-17
,,,,,,,,,625,Stratford School District,1380011,Second Hill Lane School,1381011,625,2016-17
,,,,,,,,,*,Stratford School District,1380011,Steps K-2 Nichols,1382611,*,2016-17
,,,,,,,,,401,Stratford School District,1380011,Stratford Academy - Johnson House,1381511,401,2016-17
,,,,,,,,,276,Stratford School District,1380011,Stratford Academy - Victoria Soto School,1382211,276,2016-17
,,,,,,,,,920,Stratford School District,1380011,Stratford High School,1386111,920,2016-17
,,,,,,,,,19,Stratford School District,1380011,Strive-Stratford,1389011,19,2016-17
,,,,,,,,,354,Stratford School District,1380011,Wilcoxson School,1381411,354,2016-17
,,,,,,,,,480,Suffield School District,1390011,A. Ward Spaulding School,1390411,480,2016-17
,,,,,,,,,470,Suffield School District,1390011,McAlister Intermediate School,1390311,470,2016-17
,,,,,,,,,798,Suffield School District,1390011,Suffield High School,1396111,798,2016-17
,,,,,,,,,523,Suffield School District,1390011,Suffield Middle School,1395111,523,2016-17
,,,,,,,,,281,The Bridge Academy District,2690013,The Bridge Academy,2696113,281,2016-17
,,,,,,,,,562,The Gilbert School District,9020022,The Gilbert School,9026122,562,2016-17
,,,,,,,,,262,Thomaston School District,1400011,Black Rock School,1400111,262,2016-17
,,,,,,,,,205,Thomaston School District,1400011,Thomaston Center School,1400211,205,2016-17
,,,,,,,,,428,Thomaston School District,1400011,Thomaston High School,1406211,428,2016-17
,,,,,,,,,*,Thompson School District,1410011,District Autism Program,1410211,*,2016-17
,,,,,,,,,411,Thompson School District,1410011,Mary R. Fisher Elementary School,1410111,411,2016-17
,,,,,,,,,346,Thompson School District,1410011,Thompson Middle School,1415111,346,2016-17
,,,,,,,,,247,Thompson School District,1410011,Tourtellotte Memorial High School,1416111,247,2016-17
,,,,,,,,,499,Tolland School District,1420011,Birch Grove Primary School,1420111,499,2016-17
,,,,,,,,,9,Tolland School District,1420011,TALC,1420311,9,2016-17
,,,,,,,,,815,Tolland School District,1420011,Tolland High School,1426111,815,2016-17
,,,,,,,,,537,Tolland School District,1420011,Tolland Intermediate School,1420211,537,2016-17
,,,,,,,,,602,Tolland School District,1420011,Tolland Middle School,1425111,602,2016-17
,,,,,,,,,365,Torrington School District,1430011,East School,1430111,365,2016-17
,,,,,,,,,*,Torrington School District,1430011,ABC / Forbes School,1431511,*,2016-17
,,,,,,,,,*,Torrington School District,1430011,ABC / Torringford,1432411,*,2016-17
,,,,,,,,,48,Torrington School District,1430011,East TPS - PreK - Reg Ed,1432211,48,2016-17
,,,,,,,,,373,Torrington School District,1430011,Forbes School,1430211,373,2016-17
,,,,,,,,,19,Torrington School District,1430011,Pre-K SpEd,1431611,19,2016-17
,,,,,,,,,314,Torrington School District,1430011,Southwest School,1430811,314,2016-17
,,,,,,,,,*,Torrington School District,1430011,Torringford Community Outreach,1432311,*,2016-17
,,,,,,,,,583,Torrington School District,1430011,Torringford School,1430911,583,2016-17
,,,,,,,,,*,Torrington School District,1430011,Torrington Expulsion Program,1431411,*,2016-17
,,,,,,,,,897,Torrington School District,1430011,Torrington High School,1436111,897,2016-17
,,,,,,,,,1029,Torrington School District,1430011,Torrington Middle School,1435111,1029,2016-17
,,,,,,,,,462,Torrington School District,1430011,Vogel-Wetmore School,1431311,462,2016-17
,,,,,,,,,129,Trailblazers Academy District,2780013,Trailblazers Academy,2785113,129,2016-17
,,,,,,,,,464,Trumbull School District,1440011,Booth Hill School,1440111,464,2016-17
,,,,,,,,,451,Trumbull School District,1440011,Daniels Farm School,1440811,451,2016-17
,,,,,,,,,9,Trumbull School District,1440011,Educating Learners in Transitional Environments (ELITE),1440611,9,2016-17
,,,,,,,,,529,Trumbull School District,1440011,Frenchtown Elementary School,1441011,529,2016-17
,,,,,,,,,772,Trumbull School District,1440011,Hillcrest Middle School,1445211,772,2016-17
,,,,,,,,,406,Trumbull School District,1440011,Jane Ryan School,1440411,406,2016-17
,,,,,,,,,835,Trumbull School District,1440011,Madison Middle School,1445111,835,2016-17
,,,,,,,,,472,Trumbull School District,1440011,Middlebrook School,1440311,472,2016-17
,,,,,,,,,15,Trumbull School District,1440011,REACH,1440511,15,2016-17
,,,,,,,,,408,Trumbull School District,1440011,Tashua School,1440911,408,2016-17
