district,language,students,els,district_code,check_dist_col
Southington School District,Polish,118,26,1310011,Southington School District
Southington School District,Albanian,44,12,1310011,Southington School District
Southington School District,Arabic,26,16,1310011,Southington School District
Southington School District,Bulgarian,<=5,<=5,1310011,Southington School District
Southington School District,Gujarati,18,<=5,1310011,Southington School District
Southington School District,Hindi,<=5,<=5,1310011,Southington School District
Southington School District,Hungarian,<=5,<=5,1310011,Southington School District
Southington School District,Japanese,<=5,<=5,1310011,Southington School District
Southington School District,Kannada,<=5,<=5,1310011,Southington School District
Southington School District,Korean,<=5,<=5,1310011,Southington School District
Southington School District,Lithuanian,<=5,<=5,1310011,Southington School District
Southington School District,Punjabi,10,<=5,1310011,Southington School District
Southington School District,Rumanian,<=5,<=5,1310011,Southington School District
Southington School District,Russian,<=5,<=5,1310011,Southington School District
Southington School District,Serbo-Croatian,8,<=5,1310011,Southington School District
Southington School District,Tamil,<=5,<=5,1310011,Southington School District
Southington School District,Telugu,<=5,<=5,1310011,Southington School District
Southington School District,Thai,<=5,<=5,1310011,Southington School District
Southington School District,Turkish,<=5,<=5,1310011,Southington School District
Southington School District,Ukrainian,6,<=5,1310011,Southington School District
Southington School District,Urdu,24,<=5,1310011,Southington School District
Southington School District,Vietnamese,22,<=5,1310011,Southington School District
Southington School District,Nepali,<=5,<=5,1310011,Southington School District
Southington School District,Bangla,<=5,<=5,1310011,Southington School District
Southington School District,Cantonese,<=5,<=5,1310011,Southington School District
Southington School District,Mandarin,17,6,1310011,Southington School District
Southington School District,Tulu,<=5,<=5,1310011,Southington School District
Southington School District,Tagalog,<=5,<=5,1310011,Southington School District
South Windsor School District,Spanish,55,22,1320011,South Windsor School District
South Windsor School District,Portuguese,10,<=5,1320011,South Windsor School District
South Windsor School District,Lao,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Italian,8,<=5,1320011,South Windsor School District
South Windsor School District,Polish,15,<=5,1320011,South Windsor School District
South Windsor School District,Greek,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Albanian,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Arabic,32,19,1320011,South Windsor School District
South Windsor School District,Bengali,9,<=5,1320011,South Windsor School District
South Windsor School District,Farsi,<=5,<=5,1320011,South Windsor School District
South Windsor School District,French,<=5,<=5,1320011,South Windsor School District
South Windsor School District,German,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Gujarati,33,<=5,1320011,South Windsor School District
South Windsor School District,Creole-Haitian,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Hindi,24,8,1320011,South Windsor School District
South Windsor School District,Icelandic,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Kannada,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Korean,23,9,1320011,South Windsor School District
South Windsor School District,Latvian,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Malayalam,17,6,1320011,South Windsor School District
South Windsor School District,Marathi,9,<=5,1320011,South Windsor School District
South Windsor School District,Pashto,6,<=5,1320011,South Windsor School District
South Windsor School District,Punjabi,7,<=5,1320011,South Windsor School District
South Windsor School District,Akan,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Rumanian,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Russian,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Serbo-Croatian,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Swedish,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Pilipino (Filipino),<=5,<=5,1320011,South Windsor School District
South Windsor School District,Tamil,12,<=5,1320011,South Windsor School District
South Windsor School District,Telugu,42,16,1320011,South Windsor School District
South Windsor School District,Thai,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Twi/Fante,6,<=5,1320011,South Windsor School District
South Windsor School District,Ukrainian,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Urdu,54,16,1320011,South Windsor School District
South Windsor School District,Vietnamese,26,6,1320011,South Windsor School District
South Windsor School District,Amharic,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Igbo,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Bangla,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Cantonese,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Kazakh,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Mandarin,31,9,1320011,South Windsor School District
South Windsor School District,Oriya,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Visayan,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Persian,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Fujianese,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Fukien,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Kochi,<=5,<=5,1320011,South Windsor School District
South Windsor School District,Saurashtra,<=5,<=5,1320011,South Windsor School District
Sprague School District,Spanish,7,<=5,1330011,Sprague School District
Sprague School District,Gujarati,<=5,<=5,1330011,Sprague School District
Stafford School District,Spanish,7,<=5,1340011,Stafford School District
Stafford School District,Lao,<=5,<=5,1340011,Stafford School District
Stafford School District,Hmong,<=5,<=5,1340011,Stafford School District
Stafford School District,Polish,<=5,<=5,1340011,Stafford School District
Stafford School District,Arabic,<=5,<=5,1340011,Stafford School District
Stafford School District,German,<=5,<=5,1340011,Stafford School District
Stafford School District,Japanese,<=5,<=5,1340011,Stafford School District
Stafford School District,Russian,<=5,<=5,1340011,Stafford School District
Stafford School District,Thai,<=5,<=5,1340011,Stafford School District
Stafford School District,Urdu,<=5,<=5,1340011,Stafford School District
Stafford School District,Mandarin,<=5,<=5,1340011,Stafford School District
Stafford School District,Patois,<=5,<=5,1340011,Stafford School District
Stamford School District,Spanish,4256,1583,1350011,Stamford School District
Stamford School District,Portuguese,66,15,1350011,Stamford School District
Stamford School District,Italian,12,<=5,1350011,Stamford School District
Stamford School District,Polish,187,29,1350011,Stamford School District
Stamford School District,Greek,18,<=5,1350011,Stamford School District
Stamford School District,Afrikaans,<=5,<=5,1350011,Stamford School District
Stamford School District,Albanian,76,20,1350011,Stamford School District
Stamford School District,Arabic,49,14,1350011,Stamford School District
Stamford School District,Armenian,<=5,<=5,1350011,Stamford School District
Stamford School District,Balinese,<=5,<=5,1350011,Stamford School District
Stamford School District,Bengali,160,69,1350011,Stamford School District
Stamford School District,Bulgarian,<=5,<=5,1350011,Stamford School District
Stamford School District,Czech,10,<=5,1350011,Stamford School District
Stamford School District,Danish,<=5,<=5,1350011,Stamford School District
Stamford School District,Dutch,7,<=5,1350011,Stamford School District
Stamford School District,Eskimo,<=5,<=5,1350011,Stamford School District
Stamford School District,Estonian,<=5,<=5,1350011,Stamford School District
Stamford School District,Farsi,<=5,<=5,1350011,Stamford School District
Stamford School District,Finnish,<=5,<=5,1350011,Stamford School District
Stamford School District,French,55,15,1350011,Stamford School District
Stamford School District,German,<=5,<=5,1350011,Stamford School District
Stamford School District,Gujarati,26,<=5,1350011,Stamford School District
Stamford School District,Creole-Haitian,470,185,1350011,Stamford School District
Stamford School District,Hausa,<=5,<=5,1350011,Stamford School District
Stamford School District,Hindi,102,13,1350011,Stamford School District
Stamford School District,Hungarian,<=5,<=5,1350011,Stamford School District
Stamford School District,Ilongot,<=5,<=5,1350011,Stamford School District
Stamford School District,Konkani,6,<=5,1350011,Stamford School District
Stamford School District,Japanese,7,<=5,1350011,Stamford School District
Stamford School District,Kannada,9,<=5,1350011,Stamford School District
Stamford School District,Korean,6,<=5,1350011,Stamford School District
Stamford School District,Hebrew,<=5,<=5,1350011,Stamford School District
Stamford School District,Lithuanian,<=5,<=5,1350011,Stamford School District
Stamford School District,Macedonian,<=5,<=5,1350011,Stamford School District
Stamford School District,Malay(Indonesian),<=5,<=5,1350011,Stamford School District
Stamford School District,Malayalam,16,<=5,1350011,Stamford School District
Stamford School District,Marathi,16,<=5,1350011,Stamford School District
Stamford School District,Norwegian,<=5,<=5,1350011,Stamford School District
Stamford School District,Punjabi,7,<=5,1350011,Stamford School District
Stamford School District,Rumanian,6,<=5,1350011,Stamford School District
Stamford School District,Russian,90,15,1350011,Stamford School District
Stamford School District,Serbo-Croatian,14,<=5,1350011,Stamford School District
Stamford School District,Singhalese,<=5,<=5,1350011,Stamford School District
Stamford School District,Slovak,<=5,<=5,1350011,Stamford School District
Stamford School District,Swahili,<=5,<=5,1350011,Stamford School District
Stamford School District,Pilipino (Filipino),47,<=5,1350011,Stamford School District
Stamford School District,Tamil,48,8,1350011,Stamford School District
Stamford School District,Telugu,62,12,1350011,Stamford School District
Stamford School District,Tigrinya,<=5,<=5,1350011,Stamford School District
Stamford School District,Turkish,<=5,<=5,1350011,Stamford School District
Stamford School District,Twi/Fante,<=5,<=5,1350011,Stamford School District
Stamford School District,Ukrainian,102,43,1350011,Stamford School District
Stamford School District,Urdu,41,9,1350011,Stamford School District
Stamford School District,Yoruba,<=5,<=5,1350011,Stamford School District
Stamford School District,Vietnamese,11,<=5,1350011,Stamford School District
Stamford School District,Igbo,<=5,<=5,1350011,Stamford School District
Stamford School District,Creole-Cape Verdean,10,<=5,1350011,Stamford School District
Stamford School District,Nepali,<=5,<=5,1350011,Stamford School District
Stamford School District,Bangla,11,10,1350011,Stamford School District
Stamford School District,Cantonese,7,<=5,1350011,Stamford School District
Stamford School District,Ewe,<=5,<=5,1350011,Stamford School District
Stamford School District,Mandarin,81,9,1350011,Stamford School District
Stamford School District,Oriya,<=5,<=5,1350011,Stamford School District
Stamford School District,Tibetan,<=5,<=5,1350011,Stamford School District
Stamford School District,Tulu,<=5,<=5,1350011,Stamford School District
Stamford School District,Creole-Jaotoam,<=5,<=5,1350011,Stamford School District
Stamford School District,Patois,8,<=5,1350011,Stamford School District
Stamford School District,Sinhala,<=5,<=5,1350011,Stamford School District
Stamford School District,Georgian,<=5,<=5,1350011,Stamford School District
