school_code,district_code,district,school,free,non_subsidized,reduced,total,year
0590111,0590011,Groton School District,S. B. Butler School,21,286,10,317,2007-08
0595211,0590011,Groton School District,West Side Middle School,81,180,32,293,2007-08
0600711,0600011,Guilford School District,A. Baldwin Middle School,26,576,6,608,2007-08
0600611,0600011,Guilford School District,A. W. Cox School,*,333,*,347,2007-08
0600411,0600011,Guilford School District,Calvin Leete School,8,292,7,307,2007-08
0605111,0600011,Guilford School District,E. C. Adams Middle School,17,576,7,600,2007-08
0606111,0600011,Guilford School District,Guilford High School,27,1116,11,1154,2007-08
0600211,0600011,Guilford School District,Guilford Lakes School,*,429,*,449,2007-08
0600311,0600011,Guilford School District,Melissa Jones School,11,330,9,350,2007-08
0628011,0620011,Hamden School District,Alice Peck Learning Center,0,96,0,96,2007-08
0621211,0620011,Hamden School District,Bear Path School,38,409,17,464,2007-08
0620211,0620011,Hamden School District,Church Street School,170,146,66,382,2007-08
0620311,0620011,Hamden School District,Dunbar Hill School,76,253,48,377,2007-08
0626111,0620011,Hamden School District,Hamden High School,174,1942,76,2192,2007-08
0625211,0620011,Hamden School District,Hamden Middle School,149,719,45,913,2007-08
0629011,0620011,Hamden School District,Hamden Transition Academy,0,*,0,*,2007-08
0620411,0620011,Hamden School District,Helen Street School,110,184,49,343,2007-08
0621111,0620011,Hamden School District,Ridge Hill School,117,192,39,348,2007-08
0620111,0620011,Hamden School District,Shepherd Glen School,192,138,0,330,2007-08
0621011,0620011,Hamden School District,Spring Glen School,52,239,28,319,2007-08
0621411,0620011,Hamden School District,West Woods School,37,444,14,495,2007-08
0630111,0630011,Hampton School District,Hampton Elementary School,*,155,*,166,2007-08
0640711,0640011,Hartford School District,Asian Studies Academy at Bellizzi School,434,0,0,434,2007-08
0640311,0640011,Hartford School District,Barnard-Brown School,333,0,0,333,2007-08
0640411,0640011,Hartford School District,Batchelder School,578,0,0,578,2007-08
0642811,0640011,Hartford School District,Betances Early Reading Lab Magnet School,403,0,0,403,2007-08
0643311,0640011,Hartford School District,Breakthrough Magnet School,320,0,0,320,2007-08
0646111,0640011,Hartford School District,Bulkeley High School Lower School,1484,0,0,1484,2007-08
0640611,0640011,Hartford School District,Burns Latino Studies Academy,533,0,0,533,2007-08
0642311,0640011,Hartford School District,Burr School,537,0,0,537,2007-08
0646911,0640011,Hartford School District,Capital Preparatory Magnet School,107,102,57,266,2007-08
0642411,0640011,Hartford School District,Clark School,442,0,0,442,2007-08
0646411,0640011,Hartford School District,Classical Magnet School,259,270,91,620,2007-08
0645311,0640011,Hartford School District,Dr. Joseph Bellizzi Middle School,447,0,0,447,2007-08
0640911,0640011,Hartford School District,Environmental Sciences Magnet at Hooker School,403,0,0,403,2007-08
0643211,0640011,Hartford School District,Expeditionary Learning Academy at Moylan School,598,0,0,598,2007-08
0645111,0640011,Hartford School District,Fox Middle School,461,0,0,461,2007-08
0645411,0640011,Hartford School District,Hartford Magnet Trinity College Academy,602,0,0,602,2007-08
0646211,0640011,Hartford School District,Hartford Public High School,1567,*,*,1569,2007-08
0649011,0640011,Hartford School District,Hartford Transitional Learning Academy (Elementary),64,0,0,64,2007-08
0649111,0640011,Hartford School District,Hartford Transitional Learning Academy (Secondary),55,0,0,55,2007-08
0641011,0640011,Hartford School District,Kennelly School,809,0,0,809,2007-08
0641111,0640011,Hartford School District,Kinsella Magnet School of Performing Arts,517,0,0,517,2007-08
0648011,0640011,Hartford School District,Little Owls Learning Center,12,0,0,12,2007-08
0640811,0640011,Hartford School District,M. D. Fox School,824,0,0,824,2007-08
0641611,0640011,Hartford School District,"M. L. King, Jr. School",600,0,0,600,2007-08
0641211,0640011,Hartford School District,McDonough Middle School,440,0,0,440,2007-08
0641911,0640011,Hartford School District,Milner School,360,0,0,360,2007-08
0641411,0640011,Hartford School District,Naylor/CCSU Leadership Academy,564,0,0,564,2007-08
0641511,0640011,Hartford School District,Parkville Community School,596,0,0,596,2007-08
0646611,0640011,Hartford School District,Pathways Academy of Technology and Design,350,0,0,350,2007-08
0645211,0640011,Hartford School District,Quirk Middle School,575,0,0,575,2007-08
0641711,0640011,Hartford School District,Rawson School,586,0,0,586,2007-08
0640111,0640011,Hartford School District,SAND School,366,0,0,366,2007-08
0642511,0640011,Hartford School District,STEM Magnet at Fisher School,560,0,0,560,2007-08
0643011,0640011,Hartford School District,Sanchez School,580,0,0,580,2007-08
0642611,0640011,Hartford School District,Simpson-Waverly School,366,0,0,366,2007-08
0646511,0640011,Hartford School District,Sports and Medical Sciences Academy,395,0,0,395,2007-08
0641811,0640011,Hartford School District,Twain School,282,0,0,282,2007-08
0646711,0640011,Hartford School District,University High School of Science and Engineering,119,168,55,342,2007-08
0646311,0640011,Hartford School District,Weaver High School,1259,0,0,1259,2007-08
0642011,0640011,Hartford School District,Webster Micro Society Magnet School,*,*,0,620,2007-08
0642111,0640011,Hartford School District,West Middle School,768,0,0,768,2007-08
0642211,0640011,Hartford School District,Wish Museum School,437,0,0,437,2007-08
0650111,0650011,Hartland School District,Hartland School,*,*,0,235,2007-08
0670211,0670011,Hebron School District,Gilead Hill School,*,494,*,507,2007-08
0670111,0670011,Hebron School District,Hebron Elementary School,16,662,19,697,2007-08
2860113,2860013,Highville Charter School District,Highville Charter School,89,144,44,277,2007-08
2640113,2640013,Integrated Day Charter School District,Integrated Day Charter School,41,256,33,330,2007-08
2655113,2650013,Interdistrict School for Arts and Comm District,Interdistrict School For Arts And Communication,91,72,18,181,2007-08
2610113,2610013,Jumoke Academy District,Jumoke Academy,301,0,68,369,2007-08
0680111,0680011,Kent School District,Kent Center School,8,236,13,257,2007-08
0698011,0690011,Killingly School District,Goodyear Early Childhood Center,13,49,9,71,2007-08
0690111,0690011,Killingly School District,Killingly Central School,121,290,44,455,2007-08
0696111,0690011,Killingly School District,Killingly High School,190,582,64,836,2007-08
0695211,0690011,Killingly School District,Killingly Intermediate School,215,503,101,819,2007-08
0690311,0690011,Killingly School District,Killingly Memorial School,149,324,58,531,2007-08
2459014,2450014,Learn,Learn Special Education,*,*,0,35,2007-08
2450114,2450014,Learn,Regional Multicultural Magnet School,175,290,63,528,2007-08
2450214,2450014,Learn,The Friendship School,160,318,36,514,2007-08
0710111,0710011,Lebanon School District,Lebanon Elementary School,40,452,20,512,2007-08
0715111,0710011,Lebanon School District,Lebanon Middle School,22,385,16,423,2007-08
0716211,0710011,Lebanon School District,Lyman Memorial High School,25,553,9,587,2007-08
0720211,0720011,Ledyard School District,Gales Ferry School,13,209,8,230,2007-08
0720411,0720011,Ledyard School District,Gallup Hill School,25,319,20,364,2007-08
0720311,0720011,Ledyard School District,Juliet W. Long School,23,354,8,385,2007-08
0720111,0720011,Ledyard School District,Ledyard Center School,28,385,10,423,2007-08
0726111,0720011,Ledyard School District,Ledyard High School,83,920,56,1059,2007-08
0725111,0720011,Ledyard School District,Ledyard Middle School,37,369,14,420,2007-08
0730111,0730011,Lisbon School District,Lisbon Central School,44,500,31,575,2007-08
0740211,0740011,Litchfield School District,Center School,7,323,7,337,2007-08
0746111,0740011,Litchfield School District,Litchfield High School,18,586,20,624,2007-08
0740311,0740011,Litchfield School District,Litchfield Intermediate School,13,227,10,250,2007-08
0766111,0760011,Madison School District,Daniel Hand High School,*,1218,*,1237,2007-08
0760611,0760011,Madison School District,Dr. Robert H. Brown Middle School,*,*,0,600,2007-08
0760211,0760011,Madison School District,Island Avenue Elementary School,9,298,0,307,2007-08
0760111,0760011,Madison School District,J. Milton Jeffrey Elementary School,*,626,*,632,2007-08
0760311,0760011,Madison School District,Kathleen H. Ryerson Elementary School,*,346,*,348,2007-08
0765211,0760011,Madison School District,Walter C. Polson Upper Middle School,*,638,*,645,2007-08
0770911,0770011,Manchester School District,Nathan Hale School,183,131,29,343,2007-08
0770111,0770011,Manchester School District,Bowers School,124,317,49,490,2007-08
0770311,0770011,Manchester School District,Buckley School,62,290,19,371,2007-08
0770411,0770011,Manchester School District,Highland Park School,42,246,8,296,2007-08
0775311,0770011,Manchester School District,Illing Middle School,301,524,90,915,2007-08
0770611,0770011,Manchester School District,Keeney School,64,342,11,417,2007-08
0776111,0770011,Manchester School District,Manchester High School,447,1491,139,2077,2007-08
0778011,0770011,Manchester School District,Manchester Preschool Center,*,*,0,46,2007-08
0779011,0770011,Manchester School District,Manchester Regional Academy,46,*,*,90,2007-08
0771611,0770011,Manchester School District,Martin School,38,179,10,227,2007-08
0771011,0770011,Manchester School District,Robertson School,132,243,38,413,2007-08
0771211,0770011,Manchester School District,Verplanck School,182,175,33,390,2007-08
0771311,0770011,Manchester School District,Waddell School,124,207,29,360,2007-08
0771411,0770011,Manchester School District,Washington School,204,134,57,395,2007-08
0780411,0780011,Mansfield School District,Annie E. Vinton School,14,239,9,262,2007-08
0780211,0780011,Mansfield School District,Dorothy C. Goodwin School,45,149,8,202,2007-08
0785111,0780011,Mansfield School District,Mansfield Middle School,54,523,17,594,2007-08
0780511,0780011,Mansfield School District,Southeast Elementary School,27,203,14,244,2007-08
0790111,0790011,Marlborough School District,Elmer Thienes-Mary Hall Elementary School,16,637,7,660,2007-08
0800711,0800011,Meriden School District,Nathan Hale School,332,274,16,622,2007-08
0800111,0800011,Meriden School District,Benjamin Franklin School,218,203,13,434,2007-08
0801111,0800011,Meriden School District,Casimir Pulaski School,487,220,26,733,2007-08
0806111,0800011,Meriden School District,Francis T. Maloney High School,567,730,24,1321,2007-08
0800311,0800011,Meriden School District,Hanover School,245,333,11,589,2007-08
0800411,0800011,Meriden School District,Israel Putnam School,346,254,23,623,2007-08
0800511,0800011,Meriden School District,John Barry School,395,124,19,538,2007-08
0805211,0800011,Meriden School District,Lincoln Middle School,389,365,23,777,2007-08
0806211,0800011,Meriden School District,Orville H. Platt High School,650,545,18,1213,2007-08
0800811,0800011,Meriden School District,Roger Sherman School,354,223,13,590,2007-08
0801011,0800011,Meriden School District,Thomas Hooker School,229,263,15,507,2007-08
0805411,0800011,Meriden School District,Washington Middle School,488,355,25,868,2007-08
0830211,0830011,Middletown School District,Bielefield School,117,202,32,351,2007-08
0839011,0830011,Middletown School District,DEAL Program,*,11,*,24,2007-08
0830511,0830011,Middletown School District,Farm Hill School,87,201,21,309,2007-08
0831511,0830011,Middletown School District,Keigwin Middle School,89,245,23,357,2007-08
0831311,0830011,Middletown School District,Lawrence School,59,210,17,286,2007-08
0830911,0830011,Middletown School District,MacDonough School,143,51,26,220,2007-08
0836211,0830011,Middletown School District,Middletown High School,255,1000,82,1337,2007-08
0831211,0830011,Middletown School District,Moody School,96,280,15,391,2007-08
0831111,0830011,Middletown School District,Snow School,97,233,20,350,2007-08
0830111,0830011,Middletown School District,Spencer School,96,253,35,384,2007-08
0831411,0830011,Middletown School District,Wesley School,77,233,26,336,2007-08
0835411,0830011,Middletown School District,Woodrow Wilson Middle School,160,483,57,700,2007-08
0840111,0840011,Milford School District,Calf Pen Meadow School,*,322,*,345,2007-08
0845111,0840011,Milford School District,East Shore Middle School,44,544,31,619,2007-08
0845211,0840011,Milford School District,Harborside Middle School,52,465,31,548,2007-08
0841911,0840011,Milford School District,J. F. Kennedy School,38,339,14,391,2007-08
0846211,0840011,Milford School District,Jonathan Law High School,127,839,67,1033,2007-08
0846311,0840011,Milford School District,Joseph A. Foran High School,74,904,34,1012,2007-08
0841611,0840011,Milford School District,Live Oaks School,15,322,12,349,2007-08
0841711,0840011,Milford School District,Mathewson School,13,465,15,493,2007-08
0840711,0840011,Milford School District,Meadowside School,49,278,31,358,2007-08
0840811,0840011,Milford School District,Orange Avenue School,29,456,12,497,2007-08
0841811,0840011,Milford School District,Orchard Hills School,32,395,12,439,2007-08
0841011,0840011,Milford School District,Pumpkin Delight School,35,237,10,282,2007-08
0841411,0840011,Milford School District,Simon Lake School,63,291,25,379,2007-08
