american_indian,american_indian_or_alaska_native,asian,black_not_of_hispanic_origin,black_or_african_american,district,district_code,hispanic_latino,hispanic_latino_of_any_race,native_hawaiian_or_other_pacific_islander,not_reported,school,school_code,total,two_or_more_races,white,white_not_of_hispanic_origin,year
,*,72,,59,Shelton School District,1260011,,138,0,,Shelton High School,1266111,1578,*,1299,,2012-13
,*,26,,16,Shelton School District,1260011,,25,0,,Sunnyside School,1260611,237,*,163,,2012-13
,*,*,,*,Sherman School District,1270011,,7,0,,Sherman School,1270111,383,11,358,,2012-13
,0,21,,67,Side By Side Charter School District,2700013,,83,*,,Side By Side Charter School,2700113,233,*,47,,2012-13
,0,29,,14,Simsbury School District,1280011,,34,0,,Central School,1280111,397,11,309,,2012-13
,0,50,,39,Simsbury School District,1280011,,*,0,,Henry James Memorial School,1285111,748,*,634,,2012-13
,0,27,,17,Simsbury School District,1280011,,26,0,,Latimer Lane School,1280611,444,6,368,,2012-13
,0,55,,75,Simsbury School District,1280011,,70,0,,Simsbury High School,1286111,1559,7,1352,,2012-13
,0,42,,*,Simsbury School District,1280011,,30,0,,Squadron Line School,1280711,659,*,556,,2012-13
,0,*,,31,Simsbury School District,1280011,,21,0,,Tariffville School,1280311,286,*,214,,2012-13
,0,25,,26,Simsbury School District,1280011,,31,0,,Tootin' Hills School,1280411,435,6,347,,2012-13
,0,*,,7,Somers School District,1290011,,16,0,,Mabelle B. Avery Middle School,1295111,363,*,330,,2012-13
,0,*,,14,Somers School District,1290011,,23,*,,Somers Elementary School,1290411,674,12,616,,2012-13
,*,9,,14,Somers School District,1290011,,15,0,,Somers High School,1296111,540,*,491,,2012-13
,0,61,,20,South Windsor School District,1320011,,34,0,,Pleasant Valley School,1320211,360,16,229,,2012-13
,0,23,,26,South Windsor School District,1320011,,36,0,,Eli Terry School,1320711,423,47,291,,2012-13
,0,75,,26,South Windsor School District,1320011,,22,*,,Orchard Hill School,1320611,366,*,232,,2012-13
,0,64,,19,South Windsor School District,1320011,,17,*,,Philip R. Smith School,1320111,343,*,240,,2012-13
,0,0,,*,South Windsor School District,1320011,,0,0,,Project Worth Young Adult Academy,1329011,*,0,*,,2012-13
,*,131,,65,South Windsor School District,1320011,,96,*,,South Windsor High School,1326211,1409,25,1086,,2012-13
,*,111,,59,South Windsor School District,1320011,,83,*,,Timothy Edwards School,1325111,1065,32,775,,2012-13
,0,38,,22,South Windsor School District,1320011,,28,*,,Wapping Elementary School,1320411,306,*,212,,2012-13
,*,24,,17,Southington School District,1310011,,32,*,,John F. Kennedy Middle School,1315311,845,25,743,,2012-13
,0,18,,11,Southington School District,1310011,,27,0,,Derynoski Elementary School,1311511,666,20,590,,2012-13
,0,13,,*,Southington School District,1310011,,23,0,,Flanders Elementary School,1311311,280,*,227,,2012-13
,*,*,,7,Southington School District,1310011,,26,0,,Hatton Elementary School,1310211,458,16,403,,2012-13
,0,25,,6,Southington School District,1310011,,49,0,,Joseph A. Depaolo Middle School,1315111,735,14,641,,2012-13
,*,9,,12,Southington School District,1310011,,12,0,,Plantsville Elementary School,1310611,283,*,244,,2012-13
,*,*,,14,Southington School District,1310011,,20,0,,South End Elementary School,1310711,235,8,187,,2012-13
,0,56,,43,Southington School District,1310011,,114,0,,Southington High School,1316211,2037,37,1787,,2012-13
,0,*,,10,Southington School District,1310011,,14,*,,Strong Elementary School,1310811,356,11,311,,2012-13
,*,26,,*,Southington School District,1310011,,24,0,,Thalberg Elementary School,1310911,428,10,363,,2012-13
,0,12,,*,Southington School District,1310011,,17,*,,Urbin T. Kelley School,1311411,374,7,333,,2012-13
,*,*,,7,Sprague School District,1330011,,46,0,,Sayles School,1330111,370,33,282,,2012-13
,8,13,,*,Stafford School District,1340011,,22,0,,Stafford Elementary School,1340611,477,*,425,,2012-13
,0,*,,*,Stafford School District,1340011,,14,0,,Stafford High School,1346111,480,9,447,,2012-13
,*,*,,0,Stafford School District,1340011,,26,*,,Stafford Middle School,1345211,383,6,344,,2012-13
,0,0,,*,Stafford School District,1340011,,10,0,,Staffordville School,1340311,178,*,162,,2012-13
,0,0,,*,Stafford School District,1340011,,15,0,,West Stafford School,1340411,198,*,168,,2012-13
,0,*,,79,Stamford Academy District,2820013,,51,0,,Stamford Academy,2826013,138,*,*,,2012-13
,0,*,,154,Stamford School District,1350011,,188,0,,Cloonan School,1355611,597,*,204,,2012-13
,0,*,,88,Stamford School District,1350011,,183,0,,Davenport Ridge School,1352011,542,*,208,,2012-13
,0,*,,124,Stamford School District,1350011,,219,0,,Dolan School,1355311,531,*,162,,2012-13
,0,113,,119,Stamford School District,1350011,,221,0,,Hart School,1352211,587,7,127,,2012-13
,0,45,,106,Stamford School District,1350011,,279,*,,Julia A. Stark School,1351211,612,*,170,,2012-13
,0,106,,65,Stamford School District,1350011,,267,0,,K. T. Murphy School,1350511,556,9,109,,2012-13
,0,84,,121,Stamford School District,1350011,,236,0,,Newfield School,1350611,690,10,239,,2012-13
,*,45,,110,Stamford School District,1350011,,231,0,,Northeast School,1351811,686,*,292,,2012-13
,0,*,,*,Stamford School District,1350011,,20,0,,Preschool Team,1358011,48,*,19,,2012-13
,0,*,,163,Stamford School District,1350011,,206,0,,Rippowam Middle School,1355811,654,*,244,,2012-13
,*,37,,100,Stamford School District,1350011,,299,0,,Rogers International School,1350811,823,*,374,,2012-13
,0,*,,156,Stamford School District,1350011,,257,0,,Roxbury School,1350911,647,*,183,,2012-13
,*,50,,97,Stamford School District,1350011,,197,0,,Scofield Middle School,1355711,624,*,273,,2012-13
,0,40,,93,Stamford School District,1350011,,300,0,,Springdale School,1351111,654,7,214,,2012-13
,0,90,,559,Stamford School District,1350011,,621,0,,Stamford High School,1356111,1952,9,673,,2012-13
,*,55,,110,Stamford School District,1350011,,323,0,,Stillmeadow School,1352111,767,*,255,,2012-13
,0,76,,117,Stamford School District,1350011,,166,0,,The Academy of Information Technology,1356411,684,7,318,,2012-13
,*,78,,117,Stamford School District,1350011,,307,*,,Toquam Magnet School,1351911,680,*,172,,2012-13
,0,*,,85,Stamford School District,1350011,,223,0,,Turn of River School,1355511,578,*,224,,2012-13
,0,*,,424,Stamford School District,1350011,,787,0,,Westhill High School,1356311,2130,*,774,,2012-13
,0,117,,191,Stamford School District,1350011,,218,0,,Westover School,1351411,716,16,174,,2012-13
,*,*,,*,Sterling School District,1360011,,20,0,,Sterling Community School,1360311,498,15,454,,2012-13
,*,15,,10,Stonington School District,1370011,,19,*,,Deans Mill School,1370511,485,7,432,,2012-13
,0,11,,*,Stonington School District,1370011,,*,0,,Mystic Middle School,1375211,416,*,390,,2012-13
,0,11,,*,Stonington School District,1370011,,11,0,,Pawcatuck Middle School,1375111,332,*,302,,2012-13
,*,31,,26,Stonington School District,1370011,,22,0,,Stonington High School,1376111,771,*,687,,2012-13
,*,*,,*,Stonington School District,1370011,,10,0,,West Broad Street School,1370411,131,*,109,,2012-13
,*,6,,*,Stonington School District,1370011,,14,0,,West Vine Street School,1370611,210,*,184,,2012-13
,0,18,,87,Stratford School District,1380011,,116,0,,Eli Whitney School,1381311,520,7,292,,2012-13
,*,32,,239,Stratford School District,1380011,,297,*,,Bunnell High School,1386211,1210,27,609,,2012-13
,*,17,,126,Stratford School District,1380011,,133,*,,Chapel School,1380311,555,13,264,,2012-13
,*,*,,109,Stratford School District,1380011,,120,0,,David Wooster Middle School,1385211,529,15,268,,2012-13
,0,9,,70,Stratford School District,1380011,,109,0,,Franklin School,1380411,293,11,94,,2012-13
,*,14,,120,Stratford School District,1380011,,158,0,,Harry B. Flood Middle School,1385311,556,*,253,,2012-13
,0,10,,47,Stratford School District,1380011,,51,0,,Honeyspot School,1381611,218,12,98,,2012-13
,0,*,,65,Stratford School District,1380011,,65,0,,Lordship School,1380811,232,*,91,,2012-13
,*,17,,78,Stratford School District,1380011,,146,0,,Nichols School,1380911,437,*,185,,2012-13
,*,22,,121,Stratford School District,1380011,,190,0,,Second Hill Lane School,1381011,678,*,322,,2012-13
,0,0,,9,Stratford School District,1380011,,*,0,,Secondary STEPS Program,1389111,13,0,*,,2012-13
,0,23,,114,Stratford School District,1380011,,98,0,,Stratford Academy - Johnson House,1381511,470,15,220,,2012-13
,*,20,,275,Stratford School District,1380011,,307,0,,Stratford High School,1386111,1075,*,455,,2012-13
,0,0,,*,Stratford School District,1380011,,*,0,,Strive-Stratford,1389011,17,0,7,,2012-13
,0,17,,55,Stratford School District,1380011,,89,0,,Wilcoxson School,1381411,376,11,204,,2012-13
,0,13,,20,Suffield School District,1390011,,28,0,,A. Ward Spaulding School,1390411,444,7,376,,2012-13
,*,12,,19,Suffield School District,1390011,,26,0,,McAlister Intermediate School,1390311,541,*,482,,2012-13
,*,20,,27,Suffield School District,1390011,,29,0,,Suffield High School,1396111,860,*,781,,2012-13
,*,18,,26,Suffield School District,1390011,,28,0,,Suffield Middle School,1395111,599,*,523,,2012-13
,*,*,,148,The Bridge Academy District,2690013,,104,*,,The Bridge Academy,2696113,276,17,*,,2012-13
,*,*,,14,The Gilbert School District,9020022,,62,0,,The Gilbert School,9026122,505,24,394,,2012-13
,0,*,,*,Thomaston School District,1400011,,6,*,,Black Rock School,1400111,310,7,291,,2012-13
,*,*,,*,Thomaston School District,1400011,,6,0,,Thomaston Center School,1400211,256,*,238,,2012-13
,*,*,,*,Thomaston School District,1400011,,11,0,,Thomaston High School,1406211,438,*,418,,2012-13
,0,*,,*,Thompson School District,1410011,,16,0,,Mary R. Fisher Elementary School,1410111,471,19,434,,2012-13
,*,*,,*,Thompson School District,1410011,,11,0,,Thompson Middle School,1415111,380,10,353,,2012-13
,*,0,,*,Thompson School District,1410011,,7,0,,Tourtellotte Memorial High School,1416111,302,6,287,,2012-13
,0,29,,12,Tolland School District,1420011,,15,*,,Birch Grove Primary School,1420111,582,*,523,,2012-13
,*,35,,*,Tolland School District,1420011,,16,0,,Tolland High School,1426111,900,0,833,,2012-13
,*,19,,*,Tolland School District,1420011,,22,0,,Tolland Intermediate School,1420211,666,0,618,,2012-13
,*,22,,*,Tolland School District,1420011,,17,0,,Tolland Middle School,1425111,688,0,635,,2012-13
,*,15,,14,Torrington School District,1430011,,23,0,,East School,1430111,392,*,330,,2012-13
,0,13,,8,Torrington School District,1430011,,120,0,,Forbes School,1430211,395,23,231,,2012-13
,0,11,,19,Torrington School District,1430011,,71,0,,Southwest School,1430811,328,16,211,,2012-13
,*,27,,19,Torrington School District,1430011,,76,*,,Torringford School,1430911,610,19,465,,2012-13
,*,44,,58,Torrington School District,1430011,,194,0,,Torrington High School,1436111,1101,*,776,,2012-13
,*,30,,44,Torrington School District,1430011,,182,*,,Torrington Middle School,1435111,1056,26,768,,2012-13
,0,*,,24,Torrington School District,1430011,,159,*,,Vogel-Wetmore School,1431311,473,19,257,,2012-13
,0,0,,91,Trailblazers Academy District,2780013,,70,0,,Trailblazers Academy,2785113,168,0,7,,2012-13
,*,31,,17,Trumbull School District,1440011,,42,0,,Booth Hill School,1440111,526,*,429,,2012-13
,*,47,,13,Trumbull School District,1440011,,23,0,,Daniels Farm School,1440811,468,*,380,,2012-13
,*,73,,44,Trumbull School District,1440011,,66,0,,Frenchtown Elementary School,1441011,637,*,450,,2012-13
,*,44,,*,Trumbull School District,1440011,,47,0,,Hillcrest Middle School,1445211,777,0,648,,2012-13
,0,16,,9,Trumbull School District,1440011,,26,0,,Jane Ryan School,1440411,392,0,341,,2012-13
,*,58,,34,Trumbull School District,1440011,,72,0,,Madison Middle School,1445111,848,*,680,,2012-13
,*,28,,23,Trumbull School District,1440011,,43,*,,Middlebrook School,1440311,464,*,365,,2012-13
,0,36,,*,Trumbull School District,1440011,,21,0,,Tashua School,1440911,386,*,320,,2012-13
,0,16,,*,Trumbull School District,1440011,,31,0,,Trumbull Early Childhood Education Center,1448011,225,*,165,,2012-13
,*,130,,*,Trumbull School District,1440011,,177,0,,Trumbull High School,1446111,2195,0,1781,,2012-13
,0,0,,10,Unified School District #1,3360015,,*,0,,Bridgeport Correctional Center,3360115,17,*,*,,2012-13
,0,0,,*,Unified School District #1,3360015,,*,0,,Brooklyn Correctional Institution,3360215,*,0,0,,2012-13
,0,0,,16,Unified School District #1,3360015,,13,0,,Cheshire Correctional Institution,3360315,29,0,0,,2012-13
,0,0,,12,Unified School District #1,3360015,,*,0,,Corrigan/Radgowski Correctional Institution,3362415,21,0,*,,2012-13
,0,0,,7,Unified School District #1,3360015,,*,0,,Enfield Correctional Institution,3360415,12,*,*,,2012-13
,0,*,,15,Unified School District #1,3360015,,6,0,,Garner Correctional Institution,3361915,23,0,*,,2012-13
,0,0,,14,Unified School District #1,3360015,,19,0,,Hartford Correctional Center,3360615,38,*,*,,2012-13
,0,0,,39,Unified School District #1,3360015,,13,0,,MacDougall/Walker Correctional Institution,3362215,60,*,*,,2012-13
,*,*,,171,Unified School District #1,3360015,,101,0,,Manson Youth Institution,3361115,315,*,38,,2012-13
,0,0,,*,Unified School District #1,3360015,,10,0,,New Haven Correctional Center,3360915,17,0,*,,2012-13
,0,0,,11,Unified School District #1,3360015,,*,0,,Northern Correctional Institution,3362615,19,0,*,,2012-13
,0,0,,13,Unified School District #1,3360015,,*,0,,Osborn Correctional Institution,3361215,24,*,*,,2012-13
,0,0,,8,Unified School District #1,3360015,,*,0,,Robinson Correctional Institution,3361315,15,0,*,,2012-13
,0,0,,*,Unified School District #1,3360015,,*,0,,Willard/Cybulski Correctional Institution,3361515,12,0,*,,2012-13
,0,0,,*,Unified School District #1,3360015,,*,0,,York Correctional Institution,3362515,36,0,18,,2012-13
,0,0,,9,Unified School District #2,3470015,,7,0,,Children's Place School,3470115,23,0,7,,2012-13
,*,*,,14,Unified School District #2,3470015,,16,0,,Riverview School,3470315,56,*,23,,2012-13
,*,0,,45,Unified School District #2,3470015,,26,0,,Walter G. Cady School,3476715,88,*,14,,2012-13
,0,0,,*,Union School District,1450011,,*,0,,Union Elementary School,1450111,71,0,68,,2012-13
,*,*,,32,Vernon School District,1460011,,47,0,,Northeast School,1460311,322,16,211,,2012-13
,*,32,,61,Vernon School District,1460011,,34,0,,Center Road School,1461411,496,*,357,,2012-13
,*,7,,26,Vernon School District,1460011,,17,0,,Lake Street School,1460111,278,*,222,,2012-13
,0,*,,82,Vernon School District,1460011,,75,0,,Maple Street School,1460211,334,*,160,,2012-13
,0,0,,*,Vernon School District,1460011,,*,0,,Next Step Program (AACBP),1469011,11,0,7,,2012-13
,*,*,,126,Vernon School District,1460011,,96,0,,Rockville High School,1466111,973,0,696,,2012-13
,0,30,,32,Vernon School District,1460011,,48,0,,Skinner Road School,1461011,332,10,212,,2012-13
,*,27,,98,Vernon School District,1460011,,90,0,,Vernon Center Middle School,1465111,699,*,480,,2012-13
,*,*,,6,Voluntown School District,1470011,,11,0,,Voluntown Elementary School,1470111,315,14,279,,2012-13
,*,19,,*,Wallingford School District,1480011,,31,*,,Highland School,1480211,285,*,227,,2012-13
,0,0,,*,Wallingford School District,1480011,,*,0,,A.R.T.S. Academy,1489011,17,0,12,,2012-13
,0,16,,*,Wallingford School District,1480011,,90,0,,Cook Hill School,1481011,365,*,252,,2012-13
,*,33,,*,Wallingford School District,1480011,,113,0,,Dag Hammarskjold Middle School,1485211,681,0,515,,2012-13
,*,15,,10,Wallingford School District,1480011,,59,0,,Evarts C. Stevens School,1480911,360,*,268,,2012-13
,0,*,,0,Wallingford School District,1480011,,0,0,,Harvest Park,1489211,7,0,*,,2012-13
,0,34,,*,Wallingford School District,1480011,,81,0,,James H. Moran Middle School,1485311,705,*,570,,2012-13
,*,46,,31,Wallingford School District,1480011,,129,*,,Lyman Hall High School,1486111,1135,*,923,,2012-13
,*,47,,*,Wallingford School District,1480011,,94,0,,Mark T. Sheehan High School,1486211,914,0,746,,2012-13
,0,19,,0,Wallingford School District,1480011,,66,0,,Moses Y. Beach School,1480111,350,0,265,,2012-13
,0,*,,0,Wallingford School District,1480011,,*,0,,Multi-Vocational Life Skills Program,1489111,13,0,10,,2012-13
,0,21,,*,Wallingford School District,1480011,,62,0,,Parker Farms School,1480311,327,*,225,,2012-13
,0,13,,13,Wallingford School District,1480011,,60,0,,Pond Hill School,1481211,355,0,269,,2012-13
,*,17,,*,Wallingford School District,1480011,,62,0,,Rock Hill School,1480411,364,0,278,,2012-13
,*,25,,*,Wallingford School District,1480011,,35,0,,Yalesville School,1480811,384,*,317,,2012-13
,*,15,,236,Waterbury School District,1510011,,548,*,,West Side Middle School,1515211,1057,37,216,,2012-13
,6,*,,69,Waterbury School District,1510011,,224,0,,Washington School,1512311,350,*,43,,2012-13
,0,7,,98,Waterbury School District,1510011,,215,0,,B. W. Tinker School,1512111,563,29,214,,2012-13
,*,*,,96,Waterbury School District,1510011,,245,0,,Bucks Hill School,1510511,424,21,50,,2012-13
,*,12,,146,Waterbury School District,1510011,,235,0,,Bunker Hill School,1510611,505,*,99,,2012-13
,0,*,,86,Waterbury School District,1510011,,235,0,,Carrington School,1512711,457,*,123,,2012-13
,*,39,,437,Waterbury School District,1510011,,657,*,,Crosby High School,1516211,1463,35,283,,2012-13
,*,*,,152,Waterbury School District,1510011,,301,0,,Driggs School,1510911,554,20,70,,2012-13
,*,*,,101,Waterbury School District,1510011,,248,0,,Duggan School,1511611,437,20,65,,2012-13
,0,0,,74,Waterbury School District,1510011,,94,*,,Enlightenment School,1519111,198,*,23,,2012-13
,*,8,,149,Waterbury School District,1510011,,264,0,,F. J. Kingsbury School,1511411,510,*,80,,2012-13
,7,9,,107,Waterbury School District,1510011,,254,0,,Gilmartin School,1512611,487,13,97,,2012-13
,7,21,,154,Waterbury School District,1510011,,345,0,,H. S. Chase School,1510711,756,15,214,,2012-13
,*,*,,63,Waterbury School District,1510011,,304,0,,Hopeville School,1511311,460,15,74,,2012-13
,*,*,,293,Waterbury School District,1510011,,616,0,,John F. Kennedy High School,1516411,1358,21,404,,2012-13
