school_code,district_code,district,school,no,yes,total,year
1515311,1510011,Waterbury School District,North End Middle School,1085,146,1231,2009-10
1512811,1510011,Waterbury School District,Regan School,268,23,291,2009-10
1513311,1510011,Waterbury School District,Rotella Interdistrict Magnet School,607,6,613,2009-10
1518011,1510011,Waterbury School District,Special Education Preschool,218,0,218,2009-10
1512011,1510011,Waterbury School District,Sprague School,408,49,457,2009-10
1519011,1510011,Waterbury School District,State Street School,72,14,86,2009-10
1512211,1510011,Waterbury School District,Walsh School,471,72,543,2009-10
1516011,1510011,Waterbury School District,Waterbury Arts Magnet School (High),477,8,485,2009-10
1515011,1510011,Waterbury School District,Waterbury Arts Magnet School (Middle),307,9,316,2009-10
1510811,1510011,Waterbury School District,Wendell L. Cross School,349,18,367,2009-10
1516311,1510011,Waterbury School District,Wilby High School,1034,150,1184,2009-10
1513211,1510011,Waterbury School District,Woodrow Wilson School,398,29,427,2009-10
1525111,1520011,Waterford School District,Clark Lane Middle School,*,*,667,2009-10
1520611,1520011,Waterford School District,Oswegatchie Elementary School,*,*,437,2009-10
1520711,1520011,Waterford School District,Quaker Hill Elementary School,397,6,403,2009-10
1520511,1520011,Waterford School District,Southwest Elementary School,374,6,380,2009-10
1526111,1520011,Waterford School District,Waterford High School,972,8,980,2009-10
1530311,1530011,Watertown School District,Fletcher W. Judson School,338,7,345,2009-10
1530211,1530011,Watertown School District,John Trumbull Primary School,709,24,733,2009-10
1530411,1530011,Watertown School District,Polk School,374,16,390,2009-10
1535111,1530011,Watertown School District,Swift Middle School,776,8,784,2009-10
1536111,1530011,Watertown School District,Watertown High School,*,*,986,2009-10
1551711,1550011,West Hartford School District,Smith School,280,88,368,2009-10
1559111,1550011,West Hartford School District,Achieve,*,0,*,2009-10
1551611,1550011,West Hartford School District,Aiken School,414,45,459,2009-10
1550211,1550011,West Hartford School District,Braeburn School,419,19,438,2009-10
1555311,1550011,West Hartford School District,Bristow Middle School,410,10,420,2009-10
1550411,1550011,West Hartford School District,Bugbee School,402,9,411,2009-10
1550511,1550011,West Hartford School District,Charter Oak International Academy,265,75,340,2009-10
1556111,1550011,West Hartford School District,Conard High School,1518,46,1564,2009-10
1550611,1550011,West Hartford School District,Duffy School,565,17,582,2009-10
1556211,1550011,West Hartford School District,Hall High School,1543,37,1580,2009-10
1555111,1550011,West Hartford School District,King Philip Middle School,844,32,876,2009-10
1550911,1550011,West Hartford School District,Morley School,358,21,379,2009-10
1551011,1550011,West Hartford School District,Norfeldt School,396,31,427,2009-10
1555211,1550011,West Hartford School District,Sedgwick Middle School,820,59,879,2009-10
1559011,1550011,West Hartford School District,WAAVE (W Hartford Applied Academic/Voc'l Experience),12,0,12,2009-10
1551211,1550011,West Hartford School District,Webster Hill School,400,46,446,2009-10
1551311,1550011,West Hartford School District,Whiting Lane School,463,42,505,2009-10
1551511,1550011,West Hartford School District,Wolcott School,443,54,497,2009-10
1561211,1560011,West Haven School District,Washington School,394,37,431,2009-10
1560811,1560011,West Haven School District,Alma E. Pagels School,343,24,367,2009-10
1561311,1560011,West Haven School District,Anna V. Molloy School,235,51,286,2009-10
1565311,1560011,West Haven School District,Carrigan 5/6 Intermediate School,650,51,701,2009-10
1561011,1560011,West Haven School District,Clarence E. Thompson School,302,81,383,2009-10
1560611,1560011,West Haven School District,Edith E. Mackrille School,336,30,366,2009-10
1560311,1560011,West Haven School District,Forest School,366,95,461,2009-10
1565111,1560011,West Haven School District,Harry M. Bailey Middle School,702,27,729,2009-10
1561411,1560011,West Haven School District,Savin Rock Community School,371,67,438,2009-10
1560411,1560011,West Haven School District,Seth G. Haley School,472,31,503,2009-10
1566111,1560011,West Haven School District,West Haven High School,1513,56,1569,2009-10
1540211,1540011,Westbrook School District,Daisy Ingraham School,353,15,368,2009-10
1546111,1540011,Westbrook School District,Westbrook High School,*,*,300,2009-10
1545111,1540011,Westbrook School District,Westbrook Middle School,298,6,304,2009-10
1570111,1570011,Weston School District,Hurlbutt Elementary School,519,9,528,2009-10
1576111,1570011,Weston School District,Weston High School,798,0,798,2009-10
1570211,1570011,Weston School District,Weston Intermediate School,*,*,626,2009-10
1575111,1570011,Weston School District,Weston Middle School,*,*,600,2009-10
1585111,1580011,Westport School District,Bedford Middle School,837,8,845,2009-10
1580311,1580011,Westport School District,Coleytown Elementary School,*,*,467,2009-10
1585311,1580011,Westport School District,Coleytown Middle School,486,6,492,2009-10
1580411,1580011,Westport School District,Green's Farms School,459,8,467,2009-10
1580511,1580011,Westport School District,King's Highway Elementary School,476,7,483,2009-10
1580711,1580011,Westport School District,Long Lots School,584,12,596,2009-10
1580811,1580011,Westport School District,Saugatuck Elementary School,510,15,525,2009-10
1586111,1580011,Westport School District,Staples High School,1777,8,1785,2009-10
1588011,1580011,Westport School District,Stepping Stones Preschool,56,0,56,2009-10
1590811,1590011,Wethersfield School District,Alfred W. Hanmer School,373,21,394,2009-10
1591011,1590011,Wethersfield School District,Charles Wright School,275,36,311,2009-10
1590211,1590011,Wethersfield School District,Emerson-Williams School,448,24,472,2009-10
1591111,1590011,Wethersfield School District,Highcrest School,415,15,430,2009-10
1591211,1590011,Wethersfield School District,Samuel B. Webb Elementary School,422,22,444,2009-10
1595211,1590011,Wethersfield School District,Silas Deane Middle School,559,19,578,2009-10
1596111,1590011,Wethersfield School District,Wethersfield High School,1155,26,1181,2009-10
1600111,1600011,Willington School District,Center School,*,*,227,2009-10
1605111,1600011,Willington School District,Hall Memorial School,*,*,315,2009-10
1615211,1610011,Wilton School District,Middlebrook School,1028,6,1034,2009-10
1610711,1610011,Wilton School District,Cider Mill School,*,*,1024,2009-10
1610611,1610011,Wilton School District,Ina E. Driscoll School,*,*,500,2009-10
1610511,1610011,Wilton School District,Miller-Driscoll School,*,*,492,2009-10
1616111,1610011,Wilton School District,Wilton High School,*,*,1291,2009-10
1620411,1620011,Winchester School District,Batcheller Early Education Center,*,*,103,2009-10
1620211,1620011,Winchester School District,Mary P. Hinsdale School,399,9,408,2009-10
1620511,1620011,Winchester School District,Pearson Academy,221,6,227,2009-10
1625111,1620011,Winchester School District,Pearson Middle School,218,6,224,2009-10
1638011,1630011,Windham School District,Early Headstart,30,0,30,2009-10
1639011,1630011,Windham School District,Eastern Regional Academy/Windham,27,7,34,2009-10
1630111,1630011,Windham School District,Natchaug School,210,59,269,2009-10
1630311,1630011,Windham School District,North Windham School,322,118,440,2009-10
1630611,1630011,Windham School District,W. B. Sweeney School,240,118,358,2009-10
1630511,1630011,Windham School District,Windham Center School,202,113,315,2009-10
1638311,1630011,Windham School District,Windham Early Childhood Prospect Street,204,0,204,2009-10
1636111,1630011,Windham School District,Windham High School,695,170,865,2009-10
1635111,1630011,Windham School District,Windham Middle School,722,229,951,2009-10
1650111,1650011,Windsor Locks School District,North Street School,409,33,442,2009-10
1650411,1650011,Windsor Locks School District,South Elementary School,372,15,387,2009-10
1656111,1650011,Windsor Locks School District,Windsor Locks High School,538,13,551,2009-10
1655111,1650011,Windsor Locks School District,Windsor Locks Middle School,414,8,422,2009-10
1640111,1640011,Windsor School District,Clover Street School,263,23,286,2009-10
1640811,1640011,Windsor School District,John F. Kennedy School,311,22,333,2009-10
1640911,1640011,Windsor School District,Oliver Ellsworth School,394,16,410,2009-10
1640511,1640011,Windsor School District,Poquonock Elementary School,278,20,298,2009-10
1641011,1640011,Windsor School District,Roger Wolcott Early Child Center,212,11,223,2009-10
1645311,1640011,Windsor School District,Sage Park Middle School,814,26,840,2009-10
1646111,1640011,Windsor School District,Windsor High School,1352,16,1368,2009-10
1660611,1660011,Wolcott School District,Alcott School,*,*,366,2009-10
1660211,1660011,Wolcott School District,Frisbie School,367,16,383,2009-10
1665111,1660011,Wolcott School District,Tyrrell Middle School,719,8,727,2009-10
1660511,1660011,Wolcott School District,Wakelee School,419,13,432,2009-10
1666111,1660011,Wolcott School District,Wolcott High School,843,0,843,2009-10
1670211,1670011,Woodbridge School District,Beecher Road Intermediate School,425,9,434,2009-10
1670111,1670011,Woodbridge School District,Beecher Road Primary School,292,7,299,2009-10
9036122,9030022,Woodstock Academy District,Woodstock Academy,1153,0,1153,2009-10
1690211,1690011,Woodstock School District,Woodstock Elementary School,*,*,500,2009-10
1695111,1690011,Woodstock School District,Woodstock Middle School,*,*,417,2009-10
2880113,2880013,Achievement First Hartford Academy Inc. District,Achievement First Hartford Academy Inc.,582,28,610,2010-11
2795113,2790013,Amistad Academy District,Amistad Academy,721,91,812,2010-11
0010111,0010011,Andover School District,Andover Elementary School,*,*,334,2010-11
0026111,0020011,Ansonia School District,Ansonia High School,705,22,727,2010-11
0025111,0020011,Ansonia School District,Ansonia Middle School,445,13,458,2010-11
0020311,0020011,Ansonia School District,Mead School,627,15,642,2010-11
0020811,0020011,Ansonia School District,Prendergast School,764,23,787,2010-11
2449614,2440014,Area Cooperative Educational Services,Center for Autism Spectrum and Development Disorders,19,0,19,2010-11
2449414,2440014,Area Cooperative Educational Services,Mill Road School,170,0,170,2010-11
2445114,2440014,Area Cooperative Educational Services,Thomas Edison Magnet Middle School,676,44,720,2010-11
2449514,2440014,Area Cooperative Educational Services,Village School,153,0,153,2010-11
2449214,2440014,Area Cooperative Educational Services,Whitney High School East,128,0,128,2010-11
2449114,2440014,Area Cooperative Educational Services,Whitney High School North,*,*,102,2010-11
2449314,2440014,Area Cooperative Educational Services,Whitney High School West,53,0,53,2010-11
2440314,2440014,Area Cooperative Educational Services,Wintergreen Interdistrict  Magnet School,*,*,646,2010-11
0030111,0030011,Ashford School District,Ashford School,467,9,476,2010-11
0046111,0040011,Avon School District,Avon High School,*,*,1088,2010-11
0045111,0040011,Avon School District,Avon Middle School,*,*,584,2010-11
0040411,0040011,Avon School District,Pine Grove School,598,33,631,2010-11
0040311,0040011,Avon School District,Roaring Brook School,640,11,651,2010-11
0040511,0040011,Avon School District,Thompson Brook School,588,6,594,2010-11
0050111,0050011,Barkhamsted School District,Barkhamsted Elementary School,*,*,343,2010-11
0058011,0050011,Barkhamsted School District,Shared Services Integrated Preschool,30,0,30,2010-11
0076111,0070011,Berlin School District,Berlin High School,1003,14,1017,2010-11
0075111,0070011,Berlin School District,Catherine M. McGee Middle School,709,10,719,2010-11
0070411,0070011,Berlin School District,Emma Hart Willard School,519,16,535,2010-11
0070511,0070011,Berlin School District,Mary E. Griswold School,574,11,585,2010-11
0070111,0070011,Berlin School District,Richard D. Hubbard School,245,16,261,2010-11
0080111,0080011,Bethany School District,Bethany Community School,*,*,512,2010-11
0090411,0090011,Bethel School District,Anna H. Rockwell School,365,19,384,2010-11
0096111,0090011,Bethel School District,Bethel High School,950,9,959,2010-11
0095111,0090011,Bethel School District,Bethel Middle School,667,16,683,2010-11
0090111,0090011,Bethel School District,Frank A. Berry School,436,24,460,2010-11
0090511,0090011,Bethel School District,Ralph M. T. Johnson School,*,*,452,2010-11
0116111,0110011,Bloomfield School District,Bloomfield High School,587,6,593,2010-11
0110711,0110011,Bloomfield School District,Carmen Arace Intermediate School,298,7,305,2010-11
