"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2012-13"

"",,,,"English Learner Status",,
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1511,79,1590
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",291,19,310
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","*","*",286
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","*","*",276
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","*","*",461
"Weston School District","=""1570011""","Weston High School","=""1576111""","*","*",777
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","*","*",545
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","*","*",636
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",862,6,868
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",440,7,447
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","*","*",512
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",443,9,452
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","*","*",486
"Westport School District","=""1580011""","Long Lots School","=""1580711""",573,10,583
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",513,11,524
"Westport School District","=""1580011""","Staples High School","=""1586111""",1872,7,1879
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",46,0,46
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",329,37,366
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",290,26,316
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",415,26,441
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",410,12,422
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",376,15,391
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",567,15,582
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1124,33,1157
"Willington School District","=""1600011""","Center School","=""1600111""",193,0,193
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","*","*",286
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","*","*",1053
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",987,9,996
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",928,9,937
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1302,7,1309
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",199,9,208
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",249,6,255
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","*","*",205
"Winchester School District","=""1620011""","WISE Academy","=""1620111""",6,0,6
"Windham School District","=""1630011""","Early Headstart","=""1638011""",22,0,22
"Windham School District","=""1630011""","Natchaug School","=""1630111""",249,117,366
"Windham School District","=""1630011""","North Windham School","=""1630311""",365,146,511
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",243,107,350
"Windham School District","=""1630011""","Windham Center School","=""1630511""",245,87,332
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",217,0,217
"Windham School District","=""1630011""","Windham High School","=""1636111""",516,157,673
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",561,157,718
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",432,28,460
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",349,13,362
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",546,6,552
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",365,7,372
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",288,11,299
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",426,15,441
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",407,37,444
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",236,18,254
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",732,19,751
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1179,20,1199
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",316,7,323
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",338,14,352
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","*","*",640
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",382,10,392
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","*","*",865
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",729,15,744
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","*","*",1055
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","*","*",499
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","*","*",394

