"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","ELA",318,318,100.0,318,123,38.7,95,29.9,86,27.0,14,4.4,100,31.4
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Math",318,314,98.7,314,170,54.1,94,29.9,40,12.7,10,3.2,50,15.9
"Derby School District","=""0370011""","Irving School","=""0370411""","ELA",169,169,100.0,169,70,41.4,36,21.3,42,24.9,21,12.4,63,37.3
"Derby School District","=""0370011""","Irving School","=""0370411""","Math",169,169,100.0,169,85,50.3,57,33.7,"*","*","*","*",27,16.0
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","ELA",198,197,99.5,197,28,14.2,42,21.3,80,40.6,47,23.9,127,64.5
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Math",198,197,99.5,197,32,16.2,45,22.8,68,34.5,52,26.4,120,60.9
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","ELA",195,195,100.0,195,15,7.7,26,13.3,64,32.8,90,46.2,154,79.0
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Math",195,195,100.0,195,14,7.2,40,20.5,50,25.6,91,46.7,141,72.3
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","ELA",71,69,97.2,69,7,10.1,10,14.5,21,30.4,31,44.9,52,75.4
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Math",71,69,97.2,69,"*","*","*","*",26,37.7,20,29.0,46,66.7
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","ELA",425,407,95.8,407,53,13.0,89,21.9,134,32.9,131,32.2,265,65.1
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Math",424,405,95.5,405,104,25.7,115,28.4,96,23.7,90,22.2,186,45.9
"East Hampton School District","=""0420011""","Center School","=""0420311""","ELA",290,274,94.5,274,48,17.5,61,22.3,93,33.9,72,26.3,165,60.2
"East Hampton School District","=""0420011""","Center School","=""0420311""","Math",290,274,94.5,274,37,13.5,92,33.6,91,33.2,54,19.7,145,52.9
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","ELA",432,397,91.9,397,73,18.4,97,24.4,161,40.6,66,16.6,227,57.2
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Math",432,396,91.7,396,104,26.3,153,38.6,97,24.5,42,10.6,139,35.1
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","ELA",160,157,98.1,157,28,17.8,47,29.9,32,20.4,50,31.8,82,52.2
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Math",160,157,98.1,157,32,20.4,42,26.8,54,34.4,29,18.5,83,52.9
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","ELA",164,164,100.0,164,91,55.5,42,25.6,24,14.6,7,4.3,31,18.9
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Math",164,164,100.0,164,106,64.6,43,26.2,15,9.1,0,0.0,15,9.1
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","ELA",181,181,100.0,181,107,59.1,36,19.9,28,15.5,10,5.5,38,21.0
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Math",180,179,99.4,179,100,55.9,52,29.1,"*","*","*","*",27,15.1
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","ELA",150,150,100.0,149,71,47.7,31,20.8,34,22.8,13,8.7,47,31.5
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Math",147,146,99.3,146,70,47.9,48,32.9,"*","*","*","*",28,19.2
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","ELA",258,258,100.0,258,87,33.7,71,27.5,67,26.0,33,12.8,100,38.8
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Math",256,256,100.0,256,97,37.9,88,34.4,48,18.8,23,9.0,71,27.7
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","ELA",1088,1076,98.9,1073,448,41.8,315,29.4,247,23.0,63,5.9,310,28.9
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Math",1089,1070,98.3,1069,652,61.0,287,26.8,97,9.1,33,3.1,130,12.2
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","ELA",178,178,100.0,178,34,19.1,41,23.0,48,27.0,55,30.9,103,57.9
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Math",178,178,100.0,178,46,25.8,70,39.3,42,23.6,20,11.2,62,34.8
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","ELA",108,108,100.0,108,35,32.4,20,18.5,41,38.0,12,11.1,53,49.1
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Math",108,108,100.0,108,39,36.1,31,28.7,25,23.1,13,12.0,38,35.2
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","ELA",128,128,100.0,128,29,22.7,33,25.8,39,30.5,27,21.1,66,51.6
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Math",128,123,96.1,123,36,29.3,32,26.0,37,30.1,18,14.6,55,44.7
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","ELA",264,264,100.0,263,130,49.4,65,24.7,48,18.3,20,7.6,68,25.9
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Math",264,264,100.0,263,171,65.0,70,26.6,"*","*","*","*",22,8.4
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","ELA",125,125,100.0,124,57,46.0,36,29.0,24,19.4,7,5.6,31,25.0
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Math",123,123,100.0,121,59,48.8,44,36.4,"*","*","*","*",18,14.9
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","ELA",199,199,100.0,199,71,35.7,54,27.1,62,31.2,12,6.0,74,37.2
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Math",198,198,100.0,198,127,64.1,50,25.3,15,7.6,6,3.0,21,10.6
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA",75,73,97.3,68,63,92.6,"*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math",74,72,97.3,66,"*","*","*","*",0,0.0,0,0.0,0,0.0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","ELA",255,255,100.0,255,33,12.9,60,23.5,105,41.2,57,22.4,162,63.5
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Math",255,254,99.6,254,48,18.9,89,35.0,73,28.7,44,17.3,117,46.1
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","ELA",189,189,100.0,189,57,30.2,46,24.3,45,23.8,41,21.7,86,45.5
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Math",189,189,100.0,188,39,20.7,54,28.7,70,37.2,25,13.3,95,50.5
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","ELA",148,148,100.0,148,47,31.8,54,36.5,28,18.9,19,12.8,47,31.8
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Math",148,148,100.0,148,66,44.6,42,28.4,"*","*","*","*",40,27.0
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","ELA",575,570,99.1,570,146,25.6,169,29.6,188,33.0,67,11.8,255,44.7
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Math",575,567,98.6,567,265,46.7,201,35.4,74,13.1,27,4.8,101,17.8
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","ELA",147,147,100.0,147,44,29.9,35,23.8,41,27.9,27,18.4,68,46.3
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Math",147,147,100.0,147,49,33.3,49,33.3,36,24.5,13,8.8,49,33.3
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","ELA",842,816,96.9,816,82,10.0,148,18.1,307,37.6,279,34.2,586,71.8
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Math",842,814,96.7,813,104,12.8,200,24.6,221,27.2,288,35.4,509,62.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","ELA",157,156,99.4,156,15,9.6,22,14.1,47,30.1,72,46.2,119,76.3
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Math",157,156,99.4,156,13,8.3,39,25.0,53,34.0,51,32.7,104,66.7
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","ELA",123,121,98.4,121,12,9.9,20,16.5,24,19.8,65,53.7,89,73.6
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Math",122,120,98.4,120,10,8.3,26,21.7,31,25.8,53,44.2,84,70.0
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","ELA",86,85,98.8,85,22,25.9,27,31.8,27,31.8,9,10.6,36,42.4
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Math",86,85,98.8,85,22,25.9,25,29.4,31,36.5,7,8.2,38,44.7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","ELA",374,369,98.7,369,79,21.4,102,27.6,136,36.9,52,14.1,188,50.9
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Math",374,369,98.7,369,133,36.0,130,35.2,62,16.8,44,11.9,106,28.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","ELA",45,43,95.6,43,41,95.3,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","Math",45,41,91.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","ELA",86,86,100.0,86,7,8.1,22,25.6,31,36.0,26,30.2,57,66.3
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Math",86,86,100.0,86,14,16.3,29,33.7,23,26.7,20,23.3,43,50.0
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","ELA",302,295,97.7,295,21,7.1,50,16.9,121,41.0,103,34.9,224,75.9
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Math",302,289,95.7,289,24,8.3,59,20.4,88,30.4,118,40.8,206,71.3
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","ELA",328,321,97.9,321,9,2.8,24,7.5,89,27.7,199,62.0,288,89.7
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Math",328,319,97.3,319,15,4.7,45,14.1,92,28.8,167,52.4,259,81.2
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","ELA",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","Math",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","ELA",126,126,100.0,126,"*","*",22,17.5,32,25.4,63,50.0,95,75.4
"Ellington School District","=""0480011""","Center School","=""0480111""","Math",126,126,100.0,126,"*","*",28,22.2,48,38.1,42,33.3,90,71.4
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","ELA","*","*","*","*",11,13.6,"*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Math","*","*","*","*",10,12.3,"*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","ELA",419,416,99.3,416,25,6.0,86,20.7,179,43.0,126,30.3,305,73.3
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Math",420,417,99.3,417,57,13.7,128,30.7,133,31.9,99,23.7,232,55.6
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","ELA",437,434,99.3,434,28,6.5,92,21.2,122,28.1,192,44.2,314,72.4
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Math",437,434,99.3,434,39,9.0,110,25.3,136,31.3,149,34.3,285,65.7
"Ellington School District","=""0480011""","Windermere School","=""0480611""","ELA",195,195,100.0,195,21,10.8,20,10.3,43,22.1,111,56.9,154,79.0
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Math",195,195,100.0,195,19,9.7,26,13.3,74,37.9,76,39.0,150,76.9
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA",376,376,100.0,376,81,21.5,78,20.7,131,34.8,86,22.9,217,57.7
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math",376,376,100.0,376,95,25.3,112,29.8,78,20.7,91,24.2,169,44.9
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","ELA",327,326,99.7,326,68,20.9,81,24.8,91,27.9,86,26.4,177,54.3
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","Math",327,326,99.7,326,74,22.7,104,31.9,107,32.8,41,12.6,148,45.4
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","ELA",413,409,99.0,409,56,13.7,87,21.3,137,33.5,129,31.5,266,65.0
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","Math",413,410,99.3,410,60,14.6,133,32.4,152,37.1,65,15.9,217,52.9
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","ELA",1071,1064,99.3,1064,197,18.5,304,28.6,420,39.5,143,13.4,563,52.9
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","Math",1068,1058,99.1,1058,286,27.0,421,39.8,240,22.7,111,10.5,351,33.2
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","ELA",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","Math",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","ELA",411,410,99.8,410,59,14.4,106,25.9,133,32.4,112,27.3,245,59.8
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","Math",411,410,99.8,410,87,21.2,156,38.0,118,28.8,49,12.0,167,40.7
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","ELA",203,197,97.0,197,15,7.6,26,13.2,49,24.9,107,54.3,156,79.2
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","Math",203,197,97.0,197,14,7.1,44,22.3,64,32.5,75,38.1,139,70.6
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","ELA",157,156,99.4,156,10,6.4,12,7.7,51,32.7,83,53.2,134,85.9
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","Math",157,156,99.4,156,7,4.5,27,17.3,62,39.7,60,38.5,122,78.2
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","ELA",879,868,98.7,866,64,7.4,159,18.4,363,41.9,280,32.3,643,74.2
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","Math",877,861,98.2,861,91,10.6,233,27.1,247,28.7,290,33.7,537,62.4
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","ELA",210,208,99.0,208,21,10.1,50,24.0,62,29.8,75,36.1,137,65.9
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","Math",210,208,99.0,208,27,13.0,58,27.9,69,33.2,54,26.0,123,59.1
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","ELA",169,167,98.8,167,21,12.6,27,16.2,45,26.9,74,44.3,119,71.3
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","Math",169,167,98.8,167,15,9.0,46,27.5,57,34.1,49,29.3,106,63.5
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","ELA",218,216,99.1,216,55,25.5,54,25.0,57,26.4,50,23.1,107,49.5
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","Math",218,216,99.1,216,36,16.7,65,30.1,80,37.0,35,16.2,115,53.2
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","ELA",215,215,100.0,215,30,14.0,35,16.3,61,28.4,89,41.4,150,69.8
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","Math",215,215,100.0,215,25,11.6,47,21.9,69,32.1,74,34.4,143,66.5
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","ELA",230,226,98.3,226,22,9.7,30,13.3,64,28.3,110,48.7,174,77.0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","Math",230,226,98.3,226,16,7.1,63,27.9,79,35.0,68,30.1,147,65.0
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","ELA",264,264,100.0,264,28,10.6,35,13.3,84,31.8,117,44.3,201,76.1
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","Math",264,264,100.0,264,20,7.6,56,21.2,113,42.8,75,28.4,188,71.2
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","ELA",210,208,99.0,208,8,3.8,28,13.5,51,24.5,121,58.2,172,82.7
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","Math",210,208,99.0,208,11,5.3,34,16.3,83,39.9,80,38.5,163,78.4
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","ELA",798,789,98.9,789,39,4.9,124,15.7,371,47.0,255,32.3,626,79.3
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","Math",798,789,98.9,789,57,7.2,172,21.8,245,31.1,315,39.9,560,71.0
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","ELA",241,240,99.6,240,15,6.3,29,12.1,61,25.4,135,56.3,196,81.7
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","Math",241,240,99.6,240,10,4.2,44,18.3,81,33.8,105,43.8,186,77.5
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","ELA",243,243,100.0,243,26,10.7,47,19.3,73,30.0,97,39.9,170,70.0
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","Math",243,243,100.0,243,20,8.2,66,27.2,97,39.9,60,24.7,157,64.6
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","ELA",688,679,98.7,679,62,9.1,136,20.0,270,39.8,211,31.1,481,70.8
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Math",687,672,97.8,672,132,19.6,188,28.0,166,24.7,186,27.7,352,52.4
"Farmington School District","=""0520011""","East Farms School","=""0520411""","ELA",212,212,100.0,212,"*","*","*","*",58,27.4,135,63.7,193,91.0
"Farmington School District","=""0520011""","East Farms School","=""0520411""","Math",212,212,100.0,212,"*","*","*","*",61,28.8,127,59.9,188,88.7
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","ELA",618,614,99.4,614,43,7.0,105,17.1,254,41.4,212,34.5,466,75.9
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Math",618,614,99.4,614,53,8.6,113,18.4,159,25.9,289,47.1,448,73.0
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","ELA",147,147,100.0,147,11,7.5,18,12.2,42,28.6,76,51.7,118,80.3
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","Math",147,147,100.0,147,11,7.5,30,20.4,50,34.0,56,38.1,106,72.1
"Farmington School District","=""0520011""","Union School","=""0520111""","ELA",138,138,100.0,138,14,10.1,25,18.1,38,27.5,61,44.2,99,71.7
"Farmington School District","=""0520011""","Union School","=""0520111""","Math",138,138,100.0,138,14,10.1,34,24.6,43,31.2,47,34.1,90,65.2
"Farmington School District","=""0520011""","West District School","=""0520311""","ELA",133,133,100.0,133,9,6.8,14,10.5,34,25.6,76,57.1,110,82.7
"Farmington School District","=""0520011""","West District School","=""0520311""","Math",133,133,100.0,133,"*","*","*","*",47,35.3,64,48.1,111,83.5
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","ELA",651,647,99.4,647,45,7.0,100,15.5,210,32.5,292,45.1,502,77.6
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Math",651,646,99.2,646,66,10.2,149,23.1,175,27.1,256,39.6,431,66.7
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","ELA",110,108,98.2,108,21,19.4,22,20.4,40,37.0,25,23.1,65,60.2
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Math",110,108,98.2,108,26,24.1,33,30.6,29,26.9,20,18.5,49,45.4
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","ELA",253,253,100.0,253,22,8.7,39,15.4,60,23.7,132,52.2,192,75.9
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Math",253,253,100.0,253,22,8.7,43,17.0,73,28.9,115,45.5,188,74.3
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","ELA",131,131,100.0,131,"*","*","*","*",33,25.2,83,63.4,116,88.5
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Math",131,131,100.0,131,7,5.3,21,16.0,30,22.9,73,55.7,103,78.6
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","ELA",481,480,99.8,480,22,4.6,58,12.1,183,38.1,217,45.2,400,83.3
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","Math",481,480,99.8,480,27,5.6,77,16.0,137,28.5,239,49.8,376,78.3
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","ELA",223,222,99.6,222,12,5.4,26,11.7,51,23.0,133,59.9,184,82.9
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Math",224,223,99.6,223,"*","*","*","*",78,35.0,110,49.3,188,84.3
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","ELA",224,224,100.0,224,11,4.9,30,13.4,56,25.0,127,56.7,183,81.7
