"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","Subject","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Math","Non-ELL",167,"22.8%","45.0%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","ELA","ELL",39,"38.5%","62.6%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","ELA","Non-ELL",160,"36.9%","63.3%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Math","ELL",43,"30.2%","58.5%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Math","Non-ELL",159,"32.7%","56.1%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","ELA","ELL",44,"31.8%","55.5%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","ELA","Non-ELL",246,"38.6%","60.6%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Math","ELL",44,"40.9%","63.9%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Math","Non-ELL",246,"50.8%","70.7%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","ELA","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","ELA","Non-ELL","*","43.0%","63.2%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Math","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Math","Non-ELL","*","37.0%","55.8%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","ELA","ELL",13,"*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","ELA","Non-ELL",150,"38.7%","60.0%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Math","ELL",14,"*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Math","Non-ELL",149,"32.9%","53.3%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","ELA","ELL",76,"23.7%","47.0%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","ELA","Non-ELL",143,"28.7%","51.7%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Math","ELL",86,"36.0%","57.2%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Math","Non-ELL",141,"24.8%","49.3%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","ELA","ELL",44,"22.7%","42.3%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","ELA","Non-ELL",195,"25.6%","46.6%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Math","ELL",58,"39.7%","57.9%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Math","Non-ELL",194,"21.6%","46.7%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","ELA","ELL",11,"*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","ELA","Non-ELL",224,"35.3%","54.2%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Math","ELL",11,"*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Math","Non-ELL",223,"29.1%","47.4%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","ELA","ELL",22,"36.4%","55.2%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","ELA","Non-ELL",79,"22.8%","50.5%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Math","ELL",25,"36.0%","70.7%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Math","Non-ELL",80,"42.5%","61.2%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","ELA","ELL",10,"*","*"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","ELA","Non-ELL",251,"25.9%","46.5%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Math","ELL",12,"*","*"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Math","Non-ELL",249,"26.1%","43.5%"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","ELA","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","ELA","Non-ELL","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Math","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Math","Non-ELL","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","ELA","Non-ELL","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","Math","Non-ELL","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","ELA","ELL",12,"*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","ELA","Non-ELL",282,"36.2%","56.3%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Math","ELL",12,"*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Math","Non-ELL",282,"43.6%","64.8%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","ELA","ELL",35,"40.0%","71.5%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","ELA","Non-ELL",113,"30.1%","57.6%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Math","ELL",38,"21.1%","55.7%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Math","Non-ELL",113,"29.2%","60.9%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","ELA","ELL",12,"*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","ELA","Non-ELL",191,"28.8%","53.2%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Math","ELL",14,"*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Math","Non-ELL",227,"26.4%","47.7%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","ELA","ELL",50,"14.0%","29.8%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","ELA","Non-ELL",544,"32.7%","51.0%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Math","ELL",50,"20.0%","33.1%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Math","Non-ELL",542,"35.4%","55.9%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","ELA","ELL",58,"25.9%","56.2%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","ELA","Non-ELL",197,"34.5%","58.8%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Math","ELL",61,"39.3%","65.6%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Math","Non-ELL",197,"39.1%","62.7%"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","ELA","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","Math","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","ELA","ELL",71,"36.6%","58.2%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","ELA","Non-ELL",150,"41.3%","62.1%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Math","ELL",89,"40.4%","65.6%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Math","Non-ELL",150,"32.7%","56.8%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","ELA","ELL",11,"*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","ELA","Non-ELL",119,"35.3%","57.0%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Math","ELL",15,"*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Math","Non-ELL",118,"33.1%","58.7%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","ELA","ELL",44,"38.6%","56.7%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","ELA","Non-ELL",127,"33.9%","56.3%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Math","ELL",55,"36.4%","50.4%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Math","Non-ELL",128,"32.0%","51.5%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","ELA","ELL",33,"39.4%","58.6%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","ELA","Non-ELL",98,"16.3%","41.6%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Math","ELL",37,"45.9%","69.3%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Math","Non-ELL",98,"27.6%","45.7%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","ELA","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","ELA","Non-ELL","*","36.0%","55.5%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Math","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Math","Non-ELL","*","22.2%","43.6%"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","ELA","Non-ELL",26,"26.9%","58.3%"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Math","Non-ELL",26,"23.1%","48.7%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","ELA","ELL",51,"35.3%","60.2%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","ELA","Non-ELL",221,"40.3%","64.0%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Math","ELL",61,"32.8%","59.2%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Math","Non-ELL",212,"43.9%","65.2%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","ELA","ELL",26,"38.5%","70.3%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","ELA","Non-ELL",104,"26.9%","56.0%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Math","ELL",31,"29.0%","53.8%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Math","Non-ELL",104,"30.8%","57.6%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","ELA","ELL",18,"*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","ELA","Non-ELL",350,"46.3%","67.3%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Math","ELL",18,"*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Math","Non-ELL",349,"35.5%","60.3%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","ELA","ELL",17,"*","*"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","ELA","Non-ELL",149,"23.5%","48.6%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Math","ELL",19,"*","*"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Math","Non-ELL",145,"33.1%","55.5%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","ELA","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","ELA","Non-ELL","*","35.6%","49.1%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Math","ELL","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Math","Non-ELL","*","30.0%","54.5%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","ELA","ELL",29,"20.7%","46.5%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","ELA","Non-ELL",109,"33.0%","57.7%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Math","ELL",31,"22.6%","46.1%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Math","Non-ELL",106,"28.3%","49.4%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","ELA","ELL",7,"*","*"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","ELA","Non-ELL",183,"56.3%","76.6%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Math","ELL",7,"*","*"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Math","Non-ELL",182,"63.7%","81.9%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","ELA","ELL",31,"22.6%","52.3%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","ELA","Non-ELL",68,"17.6%","40.6%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Math","ELL",33,"27.3%","57.3%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Math","Non-ELL",68,"35.3%","61.1%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","ELA","ELL",10,"*","*"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","ELA","Non-ELL",102,"29.4%","52.0%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Math","ELL",12,"*","*"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Math","Non-ELL",102,"21.6%","38.7%"
