district,district_code,school,school_code,subject,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year,drg
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,EASTCONN Special Education,2539014,ELA,55,51,92.7,48,45,93.8,*,*,*,*,0,0.0,*,*,2014-15,
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,EASTCONN Special Education,2539014,Math,55,48,87.3,46,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15,
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Quinebaug Middle College,2536114,ELA,27,23,85.2,23,*,*,8,34.8,*,*,0,0.0,*,*,2014-15,
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Quinebaug Middle College,2536114,Math,27,23,85.2,23,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15,
Eastford School District,0390011,Eastford Elementary School,0390111,ELA,84,84,100.0,84,6,7.1,13,15.5,35,41.7,30,35.7,65,77.4,2014-15,E
Eastford School District,0390011,Eastford Elementary School,0390111,Math,84,84,100.0,84,12,14.3,25,29.8,26,31.0,21,25.0,47,56.0,2014-15,E
Easton School District,0460011,Helen Keller Middle School,0465111,ELA,319,*,*,*,*,*,67,21.5,144,46.3,*,*,*,*,2014-15,A
Easton School District,0460011,Helen Keller Middle School,0465111,Math,319,*,*,*,33,10.6,*,*,*,*,101,32.5,*,*,2014-15,A
Easton School District,0460011,Samuel Staples Elementary School,0460111,ELA,*,314,*,314,23,7.3,*,*,*,*,155,49.4,*,*,2014-15,A
Easton School District,0460011,Samuel Staples Elementary School,0460111,Math,*,315,*,315,*,*,93,29.5,102,32.4,*,*,*,*,2014-15,A
Education Connection,2420014,Education Connection Special Education,2429014,ELA,13,8,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Education Connection,2420014,Education Connection Special Education,2429014,Math,13,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15,
Ellington School District,0480011,Center School,0480111,ELA,139,139,100.0,139,*,*,23,16.5,39,28.1,72,51.8,111,79.9,2014-15,C
Ellington School District,0480011,Center School,0480111,Math,139,139,100.0,139,8,5.8,30,21.6,58,41.7,43,30.9,101,72.7,2014-15,C
Ellington School District,0480011,Crystal Lake School,0480211,ELA,87,85,97.7,85,9,10.6,20,23.5,16,18.8,40,47.1,56,65.9,2014-15,C
Ellington School District,0480011,Crystal Lake School,0480211,Math,87,86,98.9,86,8,9.3,22,25.6,26,30.2,30,34.9,56,65.1,2014-15,C
Ellington School District,0480011,Ellington High School,0486111,ELA,179,165,92.2,149,74,49.7,27,18.1,22,14.8,26,17.4,48,32.2,2014-15,C
Ellington School District,0480011,Ellington High School,0486111,Math,179,168,93.9,149,59,39.6,28,18.8,34,22.8,28,18.8,62,41.6,2014-15,C
Ellington School District,0480011,Ellington Middle School,0485111,ELA,430,427,99.3,427,18,4.2,67,15.7,202,47.3,140,32.8,342,80.1,2014-15,C
Ellington School District,0480011,Ellington Middle School,0485111,Math,430,427,99.3,426,67,15.7,114,26.8,125,29.3,120,28.2,245,57.5,2014-15,C
Ellington School District,0480011,Windermere Intermediate School,0480711,ELA,430,425,98.8,424,20,4.7,68,16.0,179,42.2,157,37.0,336,79.2,2014-15,C
Ellington School District,0480011,Windermere Intermediate School,0480711,Math,429,424,98.8,424,59,13.9,137,32.3,130,30.7,98,23.1,228,53.8,2014-15,C
Ellington School District,0480011,Windermere School,0480611,ELA,189,189,100.0,189,20,10.6,24,12.7,51,27.0,94,49.7,145,76.7,2014-15,C
Ellington School District,0480011,Windermere School,0480611,Math,189,189,100.0,189,21,11.1,38,20.1,71,37.6,59,31.2,130,68.8,2014-15,C
Elm City College Preparatory School District,2890013,Elm City College Preparatory School,2890113,ELA,356,356,100.0,356,66,18.5,93,26.1,135,37.9,62,17.4,197,55.3,2014-15,
Elm City College Preparatory School District,2890013,Elm City College Preparatory School,2890113,Math,356,356,100.0,356,86,24.2,120,33.7,99,27.8,51,14.3,150,42.1,2014-15,
Enfield School District,0490011,Edgar H. Parkman School,0491311,ELA,326,326,100.0,326,75,23.0,85,26.1,103,31.6,63,19.3,166,50.9,2014-15,F
Enfield School District,0490011,Edgar H. Parkman School,0491311,Math,326,326,100.0,326,71,21.8,135,41.4,95,29.1,25,7.7,120,36.8,2014-15,F
Enfield School District,0490011,Eli Whitney School,0491611,ELA,384,381,99.2,381,72,18.9,97,25.5,135,35.4,77,20.2,212,55.6,2014-15,F
Enfield School District,0490011,Eli Whitney School,0491611,Math,383,382,99.7,381,66,17.3,138,36.2,129,33.9,48,12.6,177,46.5,2014-15,F
Enfield School District,0490011,Enfield High School,0496111,ELA,161,158,98.1,157,9,5.7,41,26.1,72,45.9,35,22.3,107,68.2,2014-15,F
Enfield School District,0490011,Enfield High School,0496111,Math,161,157,97.5,157,54,34.4,49,31.2,41,26.1,13,8.3,54,34.4,2014-15,F
Enfield School District,0490011,Enrico Fermi High School,0496211,ELA,232,223,96.1,223,11,4.9,29,13.0,100,44.8,83,37.2,183,82.1,2014-15,F
Enfield School District,0490011,Enrico Fermi High School,0496211,Math,232,223,96.1,223,59,26.5,83,37.2,45,20.2,36,16.1,81,36.3,2014-15,F
Enfield School District,0490011,John F. Kennedy Middle School,0495211,ELA,1086,1069,98.4,1067,200,18.7,344,32.2,420,39.4,103,9.7,523,49.0,2014-15,F
Enfield School District,0490011,John F. Kennedy Middle School,0495211,Math,1083,1059,97.8,1055,368,34.9,397,37.6,209,19.8,81,7.7,290,27.5,2014-15,F
Enfield School District,0490011,Prudence Crandall - Educational Counseling Program (ECP),0490711,ELA,6,6,*,6,*,*,*,*,*,*,*,*,*,*,2014-15,F
Enfield School District,0490011,Prudence Crandall - Educational Counseling Program (ECP),0490711,Math,6,6,*,6,*,*,*,*,*,*,*,*,*,*,2014-15,F
Enfield School District,0490011,Prudence Crandall School,0491511,ELA,384,381,99.2,381,63,16.5,113,29.7,130,34.1,75,19.7,205,53.8,2014-15,F
Enfield School District,0490011,Prudence Crandall School,0491511,Math,387,384,99.2,384,79,20.6,143,37.2,119,31.0,43,11.2,162,42.2,2014-15,F
Essex School District,0500011,Essex Elementary School,0500111,ELA,267,260,97.4,259,21,8.1,26,10.0,92,35.5,120,46.3,212,81.9,2014-15,C
Essex School District,0500011,Essex Elementary School,0500111,Math,267,260,97.4,260,36,13.8,82,31.5,73,28.1,69,26.5,142,54.6,2014-15,C
Explorations District,2720013,Explorations,2726113,ELA,16,16,*,16,*,*,*,*,*,*,*,*,*,*,2014-15,
Explorations District,2720013,Explorations,2726113,Math,16,16,*,16,*,*,*,*,*,*,*,*,*,*,2014-15,
Fairfield School District,0510011,Burr Elementary School,0510211,ELA,199,198,99.5,197,10,5.1,24,12.2,52,26.4,111,56.3,163,82.7,2014-15,B
Fairfield School District,0510011,Burr Elementary School,0510211,Math,199,197,99.0,197,11,5.6,43,21.8,67,34.0,76,38.6,143,72.6,2014-15,B
Fairfield School District,0510011,Dwight Elementary School,0510111,ELA,147,144,98.0,144,6,4.2,21,14.6,44,30.6,73,50.7,117,81.3,2014-15,B
Fairfield School District,0510011,Dwight Elementary School,0510111,Math,147,144,98.0,144,9,6.3,31,21.5,62,43.1,42,29.2,104,72.2,2014-15,B
Fairfield School District,0510011,Fairfield Ludlowe High School,0516011,ELA,370,356,96.2,356,8,2.2,39,11.0,136,38.2,173,48.6,309,86.8,2014-15,B
Fairfield School District,0510011,Fairfield Ludlowe High School,0516011,Math,370,344,93.0,344,43,12.5,79,23.0,114,33.1,108,31.4,222,64.5,2014-15,B
Fairfield School District,0510011,Fairfield Warde High School,0516211,ELA,383,349,91.1,348,52,14.9,60,17.2,152,43.7,84,24.1,236,67.8,2014-15,B
Fairfield School District,0510011,Fairfield Warde High School,0516211,Math,383,302,78.9,301,107,35.5,90,29.9,73,24.3,31,10.3,104,34.6,2014-15,B
Fairfield School District,0510011,Fairfield Woods Middle School,0515211,ELA,912,884,96.9,884,53,6.0,164,18.6,414,46.8,253,28.6,667,75.5,2014-15,B
Fairfield School District,0510011,Fairfield Woods Middle School,0515211,Math,911,879,96.5,879,123,14.0,236,26.8,247,28.1,273,31.1,520,59.2,2014-15,B
Fairfield School District,0510011,Holland Hill School,0510411,ELA,205,205,100.0,205,34,16.6,35,17.1,60,29.3,76,37.1,136,66.3,2014-15,B
Fairfield School District,0510011,Holland Hill School,0510411,Math,205,204,99.5,204,30,14.7,51,25.0,73,35.8,50,24.5,123,60.3,2014-15,B
Fairfield School District,0510011,Jennings School,0511711,ELA,182,182,100.0,182,19,10.4,38,20.9,55,30.2,70,38.5,125,68.7,2014-15,B
Fairfield School District,0510011,Jennings School,0511711,Math,182,182,100.0,182,21,11.5,56,30.8,56,30.8,49,26.9,105,57.7,2014-15,B
Fairfield School District,0510011,McKinley School,0510611,ELA,231,230,99.6,229,44,19.2,64,27.9,64,27.9,57,24.9,121,52.8,2014-15,B
Fairfield School District,0510011,McKinley School,0510611,Math,231,230,99.6,230,58,25.2,79,34.3,67,29.1,26,11.3,93,40.4,2014-15,B
Fairfield School District,0510011,Mill Hill School,0510711,ELA,227,227,100.0,227,23,10.1,49,21.6,76,33.5,79,34.8,155,68.3,2014-15,B
Fairfield School District,0510011,Mill Hill School,0510711,Math,227,227,100.0,227,23,10.1,53,23.3,94,41.4,57,25.1,151,66.5,2014-15,B
Fairfield School District,0510011,North Stratfield School,0511611,ELA,236,230,97.5,230,30,13.0,33,14.3,75,32.6,92,40.0,167,72.6,2014-15,B
Fairfield School District,0510011,North Stratfield School,0511611,Math,236,230,97.5,230,20,8.7,76,33.0,86,37.4,48,20.9,134,58.3,2014-15,B
Fairfield School District,0510011,Osborn Hill School,0511811,ELA,268,266,99.3,266,22,8.3,41,15.4,85,32.0,118,44.4,203,76.3,2014-15,B
Fairfield School District,0510011,Osborn Hill School,0511811,Math,268,266,99.3,266,20,7.5,62,23.3,109,41.0,75,28.2,184,69.2,2014-15,B
Fairfield School District,0510011,Riverfield School,0511211,ELA,207,206,99.5,206,17,8.3,25,12.1,53,25.7,111,53.9,164,79.6,2014-15,B
Fairfield School District,0510011,Riverfield School,0511211,Math,207,206,99.5,206,14,6.8,54,26.2,85,41.3,53,25.7,138,67.0,2014-15,B
Fairfield School District,0510011,Roger Ludlowe Middle School,0515311,ELA,805,800,99.4,800,35,4.4,111,13.9,413,51.6,241,30.1,654,81.8,2014-15,B
Fairfield School District,0510011,Roger Ludlowe Middle School,0515311,Math,805,799,99.3,799,76,9.5,193,24.2,258,32.3,272,34.0,530,66.3,2014-15,B
Fairfield School District,0510011,Sherman School,0511311,ELA,237,236,99.6,236,9,3.8,29,12.3,64,27.1,134,56.8,198,83.9,2014-15,B
Fairfield School District,0510011,Sherman School,0511311,Math,237,236,99.6,236,11,4.7,51,21.6,90,38.1,84,35.6,174,73.7,2014-15,B
Fairfield School District,0510011,Stratfield School,0511411,ELA,242,241,99.6,241,28,11.6,43,17.8,85,35.3,85,35.3,170,70.5,2014-15,B
Fairfield School District,0510011,Stratfield School,0511411,Math,242,241,99.6,241,26,10.8,69,28.6,88,36.5,58,24.1,146,60.6,2014-15,B
Fairfield School District,0510011,Tomlinson Middle School,0515111,ELA,715,705,98.6,704,74,10.5,154,21.9,283,40.2,193,27.4,476,67.6,2014-15,B
Fairfield School District,0510011,Tomlinson Middle School,0515111,Math,714,703,98.5,702,142,20.2,201,28.6,197,28.1,162,23.1,359,51.1,2014-15,B
Fairfield School District,0510011,Walter Fitzgerald Campus,0510311,ELA,7,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,B
Fairfield School District,0510011,Walter Fitzgerald Campus,0510311,Math,7,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,B
Farmington School District,0520011,East Farms School,0520411,ELA,196,190,96.9,190,8,4.2,17,8.9,42,22.1,123,64.7,165,86.8,2014-15,B
Farmington School District,0520011,East Farms School,0520411,Math,197,196,99.5,196,7,3.6,20,10.2,77,39.3,92,46.9,169,86.2,2014-15,B
Farmington School District,0520011,Farmington Alternative High School,0520611,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,B
Farmington School District,0520011,Farmington Alternative High School,0520611,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,B
Farmington School District,0520011,Farmington High School,0526111,ELA,321,290,90.3,288,28,9.7,52,18.1,97,33.7,111,38.5,208,72.2,2014-15,B
Farmington School District,0520011,Farmington High School,0526111,Math,321,266,82.9,263,63,24.0,67,25.5,78,29.7,55,20.9,133,50.6,2014-15,B
Farmington School District,0520011,Irving A. Robbins Middle School,0525111,ELA,562,557,99.1,557,34,6.1,77,13.8,263,47.2,183,32.9,446,80.1,2014-15,B
Farmington School District,0520011,Irving A. Robbins Middle School,0525111,Math,562,558,99.3,557,77,13.8,93,16.7,125,22.4,262,47.0,387,69.5,2014-15,B
Farmington School District,0520011,Noah Wallace School,0520211,ELA,143,143,100.0,143,24,16.8,21,14.7,30,21.0,68,47.6,98,68.5,2014-15,B
Farmington School District,0520011,Noah Wallace School,0520211,Math,145,145,100.0,145,16,11.0,32,22.1,49,33.8,48,33.1,97,66.9,2014-15,B
Farmington School District,0520011,Union School,0520111,ELA,130,130,100.0,130,11,8.5,26,20.0,30,23.1,63,48.5,93,71.5,2014-15,B
Farmington School District,0520011,Union School,0520111,Math,130,130,100.0,130,11,8.5,28,21.5,54,41.5,37,28.5,91,70.0,2014-15,B
Farmington School District,0520011,West District School,0520311,ELA,142,141,99.3,141,13,9.2,15,10.6,30,21.3,83,58.9,113,80.1,2014-15,B
Farmington School District,0520011,West District School,0520311,Math,142,141,99.3,141,16,11.3,26,18.4,45,31.9,54,38.3,99,70.2,2014-15,B
Farmington School District,0520011,West Woods Upper Elementary School,0520511,ELA,668,662,99.1,662,44,6.6,90,13.6,273,41.2,255,38.5,528,79.8,2014-15,B
Farmington School District,0520011,West Woods Upper Elementary School,0520511,Math,668,663,99.3,663,81,12.2,219,33.0,162,24.4,201,30.3,363,54.8,2014-15,B
Franklin School District,0530011,Franklin Elementary School,0530111,ELA,111,109,98.2,109,16,14.7,19,17.4,45,41.3,29,26.6,74,67.9,2014-15,E
Franklin School District,0530011,Franklin Elementary School,0530111,Math,111,108,97.3,108,26,24.1,34,31.5,32,29.6,16,14.8,48,44.4,2014-15,E
Glastonbury School District,0540011,Alternate Program,0541311,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,B
Glastonbury School District,0540011,Alternate Program,0541311,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,B
Glastonbury School District,0540011,Buttonball Lane School,0540211,ELA,259,259,100.0,259,22,8.5,42,16.2,68,26.3,127,49.0,195,75.3,2014-15,B
Glastonbury School District,0540011,Buttonball Lane School,0540211,Math,259,259,100.0,259,26,10.0,46,17.8,87,33.6,100,38.6,187,72.2,2014-15,B
Glastonbury School District,0540011,Eastbury School,0540311,ELA,137,137,100.0,137,*,*,*,*,45,32.8,77,56.2,122,89.1,2014-15,B
Glastonbury School District,0540011,Eastbury School,0540311,Math,137,137,100.0,137,7,5.1,21,15.3,49,35.8,60,43.8,109,79.6,2014-15,B
Glastonbury School District,0540011,Gideon Welles School,0540811,ELA,514,511,99.4,511,21,4.1,77,15.1,199,38.9,214,41.9,413,80.8,2014-15,B
Glastonbury School District,0540011,Gideon Welles School,0540811,Math,514,511,99.4,511,59,11.5,134,26.2,150,29.4,168,32.9,318,62.2,2014-15,B
Glastonbury School District,0540011,Glastonbury High School,0546111,ELA,531,511,96.2,511,27,5.3,74,14.5,208,40.7,202,39.5,410,80.2,2014-15,B
Glastonbury School District,0540011,Glastonbury High School,0546111,Math,531,511,96.2,511,93,18.2,113,22.1,131,25.6,174,34.1,305,59.7,2014-15,B
Glastonbury School District,0540011,Hebron Avenue School,0540411,ELA,230,230,100.0,230,7,3.0,24,10.4,68,29.6,131,57.0,199,86.5,2014-15,B
Glastonbury School District,0540011,Hebron Avenue School,0540411,Math,230,230,100.0,230,7,3.0,28,12.2,75,32.6,120,52.2,195,84.8,2014-15,B
Glastonbury School District,0540011,Hopewell School,0540611,ELA,216,216,100.0,216,13,6.0,27,12.5,61,28.2,115,53.2,176,81.5,2014-15,B
Glastonbury School District,0540011,Hopewell School,0540611,Math,216,216,100.0,216,15,6.9,53,24.5,67,31.0,81,37.5,148,68.5,2014-15,B
Glastonbury School District,0540011,LINKS Academy,0540111,ELA,12,11,*,9,*,*,*,*,*,*,*,*,*,*,2014-15,B
Glastonbury School District,0540011,LINKS Academy,0540111,Math,12,9,*,9,*,*,*,*,*,*,*,*,*,*,2014-15,B
Glastonbury School District,0540011,Naubuc School,0540711,ELA,213,213,100.0,213,24,11.3,46,21.6,62,29.1,81,38.0,143,67.1,2014-15,B
Glastonbury School District,0540011,Naubuc School,0540711,Math,212,212,100.0,212,35,16.5,54,25.5,66,31.1,57,26.9,123,58.0,2014-15,B
Glastonbury School District,0540011,Nayaug Elementary School,0540911,ELA,284,281,98.9,280,23,8.2,37,13.2,76,27.1,144,51.4,220,78.6,2014-15,B
Glastonbury School District,0540011,Nayaug Elementary School,0540911,Math,286,280,97.9,280,15,5.4,54,19.3,72,25.7,139,49.6,211,75.4,2014-15,B
Glastonbury School District,0540011,Smith Middle School,0545211,ELA,1038,1035,99.7,1035,79,7.6,192,18.6,465,44.9,299,28.9,764,73.8,2014-15,B
Glastonbury School District,0540011,Smith Middle School,0545211,Math,1039,1036,99.7,1036,122,11.8,229,22.1,312,30.1,373,36.0,685,66.1,2014-15,B
Granby School District,0560011,Granby Memorial High School,0566111,ELA,190,141,74.2,141,12,8.5,21,14.9,63,44.7,45,31.9,108,76.6,2014-15,B
Granby School District,0560011,Granby Memorial High School,0566111,Math,190,135,71.1,135,22,16.3,33,24.4,56,41.5,24,17.8,80,59.3,2014-15,B
Granby School District,0560011,Granby Memorial Middle School,0565111,ELA,328,310,94.5,309,20,6.5,59,19.1,144,46.6,86,27.8,230,74.4,2014-15,B
Granby School District,0560011,Granby Memorial Middle School,0565111,Math,328,311,94.8,311,44,14.1,80,25.7,94,30.2,93,29.9,187,60.1,2014-15,B
Granby School District,0560011,Kelly Lane Intermediate School,0560411,ELA,284,283,99.6,283,8,2.8,42,14.8,101,35.7,132,46.6,233,82.3,2014-15,B
Granby School District,0560011,Kelly Lane Intermediate School,0560411,Math,284,283,99.6,283,17,6.0,68,24.0,94,33.2,104,36.7,198,70.0,2014-15,B
Granby School District,0560011,Wells Road Intermediate School,0560311,ELA,277,274,98.9,274,34,12.4,53,19.3,120,43.8,67,24.5,187,68.2,2014-15,B
Granby School District,0560011,Wells Road Intermediate School,0560311,Math,277,274,98.9,274,35,12.8,92,33.6,98,35.8,49,17.9,147,53.6,2014-15,B
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,ELA,116,114,98.3,114,70,61.4,31,27.2,13,11.4,0,0.0,13,11.4,2014-15,
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,Math,116,114,98.3,114,77,67.5,*,*,*,*,0,0.0,*,*,2014-15,
Greenwich School District,0570011,Alternative High School Programs,0571411,ELA,*,*,*,*,13,59.1,*,*,0,0.0,*,*,*,*,2014-15,B
Greenwich School District,0570011,Alternative High School Programs,0571411,Math,*,*,*,*,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15,B
Greenwich School District,0570011,Central Middle School,0575111,ELA,571,565,98.9,565,34,6.0,74,13.1,235,41.6,222,39.3,457,80.9,2014-15,B
Greenwich School District,0570011,Central Middle School,0575111,Math,571,569,99.6,569,74,13.0,152,26.7,160,28.1,183,32.2,343,60.3,2014-15,B
Greenwich School District,0570011,Cos Cob School,0570211,ELA,210,205,97.6,205,19,9.3,43,21.0,63,30.7,80,39.0,143,69.8,2014-15,B
Greenwich School District,0570011,Cos Cob School,0570211,Math,210,210,100.0,210,33,15.7,62,29.5,71,33.8,44,21.0,115,54.8,2014-15,B
Greenwich School District,0570011,Eastern Middle School,0575211,ELA,814,807,99.1,806,33,4.1,80,9.9,320,39.7,373,46.3,693,86.0,2014-15,B
Greenwich School District,0570011,Eastern Middle School,0575211,Math,814,813,99.9,813,63,7.7,145,17.8,203,25.0,402,49.4,605,74.4,2014-15,B
Greenwich School District,0570011,Glenville School,0570411,ELA,204,197,96.6,197,25,12.7,26,13.2,58,29.4,88,44.7,146,74.1,2014-15,B
Greenwich School District,0570011,Glenville School,0570411,Math,204,204,100.0,204,27,13.2,54,26.5,61,29.9,62,30.4,123,60.3,2014-15,B
Greenwich School District,0570011,Greenwich High School,0576111,ELA,603,590,97.8,588,28,4.8,72,12.2,196,33.3,292,49.7,488,83.0,2014-15,B
Greenwich School District,0570011,Greenwich High School,0576111,Math,603,591,98.0,590,95,16.1,104,17.6,155,26.3,236,40.0,391,66.3,2014-15,B
Greenwich School District,0570011,Hamilton Avenue School,0570511,ELA,178,173,97.2,173,38,22.0,42,24.3,48,27.7,45,26.0,93,53.8,2014-15,B
Greenwich School District,0570011,Hamilton Avenue School,0570511,Math,177,177,100.0,177,70,39.5,57,32.2,35,19.8,15,8.5,50,28.2,2014-15,B
Greenwich School District,0570011,International School At Dundee,0571311,ELA,194,192,99.0,192,*,*,*,*,50,26.0,120,62.5,170,88.5,2014-15,B
Greenwich School District,0570011,International School At Dundee,0571311,Math,194,193,99.5,193,7,3.6,25,13.0,60,31.1,101,52.3,161,83.4,2014-15,B
Greenwich School District,0570011,Julian Curtiss School,0570311,ELA,188,188,100.0,188,27,14.4,48,25.5,58,30.9,55,29.3,113,60.1,2014-15,B
Greenwich School District,0570011,Julian Curtiss School,0570311,Math,188,188,100.0,188,40,21.3,50,26.6,57,30.3,41,21.8,98,52.1,2014-15,B
Greenwich School District,0570011,New Lebanon School,0570611,ELA,115,114,99.1,114,20,17.5,19,16.7,44,38.6,31,27.2,75,65.8,2014-15,B
