district_code,district,school_code,school,grade,diff,drg,year
0760011,Madison School District,0760611,Dr. Robert H. Brown Middle School,67.8432123425,-18.1867332903,B,2015-16
0430011,East Hartford School District,0431011,Dr. Thomas S. O'Connell School,67.6902586074,-2.76792970268,H,2015-16
0430011,East Hartford School District,0431011,Dr. Thomas S. O'Connell School,70.4581883101,-2.76792970268,H,2014-15
1510011,Waterbury School District,1510911,Driggs School,56.8703589782,-2.63997197253,I,2015-16
1510011,Waterbury School District,1510911,Driggs School,59.5103309508,-2.63997197253,I,2014-15
2450014,Learn,2455014,Dual Language & Arts Magnet Middle School,61.1384282124,-9.18057022873,,2015-16
2450014,Learn,2455014,Dual Language & Arts Magnet Middle School,70.3189984411,-9.18057022873,,2014-15
1550011,West Hartford School District,1550611,Duffy School,82.9042391337,-4.57362096139,B,2015-16
1550011,West Hartford School District,1550611,Duffy School,87.4778600951,-4.57362096139,B,2014-15
1510011,Waterbury School District,1511611,Duggan School,65.4240551038,-5.03038431852,I,2015-16
1510011,Waterbury School District,1511611,Duggan School,70.4544394223,-5.03038431852,I,2014-15
0620011,Hamden School District,0620311,Dunbar Hill School,70.6498591474,-1.37094165907,G,2014-15
0620011,Hamden School District,0620311,Dunbar Hill School,69.2789174884,-1.37094165907,G,2015-16
0150011,Bridgeport School District,0154111,Dunbar School,52.9603768243,-11.6813071388,I,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,41.2790696855,-11.6813071388,I,2015-16
0510011,Fairfield School District,0510111,Dwight Elementary School,92.3982249265,-1.01284562867,B,2014-15
0510011,Fairfield School District,0510111,Dwight Elementary School,91.3853792979,-1.01284562867,B,2015-16
0600011,Guilford School District,0605111,E. C. Adams Middle School,83.0478701584,-5.73543349512,B,2015-16
0600011,Guilford School District,0605111,E. C. Adams Middle School,88.7833036535,-5.73543349512,B,2014-15
9000016,Connecticut Technical High School System,9001916,E. C. Goodwin Technical High School,67.5380210776,1.69762307968,,2014-15
9000016,Connecticut Technical High School System,9001916,E. C. Goodwin Technical High School,69.2356441573,1.69762307968,,2015-16
2190012,Regional School District 19,2196112,E. O. Smith High School,81.9146116411,0.240344430869,C,2014-15
2190012,Regional School District 19,2196112,E. O. Smith High School,82.154956072,0.240344430869,C,2015-16
0950011,New London School District,0950611,Early Childhood Center at Harbor,5.98290598291,-8.01071310435,I,2015-16
0950011,New London School District,0950611,Early Childhood Center at Harbor,13.9936190873,-8.01071310435,I,2014-15
0520011,Farmington School District,0520411,East Farms School,97.3053446505,1.13385147275,B,2015-16
0520011,Farmington School District,0520411,East Farms School,96.1714931778,1.13385147275,B,2014-15
0400011,East Granby School District,0406111,East Granby High School,87.0529091084,-2.09311683384,D,2014-15
0400011,East Granby School District,0406111,East Granby High School,84.9597922746,-2.09311683384,D,2015-16
0400011,East Granby School District,0405111,East Granby Middle School,72.0914169599,-11.7962975976,D,2015-16
0400011,East Granby School District,0405111,East Granby Middle School,83.8877145575,-11.7962975976,D,2014-15
0410011,East Haddam School District,0410111,East Haddam Elementary School,92.4580014553,3.66243321548,E,2014-15
0410011,East Haddam School District,0410111,East Haddam Elementary School,96.1204346708,3.66243321548,E,2015-16
0420011,East Hampton School District,0426111,East Hampton High School,78.0535812183,-3.20162800605,D,2015-16
0420011,East Hampton School District,0426111,East Hampton High School,81.2552092243,-3.20162800605,D,2014-15
0420011,East Hampton School District,0425111,East Hampton Middle School,64.8301925432,-11.3394092586,D,2015-16
0420011,East Hampton School District,0425111,East Hampton Middle School,76.1696018018,-11.3394092586,D,2014-15
0430011,East Hartford School District,0436211,East Hartford High School,69.2021419108,5.78943011524,H,2015-16
0430011,East Hartford School District,0436211,East Hartford High School,63.4127117956,5.78943011524,H,2014-15
0430011,East Hartford School District,0435111,East Hartford Middle School,58.0221385922,-3.85374659523,H,2015-16
0430011,East Hartford School District,0435111,East Hartford Middle School,61.8758851875,-3.85374659523,H,2014-15
0440011,East Haven School District,0446111,East Haven High School,59.4170062635,-8.49758210693,G,2015-16
0440011,East Haven School District,0446111,East Haven High School,67.9145883705,-8.49758210693,G,2014-15
0450011,East Lyme School District,0456111,East Lyme High School,89.8612020352,-1.54885307156,D,2014-15
0450011,East Lyme School District,0456111,East Lyme High School,88.3123489637,-1.54885307156,D,2015-16
0450011,East Lyme School District,0455111,East Lyme Middle School,73.4733666131,-7.94451818329,D,2015-16
0450011,East Lyme School District,0455111,East Lyme Middle School,81.4178847964,-7.94451818329,D,2014-15
1180011,Ridgefield School District,1185111,East Ridge Middle School,84.0487305336,-7.89351955928,A,2014-15
1180011,Ridgefield School District,1185111,East Ridge Middle School,76.1552109743,-7.89351955928,A,2015-16
0930011,New Haven School District,0934611,East Rock Community Magnet School,61.6519174001,6.62298436193,I,2015-16
0930011,New Haven School District,0934611,East Rock Community Magnet School,55.0289330382,6.62298436193,I,2014-15
0900011,New Canaan School District,0900411,East School,93.8868734578,4.53336084255,A,2014-15
1430011,Torrington School District,1430111,East School,86.9024659144,-5.20578669188,G,2014-15
1430011,Torrington School District,1430111,East School,81.6966792225,-5.20578669188,G,2015-16
0900011,New Canaan School District,0900411,East School,98.4202343003,4.53336084255,A,2015-16
0840011,Milford School District,0845111,East Shore Middle School,79.4864081902,-6.96397239783,D,2014-15
0840011,Milford School District,0845111,East Shore Middle School,72.5224357924,-6.96397239783,D,2015-16
0470011,East Windsor School District,0476111,East Windsor High School,76.2805449358,-5.45532407962,F,2014-15
0470011,East Windsor School District,0476111,East Windsor High School,70.8252208562,-5.45532407962,F,2015-16
0470011,East Windsor School District,0475411,East Windsor Middle School,67.1443262588,-7.6250532043,F,2015-16
0470011,East Windsor School District,0475411,East Windsor Middle School,74.7693794631,-7.6250532043,F,2014-15
0540011,Glastonbury School District,0540311,Eastbury School,88.4775346924,-11.2043145327,B,2015-16
0540011,Glastonbury School District,0540311,Eastbury School,99.6818492251,-11.2043145327,B,2014-15
0570011,Greenwich School District,0575211,Eastern Middle School,81.0310940208,-9.83332578443,B,2015-16
0570011,Greenwich School District,0575211,Eastern Middle School,90.8644198053,-9.83332578443,B,2014-15
0390011,Eastford School District,0390111,Eastford Elementary School,91.1197424799,-16.0966046438,E,2014-15
0390011,Eastford School District,0390111,Eastford Elementary School,75.0231378361,-16.0966046438,E,2015-16
0490011,Enfield School District,0491311,Edgar H. Parkman School,79.9181733516,-5.52823803295,F,2014-15
0490011,Enfield School District,0491311,Edgar H. Parkman School,74.3899353186,-5.52823803295,F,2015-16
0170011,Bristol School District,0170311,Edgewood School,74.7428117443,1.7725979033,G,2015-16
0930011,New Haven School District,0931211,Edgewood School,67.2225166141,1.55803709237,I,2015-16
0930011,New Haven School District,0931211,Edgewood School,65.6644795218,1.55803709237,I,2014-15
0170011,Bristol School District,0170311,Edgewood School,72.970213841,1.7725979033,G,2014-15
0150011,Bridgeport School District,0150711,Edison School,54.6237665436,-1.82160753568,I,2015-16
0150011,Bridgeport School District,0150711,Edison School,56.4453740793,-1.82160753568,I,2014-15
1560011,West Haven School District,1560611,Edith E. Mackrille School,83.6346038706,1.47016792742,H,2014-15
1560011,West Haven School District,1560611,Edith E. Mackrille School,85.104771798,1.47016792742,H,2015-16
0330011,Cromwell School District,0330211,Edna C. Stevens School,99.3129770992,7.77451556078,D,2015-16
0330011,Cromwell School District,0330211,Edna C. Stevens School,91.5384615385,7.77451556078,D,2014-15
1110011,Plymouth School District,1115111,Eli Terry Jr. Middle School,72.7698045515,-1.085202064,F,2014-15
1110011,Plymouth School District,1115111,Eli Terry Jr. Middle School,71.6846024875,-1.085202064,F,2015-16
1320011,South Windsor School District,1320711,Eli Terry School,89.9542032369,-12.3991081215,B,2014-15
1320011,South Windsor School District,1320711,Eli Terry School,77.5550951154,-12.3991081215,B,2015-16
0490011,Enfield School District,0491611,Eli Whitney School,84.1654493815,-4.00770863341,F,2014-15
0490011,Enfield School District,0491611,Eli Whitney School,80.157740748,-4.00770863341,F,2015-16
1380011,Stratford School District,1381311,Eli Whitney School,83.5870089283,-3.54880364281,G,2014-15
1380011,Stratford School District,1381311,Eli Whitney School,80.0382052855,-3.54880364281,G,2015-16
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,58.6132765537,-1.17844713584,,2014-15
9000016,Connecticut Technical High School System,9001416,Eli Whitney Technical High School,57.4348294179,-1.17844713584,,2015-16
0770011,Manchester School District,0771711,Elisabeth M. Bennet Academy,63.1755032182,-8.87731566008,G,2015-16
0770011,Manchester School District,0771711,Elisabeth M. Bennet Academy,72.0528188783,-8.87731566008,G,2014-15
0940011,Newington School District,0940211,Elizabeth Green School,74.9174727082,-14.7246110693,D,2015-16
0940011,Newington School District,0940211,Elizabeth Green School,89.6420837775,-14.7246110693,D,2014-15
1260011,Shelton School District,1260511,Elizabeth Shelton School,84.4496365243,-3.41357395725,D,2015-16
1260011,Shelton School District,1260511,Elizabeth Shelton School,87.8632104816,-3.41357395725,D,2014-15
9000016,Connecticut Technical High School System,9002716,Ella T. Grasso Southeastern Technical High School,70.6585112851,-0.0049487760599,,2014-15
9000016,Connecticut Technical High School System,9002716,Ella T. Grasso Southeastern Technical High School,70.653562509,-0.0049487760599,,2015-16
0170011,Bristol School District,0171411,Ellen P. Hubbell School,75.616431025,-6.28668768745,G,2015-16
0170011,Bristol School District,0171411,Ellen P. Hubbell School,81.9031187125,-6.28668768745,G,2014-15
0480011,Ellington School District,0486111,Ellington High School,72.5749439717,7.77608459718,C,2014-15
0480011,Ellington School District,0486111,Ellington High School,80.3510285689,7.77608459718,C,2015-16
0480011,Ellington School District,0485111,Ellington Middle School,80.8497765954,-9.14928712182,C,2014-15
0480011,Ellington School District,0485111,Ellington Middle School,71.7004894736,-9.14928712182,C,2015-16
0340011,Danbury School District,0341411,Ellsworth Avenue School,78.6400510366,5.5521116215,H,2015-16
0340011,Danbury School District,0341411,Ellsworth Avenue School,73.0879394151,5.5521116215,H,2014-15
